Gene,GBM_gain,LGG_gain,pval,FDR,freq_diff
CCT6P1,437,111,1.6097905832951666e-85,7.144769389455132e-83,0.5779534251232363
CCT6P3,438,112,1.66511471987568e-85,7.144769389455132e-83,0.577868434472208
CCT8,35,13,0.0027708364183995637,0.007141311366316226,0.0385347611762706
CCZ1,422,102,1.101832284084757e-82,9.45560985279136e-81,0.5679075301716812
CCZ1B,421,103,1.44615242756049e-81,9.739155675831137e-80,0.5642189359170491
CD109,12,0,0.00047565335300277906,0.0014665083258870327,0.021621621621621623
CD164,11,2,0.022132997223854867,0.04297018482160886,0.016046234914159442
CD164L2,40,14,0.000669746089171167,0.0019933108932169213,0.04565697773244943
CD177,144,26,4.93554470428832e-23,5.645240698324599e-22,0.21040285568587458
CD180,23,8,0.010210002752726606,0.02235838748038031,0.026347101818799932
CD1A,55,27,0.002755891664725826,0.007141311366316226,0.048155702872684
CD1B,53,27,0.005214213350522526,0.01244549524763943,0.044552099269080395
CD1C,54,27,0.0038026787813250874,0.009489636081412456,0.046353901070882206
CD2,46,11,3.839525487489219e-06,2.1277488476425497e-05,0.06212816590175081
CD200,28,4,1.7180981483885134e-05,8.572779208168707e-05,0.042903280639129696
CD200R1L,29,4,9.624950714213668e-06,5.025991301323396e-05,0.0447050824409315
CD22,163,30,3.0424325839798717e-26,5.350263764193175e-25,0.23708992010878804
CD226,32,8,0.00016191331805785037,0.0005850852287278144,0.042563318035016146
CD244,53,26,0.0033903771598904108,0.008553113419659699,0.04643889172191058
CD247,52,24,0.001881249413374084,0.005062283406208922,0.04841067482576917
CD248,9,25,0.00461180892871434,0.011291187885789363,0.030953595104538503
CD320,180,46,5.697983127401871e-23,6.4388495566080735e-22,0.23753187149413568
CD33,133,28,5.193829181859798e-19,3.857612594123167e-18,0.18680945096039436
CD34,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CD36,436,123,3.133776458716379e-78,1.5084312454167495e-76,0.5535101138874723
CD37,130,26,3.4123030990792854e-19,2.5597386584401953e-18,0.18517763046064933
CD3D,12,55,9.244206306948027e-09,6.01253747586598e-08,0.08215196328403876
CD3EAP,134,25,8.698779252449166e-21,7.146513501820655e-20,0.1942716301206867
CD46,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CD47,28,5,5.949475379404536e-05,0.00025311394121217375,0.04101648818629951
CD48,54,26,0.002442180827673462,0.0064198620112025295,0.048240693523712394
CD5,3,21,0.00010128166992747773,0.0003977460970464832,0.034217236104028555
CD52,39,13,0.0005234457598051231,0.001599737163360468,0.04574196838347782
CD55,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CD58,45,11,6.3672028850102025e-06,3.434721728702702e-05,0.060326364099949015
CD5L,57,27,0.0014212329694556257,0.00391994063090626,0.05175930647628761
CD6,3,21,0.00010128166992747773,0.0003977460970464832,0.034217236104028555
CD70,172,45,2.6605885105440108e-21,2.227241820030655e-20,0.22500424953255144
CD72,37,13,0.0012220988557692138,0.003424795785770116,0.04213836477987421
CD82,5,15,0.022701026879916944,0.043950499121128354,0.019292877783443824
CD8A,20,7,0.01853516742298712,0.037601127159046406,0.022828488866224714
CD8B,20,7,0.01853516742298712,0.037601127159046406,0.022828488866224714
CD8BP,18,6,0.022033728705400466,0.04297018482160886,0.021111677715451305
CD93,175,42,2.0478827333554446e-23,2.462378133669501e-22,0.2360700322964474
CD96,27,6,0.0002966917011850872,0.0009752059462459267,0.03732789393166752
CD97,178,48,1.3610128752432245e-21,1.1706581535167666e-20,0.23015468298487168
CDA,34,13,0.004123594272487196,0.010172164714883823,0.036732959374468806
CDC14A,46,15,0.00010086803264047187,0.0003977460970464832,0.05458099609043005
CDC26,44,22,0.010720292644434944,0.023283161953277422,0.037769845317015126
CDC37,185,51,6.118287158025144e-22,5.633625784133759e-21,0.23710691823899369
CDC40,11,2,0.022132997223854867,0.04297018482160886,0.016046234914159442
CDC42,36,13,0.0018471864842491328,0.004990294409147954,0.040336562978072414
CDC42BPA,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CDC42BPG,7,26,0.0005652120209375938,0.0017110167567911275,0.0364439911609723
CDC7,45,15,0.00015608628754170724,0.0005682676039518447,0.052779194288628255
CDC73,52,25,0.003004768974688946,0.0076979905257384155,0.046523882372938974
CDCA7,16,5,0.025995852861648277,0.0497205448645229,0.019394866564677885
CDCA7L,423,104,8.614641198710445e-82,6.131501493944714e-80,0.5659357470678226
CDCA8,43,13,8.866350995290862e-05,0.0003584249239496048,0.05294917559068502
CDCP1,28,5,5.949475379404536e-05,0.00025311394121217375,0.04101648818629951
CDCP2,40,13,0.00033905338421234105,0.0010981030243909723,0.04754377018527962
CDH10,27,11,0.013157487481403005,0.027597646228451164,0.027893931667516577
CDH17,35,62,0.001973684866584874,0.005303417306561396,0.05391806901240864
CDH19,31,9,0.0006158722150697749,0.0018454048136308618,0.03887472378038416
CDH2,32,12,0.0033712497484208923,0.008534967754852489,0.03501614822369539
CDH20,33,10,0.0005438448725379064,0.0016506593160416894,0.04059153493115758
CDH22,176,42,1.0972396149919154e-23,1.3882345861793248e-22,0.2378718340982492
CDH26,176,46,6.443587331323654e-22,5.866313127495538e-21,0.23032466428692844
CDH4,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
CDH7,31,9,0.0006158722150697749,0.0018454048136308618,0.03887472378038416
CDH9,27,11,0.013157487481403005,0.027597646228451164,0.027893931667516577
CDHR2,29,11,0.006019527095492665,0.014211799704466097,0.031497535271120175
CDHR3,430,156,8.093153048329784e-59,2.2975987236260247e-57,0.4804351521332653
CDHR4,31,9,0.0006158722150697749,0.0018454048136308618,0.03887472378038416
CDK13,420,110,7.832810841513819e-77,3.5325271236592956e-75,0.5492095869454361
CDK14,438,134,2.4790646902188656e-73,1.0089591739215968e-71,0.5363590005099439
CDK17,30,7,0.0001716303703014529,0.0006105032925597393,0.04084650688424274
CDK18,61,26,0.0002082506649916311,0.0007244633974621996,0.060853306136325
CDK19,11,2,0.022132997223854867,0.04297018482160886,0.016046234914159442
CDK2AP2,6,29,4.1076535353265846e-05,0.00018558586279643395,0.04390617032126466
CDK5RAP1,182,39,8.596247129616092e-27,1.591842655888711e-25,0.25434302226755057
CDK6,441,143,2.0842317669726896e-70,7.964629179744491e-69,0.5247832738398777
CDK7,24,9,0.01293946193370139,0.027239254180029083,0.026262111167771548
CDKL3,22,8,0.01551377812090629,0.032003560414803664,0.024545300016998128
CDKL4,20,6,0.009005653966994754,0.019930284597159918,0.024715281319054906
CDKN2AIPNL,21,8,0.023330296249741006,0.04500835768642254,0.02274349821519633
CDKN2C,36,11,0.0004708648962629411,0.0014580307241395568,0.0441101478837328
CDNF,15,57,6.820211019120262e-08,4.182357251333119e-07,0.08052014278429373
CDON,9,54,4.4310640859231015e-10,3.1038115877981876e-09,0.08567057623661398
CDX4,6,20,0.004632053574129008,0.011311248874190154,0.02692503824579296
CEA,142,32,1.7873783512400225e-19,1.3646592821007962e-18,0.19547849736528983
CEACAM1,143,27,3.2157008027908244e-22,3.101695225196699e-21,0.20671426143124255
CEACAM16,136,28,8.317260102053553e-20,6.455225437345751e-19,0.19221485636579977
CEACAM18,134,30,2.5035092477117e-18,1.8119374401028583e-17,0.18483766785653577
CEACAM19,135,27,4.914818791520843e-20,3.870516445257474e-19,0.19229984701682817
CEACAM21,143,33,2.8473632415499878e-19,2.1466717450601263e-18,0.19539350671426142
CEACAM22P,137,26,4.342363325437435e-21,3.597000133558709e-20,0.19779024307326193
CEACAM3,142,32,1.7873783512400225e-19,1.3646592821007962e-18,0.19547849736528983
CEACAM4,143,33,2.8473632415499878e-19,2.1466717450601263e-18,0.19539350671426142
CEACAM5,142,31,6.045427082079078e-20,4.731121621608316e-19,0.19736528981812002
CEACAM6,141,32,3.251271769090224e-19,2.447498718205363e-18,0.19367669556348804
CEACAM7,141,31,1.1075107673621695e-19,8.529536771407724e-19,0.19556348801631823
CEACAM8,143,27,3.2157008027908244e-22,3.101695225196699e-21,0.20671426143124255
CEACAMP3,143,33,2.8473632415499878e-19,2.1466717450601263e-18,0.19539350671426142
CEBPA,164,29,4.3334471563573254e-27,8.237937897996749e-26,0.24077851436342002
CEBPB,177,41,2.0118663024916888e-24,2.910810031870923e-23,0.24156042835288122
CEBPG,164,29,4.3334471563573254e-27,8.237937897996749e-26,0.24077851436342002
CELF2,15,58,4.00489754996035e-08,2.5039779935597224e-07,0.08240693523712392
CELF4,34,10,0.00034472901550832563,0.0011112127827654077,0.04239333673295938
CELF5,184,45,1.7160913032862736e-24,2.5901768032917846e-23,0.24662587115417306
CELSR3,32,7,6.180254487828063e-05,0.00025992611839443846,0.044450110487846334
CENPF,46,24,0.013178399037838573,0.02761065802877507,0.03759986401495836
CENPK,25,8,0.004297609000116492,0.01054082834619459,0.029950705422403533
CENPW,11,1,0.006234091590507687,0.01442137823571233,0.01793302736698963
CEP104,36,10,0.00013590098462007186,0.000507323138708486,0.045996940336562986
CEP135,44,19,0.002602294115296071,0.006829998780761341,0.04343022267550569
CEP164,11,45,8.189356564132614e-07,4.819269470225062e-06,0.06508584055753866
CEP170,59,24,0.0001462203063294559,0.0005414044774299233,0.06102328743838178
CEP192,31,10,0.0013262029808564068,0.0036787802671779677,0.03698793132755397
CEP290,29,7,0.00028345926172180407,0.0009397331550856631,0.03904470508244093
CEP350,51,26,0.006410260448507094,0.014785638368250583,0.04283528811830699
CEP57,9,39,4.545096173927403e-06,2.492086686383415e-05,0.05736868944416114
CEP57L1,12,2,0.01270460490418217,0.02696025949569137,0.017848036715961246
CEP63,30,6,6.19094237246575e-05,0.00025992611839443846,0.04273329933707293
CEP70,34,4,4.999745792936039e-07,2.952661514680041e-06,0.05371409144994051
CEP76,32,10,0.0008522401096625325,0.0024698845941551356,0.03878973312935577
CEP85,38,14,0.0015270896181049966,0.004193325159974096,0.04205337412884582
CEP85L,12,2,0.01270460490418217,0.02696025949569137,0.017848036715961246
CEP89,164,30,1.5690036663649413e-26,2.842376002589709e-25,0.23889172191058983
CEP97,29,6,0.00010498855889076932,0.00040069076935745203,0.04093149753527112
CEPT1,46,13,2.1981625686934106e-05,0.00010607970905089216,0.05835458099609043
CERS2,60,27,0.0005038194283476274,0.0015492137950296207,0.05716471188169302
CERS4,179,46,1.0487489700441541e-22,1.1091628191635992e-21,0.23573006969233384
CERS5,38,8,7.642912219446183e-06,4.0573084380220136e-05,0.05337412884582696
CERS6,17,5,0.01644067088269268,0.03358808261682474,0.02119666836647969
CFH,51,24,0.0026458295733944506,0.006908043903553175,0.04660887302396737
CFHR1,51,24,0.0026458295733944506,0.006908043903553175,0.04660887302396737
CFTR,427,159,4.188471530846024e-56,8.809869110678654e-55,0.4693693693693694
CGGBP1,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
CGN,59,27,0.0007159200661124218,0.002118559123719478,0.055362910079891206
CHCHD2,435,111,2.1395839542143118e-84,5.0532924039670357e-82,0.5743498215196328
CHCHD3,438,163,2.6697578848999053e-59,7.971058432490413e-58,0.4816420193778685
CHCHD4,28,12,0.015751899787214366,0.03245021001431898,0.027808941016488186
CHCHD6,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
CHD5,32,10,0.0008522401096625325,0.0024698845941551356,0.03878973312935577
CHD6,179,41,5.639097777625378e-25,8.999784317149621e-24,0.24516403195648478
CHDH,27,6,0.0002966917011850872,0.0009752059462459267,0.03732789393166752
CHERP,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
CHGB,175,42,2.0478827333554446e-23,2.462378133669501e-22,0.2360700322964474
CHI3L1,62,29,0.0009253201323164558,0.0026796100553660883,0.056994730579636235
CHIAP2,47,13,1.3658340478417718e-05,6.913412784121242e-05,0.060156382797892226
CHIC1,6,20,0.004632053574129008,0.011311248874190154,0.02692503824579296
CHIC2,91,26,5.607740610413041e-10,3.917072022659677e-09,0.11490736019037905
CHIT1,67,31,0.00042500958514894553,0.0013414867485848812,0.06223015468298487
CHKA,8,31,0.00011235975919710128,0.0004271946490182448,0.04407615162332144
CHML,51,26,0.006410260448507094,0.014785638368250583,0.04283528811830699
CHMP1B,29,10,0.003140685059375372,0.008014849663157641,0.03338432772395036
CHMP2B,28,5,5.949475379404536e-05,0.00025311394121217375,0.04101648818629951
CHMP3,21,7,0.012068953457068876,0.02585982922218011,0.02463029066802652
CHMP4B,179,39,6.112026012617255e-26,1.0395289542184137e-24,0.24893761686214516
CHMP5,33,9,0.00024126236733374698,0.0008171579234592269,0.04247832738398777
CHN2,427,105,2.059634940022537e-83,2.9180752386092887e-81,0.5712561618221996
CHODL,41,18,0.0045807899219342495,0.01122073120985297,0.03991160972293047
CHORDC1,8,37,4.599658162990301e-06,2.50462894458986e-05,0.05539690634030257
CHRD,62,14,1.7590090813737637e-08,1.126996518091774e-07,0.08529661737208907
CHRDL2,9,31,0.0002794182946135968,0.0009329266226116044,0.04227434982151963
CHRM1,3,23,2.9644154065461258e-05,0.00014052901065501804,0.03799082100968893
CHRM2,434,164,6.261008938411741e-57,1.4118293128688817e-55,0.47254801971783106
CHRM3,51,24,0.0026458295733944506,0.006908043903553175,0.04660887302396737
CHRNA1,17,5,0.01644067088269268,0.03358808261682474,0.02119666836647969
CHRNA4,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
CHRNB2,58,28,0.0016134661934984443,0.004415276110415386,0.05167431582525922
CHST10,19,6,0.014161791349667606,0.029494076062863417,0.022913479517253102
CHST11,27,10,0.007202344121864641,0.01641974740329154,0.029780724120346765
CHST12,422,100,7.176340590530854e-84,1.2679327410422631e-81,0.5716811150773415
CHST2,34,4,4.999745792936039e-07,2.952661514680041e-06,0.05371409144994051
CHST8,167,32,2.6657229882820017e-26,4.765931885478464e-25,0.24052354241033486
CHST9,34,12,0.0022303337932544002,0.005912648350766916,0.038619751827299
CHSY3,20,7,0.01853516742298712,0.037601127159046406,0.022828488866224714
CIDEA,31,10,0.0013262029808564068,0.0036787802671779677,0.03698793132755397
CIDECP,34,13,0.004123594272487196,0.010172164714883823,0.036732959374468806
CIR1,16,5,0.025995852861648277,0.0497205448645229,0.019394866564677885
CITED1,6,20,0.004632053574129008,0.011311248874190154,0.02692503824579296
CITED4,44,13,5.6015785800307776e-05,0.0002452609536877616,0.05475097739248682
CKAP4,28,9,0.0023839772751895276,0.006274547970346359,0.033469318374978754
CKM,133,25,1.6353462373483023e-20,1.3304241491060024e-19,0.19246982831888493
CLASP1,20,6,0.009005653966994754,0.019930284597159918,0.024715281319054906
CLASP2,27,9,0.003686238585101721,0.009235970096453525,0.03166751657317696
CLASRP,132,26,9.923823023702502e-20,7.662517952183248e-19,0.18878123406425296
CLC,153,31,6.634648749963155e-23,7.435757830369153e-22,0.21718510963793985
CLCA1,44,15,0.00024008643273707342,0.0008171579234592269,0.050977392486826444
CLCA3P,44,15,0.00024008643273707342,0.0008171579234592269,0.050977392486826444
CLCC1,47,15,6.480578231878923e-05,0.00026989829142084766,0.05638279789223185
CLCNKA,44,12,2.4992513848250354e-05,0.00011964857283169392,0.056637769845317015
CLDN1,42,9,4.3801422105480526e-06,2.4130952207634134e-05,0.058694543600203986
CLDN11,41,11,4.571119131766079e-05,0.00020431269976447315,0.0531191568927418
CLDN12,437,133,2.630758197725406e-73,1.062062543372047e-71,0.5364439911609722
CLDN16,42,9,4.3801422105480526e-06,2.4130952207634134e-05,0.058694543600203986
CLDN17,34,13,0.004123594272487196,0.010172164714883823,0.036732959374468806
CLDN18,33,5,3.61666815438958e-06,2.014655873242682e-05,0.05002549719530852
CLDN3,434,112,2.889720454485779e-83,3.16772421791733e-81,0.5706612272650009
CLDN8,34,13,0.004123594272487196,0.010172164714883823,0.036732959374468806
CLDND1,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
CLDND2,135,29,4.66502079733901e-19,3.475162814208198e-18,0.1885262621111678
CLEC11A,132,26,9.923823023702502e-20,7.662517952183248e-19,0.18878123406425296
CLEC2L,436,166,4.9170444202596075e-57,1.14133188722502e-55,0.47237803841577425
CLEC4G,178,47,5.162432934071453e-22,4.7916821881263956e-21,0.23204147543770187
CLEC4M,178,47,5.162432934071453e-22,4.7916821881263956e-21,0.23204147543770187
CLHC1,21,7,0.012068953457068876,0.02585982922218011,0.02463029066802652
CLIC4,40,13,0.00033905338421234105,0.0010981030243909723,0.04754377018527962
CLIC6,34,14,0.0072536103556394655,0.016464085385131784,0.03484616692163862
CLIP2,436,112,2.2207837172847537e-84,5.0532924039670357e-82,0.5742648308686045
CLIP3,164,29,4.3334471563573254e-27,8.237937897996749e-26,0.24077851436342002
CLIP4,22,7,0.007778918107479492,0.0175200648077575,0.026432092469828316
CLK2,67,29,0.00015742451380335075,0.0005728619695417305,0.06600373958864525
CLK4,27,10,0.007202344121864641,0.01641974740329154,0.029780724120346765
CLLU1OS,28,8,0.0011011699265968081,0.003118493297686378,0.03535611082780894
CLMP,10,55,8.757692191312729e-10,6.074966343147094e-09,0.08575556688764237
CLNS1A,10,31,0.0006384525315870835,0.001908115446641755,0.040472548019717836
CLOCK,46,21,0.0034994729691513954,0.008825371125225131,0.04326024137344892
CLPB,7,32,2.3806455585384622e-05,0.0001141524105942868,0.04776474587795343
CLPP,168,45,2.8458416955479455e-20,2.27576414183914e-19,0.21779704232534425
CLPTM1,132,27,3.1174267466546977e-19,2.3479195025707245e-18,0.18689444161142277
CLPTM1L,32,15,0.024291938589362093,0.0466696090232877,0.029355770865204828
CLRN1,33,4,9.100658391746536e-07,5.31804232401749e-06,0.05191228964813871
CLSTN1,34,10,0.00034472901550832563,0.0011112127827654077,0.04239333673295938
CLSTN2,33,4,9.100658391746536e-07,5.31804232401749e-06,0.05191228964813871
CLTA,34,14,0.0072536103556394655,0.016464085385131784,0.03484616692163862
CLVS2,11,2,0.022132997223854867,0.04297018482160886,0.016046234914159442
CMBL,31,11,0.002661916526948237,0.006925963687059705,0.03510113887472378
CMC1,27,11,0.013157487481403005,0.027597646228451164,0.027893931667516577
CMKLR1,27,9,0.003686238585101721,0.009235970096453525,0.03166751657317696
CMSS1,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
CMTM6,28,9,0.0023839772751895276,0.006274547970346359,0.033469318374978754
CMTM7,28,9,0.0023839772751895276,0.006274547970346359,0.033469318374978754
CMTM8,28,9,0.0023839772751895276,0.006274547970346359,0.033469318374978754
CNBD2,180,41,2.974984512159542e-25,4.851065950446471e-24,0.24696583375828662
CNBP,28,6,0.00017702539567364308,0.0006246633910307265,0.03912969573346932
CNDP1,32,9,0.00038673325836441,0.0012247912429600822,0.04067652558218596
CNFN,141,28,3.7453015603978235e-21,3.121361755496921e-20,0.2012238653748088
CNGA3,21,6,0.005670324257397428,0.01349769055279673,0.02651708312085671
CNIH3,47,25,0.014488587251988969,0.03014123886277467,0.03751487336392996
CNKSR1,38,13,0.000802640619496415,0.0023497186790637737,0.04394016658167601
CNKSR3,12,2,0.01270460490418217,0.02696025949569137,0.017848036715961246
CNN1,184,47,1.344583391186522e-23,1.675763765048895e-22,0.24285228624851268
CNN2,188,55,3.939748953219402e-21,3.281594552382084e-20,0.23496515383307834
CNN3,46,15,0.00010086803264047187,0.0003977460970464832,0.05458099609043005
CNOT10,26,9,0.0056525822557531216,0.013472540916822788,0.02986571477137515
CNOT2,43,14,0.00018491556819071815,0.0006473338002536609,0.051062383137854835
CNOT3,141,26,3.4080518074529323e-22,3.2683347410171226e-21,0.20499745028046917
CNOT4,437,163,8.247662633147311e-59,2.3326440192957878e-57,0.4798402175760666
CNOT6,31,12,0.005019277004726993,0.012045302342120484,0.033214346421893595
CNPY2,38,11,0.0001888164492934988,0.0006576172160226727,0.04771375148733639
CNPY4,432,151,4.871076485640155e-62,1.625640592474308e-60,0.49347271800101994
CNR2,34,12,0.0022303337932544002,0.005912648350766916,0.038619751827299
CNST,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CNTFR,36,13,0.0018471864842491328,0.004990294409147954,0.040336562978072414
CNTN1,33,10,0.0005438448725379064,0.0016506593160416894,0.04059153493115758
CNTN2,87,32,3.0833447422484144e-07,1.8433786361101389e-06,0.09637939826619073
CNTN3,28,5,5.949475379404536e-05,0.00025311394121217375,0.04101648818629951
CNTN4,35,17,0.022137456383325857,0.04297018482160886,0.03098759136494985
CNTN5,7,38,8.179695332582428e-07,4.815470972352916e-06,0.05908550059493456
CNTNAP2,440,166,5.628288170278962e-59,1.6380936383963072e-57,0.4795852456229815
CNTRL,44,24,0.02383154224045243,0.04583200171175753,0.03399626041135475
COA1,419,110,2.6186744001832693e-76,1.1399203519406476e-74,0.5474077851436341
COA4,9,32,0.00017057368817659498,0.0006105032925597393,0.04416114227434982
COBL,422,104,3.0151453259482094e-81,1.9602360391813944e-79,0.5641339452660208
COG2,54,24,0.0009335170823791829,0.002701263881150399,0.05201427842937278
COG5,430,157,2.2508886841661058e-58,6.079828463814133e-57,0.47854835968043513
COL11A1,46,15,0.00010086803264047187,0.0003977460970464832,0.05458099609043005
COL12A1,13,0,0.00023667600947353942,0.0008122486997883033,0.023423423423423424
COL14A1,38,83,4.583100127235042e-06,2.50462894458986e-05,0.08813530511643719
COL15A1,43,23,0.021843137916567962,0.04297018482160886,0.03408125106238314
COL16A1,42,14,0.0002858161722003506,0.0009413129987072073,0.04926058133605304
COL18A1,35,16,0.014005418004859459,0.029298421451034874,0.03287438381778004
COL19A1,14,1,0.0009464188494314856,0.0027307047609533243,0.023338432772395036
COL1A2,438,144,2.352402207001135e-68,8.723055887590876e-67,0.517491075981642
COL20A1,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
COL22A1,39,78,5.185008052771939e-05,0.00022990390001927658,0.07689954105048444
COL23A1,27,10,0.007202344121864641,0.01641974740329154,0.029780724120346765
COL24A1,45,15,0.00015608628754170724,0.0005682676039518447,0.052779194288628255
COL26A1,430,152,1.288011155303884e-60,4.046726261580278e-59,0.4879823219445861
COL27A1,47,23,0.006317280024510048,0.014609318048674455,0.04128845826959034
COL28A1,422,102,1.101832284084757e-82,9.45560985279136e-81,0.5679075301716812
COL2A1,32,9,0.00038673325836441,0.0012247912429600822,0.04067652558218596
COL4A3BP,23,8,0.010210002752726606,0.02235838748038031,0.026347101818799932
COL5A2,16,5,0.025995852861648277,0.0497205448645229,0.019394866564677885
COL5A3,184,49,9.842795527074249e-23,1.050597748582808e-21,0.2390787013428523
COL6A2,35,14,0.004972726694489867,0.01198145507746652,0.036647968723440415
COL6A5,30,5,1.9686386736206496e-05,9.658613394457666e-05,0.044620091789903116
COL6A6,30,5,1.9686386736206496e-05,9.658613394457666e-05,0.044620091789903116
COL8A1,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
COL9A1,14,1,0.0009464188494314856,0.0027307047609533243,0.023338432772395036
COL9A2,43,13,8.866350995290862e-05,0.0003584249239496048,0.05294917559068502
COL9A3,176,45,2.3903890135738236e-22,2.3602144777022803e-21,0.23221145673975863
COLEC10,38,83,4.583100127235042e-06,2.50462894458986e-05,0.08813530511643719
COLGALT2,55,25,0.0010816209864474863,0.0030724009787154055,0.05192928777834438
COMMD2,36,4,1.4938275188418138e-07,9.053390507653899e-07,0.057317695053544115
COMMD3,13,59,2.8873961700127947e-09,1.962122881504622e-08,0.08789733129355772
COMMD7,179,40,1.8749027654032004e-25,3.0705877569056995e-24,0.24705082440931497
COPB2,34,4,4.999745792936039e-07,2.952661514680041e-06,0.05371409144994051
COPG1,30,6,6.19094237246575e-05,0.00025992611839443846,0.04273329933707293
COPG2,436,168,3.4799835369711325e-56,7.38707013855985e-55,0.46860445351011387
COPZ1,35,9,9.217119426116123e-05,0.0003692256589528192,0.04608193098759136
COQ10A,38,11,0.0001888164492934988,0.0006576172160226727,0.04771375148733639
CORO1B,9,28,0.0011767686470579783,0.00331135685619575,0.03661397246302907
CORO1C,30,9,0.0009740817847902242,0.0027874924245387934,0.03707292197858236
CORO2A,43,22,0.01466769136654186,0.030416927498305112,0.03596804351521333
CORT,35,11,0.0004755234642096282,0.0014665083258870327,0.042308346081930986
COX17,26,5,0.00017602193546965072,0.0006234663742649091,0.037412884582695906
COX20,56,25,0.0007601937883682411,0.0022394253263464583,0.05373108958014618
COX4I2,181,40,5.144042414879119e-26,8.962091529774317e-25,0.2506544280129186
COX5BP2,11,1,0.006234091590507687,0.01442137823571233,0.01793302736698963
COX6B1,164,30,1.5690036663649413e-26,2.842376002589709e-25,0.23889172191058983
COX6B2,144,25,1.3921345516181242e-23,1.7250063280693885e-22,0.21228964813870477
COX6C,35,67,0.0003762253504341703,0.00120241589972768,0.06335203127655958
COX7A2,13,1,0.001783177570548905,0.0048435089083927385,0.021536630970593235
COX7A2L,22,7,0.007778918107479492,0.0175200648077575,0.026432092469828316
CP,34,4,4.999745792936039e-07,2.952661514680041e-06,0.05371409144994051
CPA2,437,168,1.1596153150748255e-56,2.5800152298953673e-55,0.47040625531191566
CPA3,33,4,9.100658391746536e-07,5.31804232401749e-06,0.05191228964813871
CPAMD8,178,47,5.162432934071453e-22,4.7916821881263956e-21,0.23204147543770187
CPB1,33,5,3.61666815438958e-06,2.014655873242682e-05,0.05002549719530852
CPEB4,30,10,0.002048710493951572,0.005470756436373526,0.035186129525752174
CPED1,427,162,8.19002598379968e-55,1.6734395948939263e-53,0.46370899201087884
CPHL1P,34,5,2.038369871074249e-06,1.1670697187873836e-05,0.05182729899711032
CPLX2,28,10,0.0047761746050156775,0.011572860635386486,0.031582525922148566
CPLX4,33,10,0.0005438448725379064,0.0016506593160416894,0.04059153493115758
CPM,78,16,2.4597760744397276e-11,1.767507994542384e-10,0.11035186129525754
CPN2,38,8,7.642912219446183e-06,4.0573084380220136e-05,0.05337412884582696
CPNE1,179,41,5.639097777625378e-25,8.999784317149621e-24,0.24516403195648478
CPNE4,29,5,3.430961624841727e-05,0.00015839588589570567,0.04281828998810131
CPNE8,39,18,0.00921040490374965,0.02037440872654474,0.03630800611932688
CPNE9,34,14,0.0072536103556394655,0.016464085385131784,0.03484616692163862
CPQ,36,68,0.00042238661492514446,0.0013334879510081606,0.06343702192758796
CPSF4,432,151,4.871076485640155e-62,1.625640592474308e-60,0.49347271800101994
CPSF6,52,14,2.8437706840176307e-06,1.6031436986702994e-05,0.06727859935407104
CPT1A,6,31,1.335779475935544e-05,6.793341066576363e-05,0.04767975522692504
CPT1C,129,26,6.3045481541317535e-19,4.654951041236513e-18,0.18337582865884755
CPT2,39,13,0.0005234457598051231,0.001599737163360468,0.04574196838347782
CPVL,427,105,2.059634940022537e-83,2.9180752386092887e-81,0.5712561618221996
CR1,50,26,0.008727691106057651,0.019510637843223252,0.04103348631650518
CR1L,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CR2,50,25,0.005753026582275178,0.013653437612611983,0.042920278769335365
CRABP2,59,33,0.011824411236977637,0.025514225281168125,0.044042155362910076
CRADD,30,7,0.0001716303703014529,0.0006105032925597393,0.04084650688424274
CRBN,32,13,0.008907121360771562,0.019837928013653763,0.033129355770865204
CREB3L2,436,164,6.833579626137655e-58,1.7161655321962424e-56,0.4761516233214346
CREB3L3,180,44,7.353242217597066e-24,9.495356115552256e-23,0.24130545639979606
CREB5,427,105,2.059634940022537e-83,2.9180752386092887e-81,0.5712561618221996
CREBZF,11,35,0.00021731169293590465,0.0007510022895165911,0.046217916029236784
CREG1,52,24,0.001881249413374084,0.005062283406208922,0.04841067482576917
CRELD1,34,13,0.004123594272487196,0.010172164714883823,0.036732959374468806
CREM,4,42,7.911684722586011e-10,5.5135814925195695e-09,0.07203807581166072
CRHR2,429,105,1.6024397592757014e-84,4.540649114113676e-82,0.5748597654258032
CRIM1,20,6,0.009005653966994754,0.019930284597159918,0.024715281319054906
