names,scores,logfoldchanges,pvals,pvals_adj
FLJ41941,2.3258522,1.0181894,0.021077300706950082,0.042957464858922274
OR52H1,2.2762578,1.1832626,0.023885191144927893,0.047666131877160935
SIM1,2.2756226,1.0218688,0.023930219977943604,0.04773958664831686
TTTY6,-2.3017404,-1.3471618,0.02184347881134902,0.04426340720454468
POTEH,-2.3025856,-19.101664,0.02169998859429397,0.044016976259327094
XAGE5,-2.3512993,-18.683681,0.01908388803379238,0.03955590969130796
SCGB1D1,-2.363541,-18.750204,0.018471636671298593,0.03844326208702259
LOC402644,-2.3730977,-1.261926,0.01815040213395713,0.03785504770173642
KLK8,-2.3824427,-1.0113506,0.01781988797548121,0.03727003911952708
OR2M1P,-2.3976645,-1.1135536,0.016987732375567312,0.03573391885525545
SPACA1,-2.4179425,-1.8536978,0.01593949132255693,0.033818886988736585
FAM47A,-2.4211066,-1.3847431,0.01596681463787686,0.03386257399165155
HTN1,-2.4350533,-18.596163,0.015228020253907357,0.03252891393800257
OR13C8,-2.439578,-18.603237,0.015040840732355624,0.03221092508989639
OR5D16,-2.489771,-18.935143,0.013096896902609612,0.02862083118473823
TFF1,-2.4910598,-1.4704095,0.013290895016851302,0.028972394186695685
DUSP21,-2.5003874,-1.7942015,0.012757411535822978,0.027997168991402234
OR1A1,-2.5381212,-19.149597,0.01143845709523854,0.02555172994026304
SERPINB11,-2.5385923,-1.3596109,0.011411941370434152,0.02550280980149591
IFNA6,-2.5447037,-1.0250564,0.011358318024821188,0.02540374008041719
CRISP2,-2.5575523,-1.5610684,0.010762153110345531,0.02424557629047384
OR13H1,-2.5697355,-19.18989,0.010457800369755696,0.023657936336303285
APOBEC1,-2.6313372,-18.804487,0.00875988781928442,0.020420790631328387
OR5T1,-2.633893,-18.9162,0.008695110570082907,0.020293505967525716
SUN5,-2.6521847,-18.881723,0.008243910502892016,0.019404585409755655
PRAMEF1,-2.6579916,-2.4297264,0.008051671310683088,0.019021080721973036
OR2Z1,-2.6870897,-19.54961,0.0074408009060927885,0.017818596908555494
PTH,-2.7137542,-1.9614763,0.00682492719584298,0.016538651569015787
KRT27,-2.722533,-2.533676,0.006657530575413665,0.016171963307917425
GKN1,-2.8078163,-1.3056581,0.0051393743174867265,0.012959881238305085
TFAP2D,-2.8132832,-1.0399921,0.005144917384730116,0.012968982326274962
ADAM2,-2.8328474,-19.236933,0.004794347576805776,0.012226224432777108
TRY6,-2.8412418,-2.8938708,0.004632121357885776,0.01186667738163072
MSMB,-2.8487663,-1.4537789,0.004591678726517755,0.011783919541410068
OR8B3,-2.870816,-19.70512,0.004262624169783103,0.011041003353636728
CELA3B,-2.9010413,-1.5954261,0.0038698075184713716,0.010179496294012429
UGT2B11,-2.9334881,-2.4069364,0.0034671681572549804,0.009287947934441505
CSHL1,-2.9924555,-19.349121,0.002900182379292305,0.007967481784323717
KRTAP10-10,-3.0453265,-19.973753,0.0024432752702447003,0.006913960503081592
OR2A5,-3.0706892,-19.3343,0.002248427584830161,0.006452762646449812
PNLIP,-3.0887544,-1.6508707,0.0020978180864056188,0.006087080861098861
LOC643486,-3.0979784,-1.8773334,0.0020540885389321688,0.005977745295275188
CSPG4PY2,-3.1514657,-2.6482546,0.0017049420319594861,0.0051079707816769826
AQP12A,-3.179642,-1.1971915,0.001615337832045543,0.004867541641620054
OR8U1,-3.1890478,-19.78482,0.0015142823014632082,0.004604645003149459
C20orf114,-3.234722,-1.3725938,0.001281827073072125,0.00399563016053068
KLK3,-3.2428722,-1.2174314,0.0012694110690679187,0.003961838642182499
C4orf51,-3.2577872,-1.9047837,0.001186323030752128,0.0037419954112059128
CT45A6,-3.2862284,-1.1319996,0.0011140222920118605,0.003555751304251088
PIP,-3.286443,-2.6392279,0.0010703062337571636,0.003435841839911699
PPY2,-3.3630583,-1.7756039,0.0008311538587623289,0.0027743742045097945
AADACL2,-3.4609292,-19.677504,0.0005830304788102918,0.002054906652541249
TMEM8C,-3.4855318,-1.434938,0.0005354648719105794,0.0019171529263386786
LOC340017,-3.5445054,-1.1264879,0.00044714108568062044,0.0016418295969561458
CCDC105,-3.578248,-1.6330132,0.0003800992373619128,0.0014346785098024318
SCGB2A2,-3.7023566,-3.920949,0.00023387986984462034,0.0009551756438355809
RPS4Y2,-3.7482367,-1.8360136,0.00019739518821787036,0.0008287137722385468
GP2,-3.765992,-2.0693586,0.00018097707200038666,0.0007703973828308855
AKR1C4,-3.8452792,-1.0140122,0.00013885828498836562,0.000616405776124435
LOC646813,-3.883676,-20.221323,0.00011629088905981717,0.0005311101262441321
MYH13,-3.895808,-1.1089169,0.0001180010863128162,0.0005378218972454092
CPN1,-3.928523,-20.627111,9.71220754011801e-05,0.0004570530790458342
LOC286094,-3.9582171,-3.1337638,8.369754518229767e-05,0.00040322107890631133
NPBWR1,-4.0047355,-1.2440947,7.560336293764217e-05,0.0003715164766925953
CELA3A,-4.0612655,-3.289272,5.508721158292529e-05,0.0002866643876423412
C20orf191,-4.1645813,-1.7265899,3.668583858194744e-05,0.00020489886190772308
ONECUT3,-4.259807,-2.0887327,2.349475614768212e-05,0.00014219840679274034
PEG3AS,-4.4731116,-1.1994629,1.0388558092171963e-05,7.361641835093891e-05
DRGX,-4.4842625,-1.0584582,9.315752955735667e-06,6.73667569962222e-05
PRSS1,-4.970318,-2.9158528,8.646994069195593e-07,1.0125740784870602e-05
OPRM1,-5.402256,-1.145703,1.157938242988863e-07,2.0610603307273755e-06
MAS1,-6.0231595,-1.2757603,3.5436583602928963e-09,1.360521352907872e-07
PROKR2,-6.802241,-1.0869244,4.170885090643661e-11,4.2165761936466924e-09
