Gene,GBM_gain,LGG_gain,pval,FDR
CLDN12,437,133,2.630758197725406e-73,1.062062543372047e-71
CLDN16,42,9,4.3801422105480526e-06,2.4130952207634134e-05
CLDN17,34,13,0.004123594272487196,0.010172164714883823
CLDN18,33,5,3.61666815438958e-06,2.014655873242682e-05
CLDN2,4,12,0.043305725395777483,0.07569429515756358
CLDN22,10,4,0.17837098217268166,0.2582201089521239
CLDN23,26,28,0.6772379161477742,0.7518302058476695
CLDN3,434,112,2.889720454485779e-83,3.16772421791733e-81
CLDN8,34,13,0.004123594272487196,0.010172164714883823
CLDND1,29,5,3.430961624841727e-05,0.00015839588589570567
CLDND2,135,29,4.66502079733901e-19,3.475162814208198e-18
CLEC11A,132,26,9.923823023702502e-20,7.662517952183248e-19
CLEC12A,46,42,0.9115020975436946,0.9563321573921478
CLEC12B,45,42,1.0,1.0
CLEC14A,5,7,0.5712122678190917,0.6622252461098596
CLEC16A,21,9,0.041568838550355355,0.07337574251871612
CLEC18B,18,14,0.5943018773230132,0.6843973310050618
CLEC19A,14,7,0.18742643540703754,0.26771639784505324
CLEC1B,45,42,1.0,1.0
CLEC2B,45,41,0.9105732743702755,0.955492591323488
CLEC2D,45,43,1.0,1.0
CLEC2L,436,166,4.9170444202596075e-57,1.14133188722502e-55
CLEC3A,17,11,0.342272640589673,0.4428376885749394
CLEC4D,46,50,0.5227405722956356,0.6153407990857388
CLEC4E,46,50,0.5227405722956356,0.6153407990857388
CLEC4F,17,6,0.03388878722533728,0.06171166611866033
CLEC4G,178,47,5.162432934071453e-22,4.7916821881263956e-21
CLEC4M,178,47,5.162432934071453e-22,4.7916821881263956e-21
CLEC6A,46,49,0.5926799913890546,0.6830009293033166
CLEC9A,45,41,0.9105732743702755,0.955492591323488
CLECL1,45,43,1.0,1.0
CLGN,11,3,0.05670376906265473,0.09579133548193697
CLHC1,21,7,0.012068953457068876,0.02585982922218011
CLIC4,40,13,0.00033905338421234105,0.0010981030243909723
CLIC5,10,6,0.4530657644335597,0.5501853036519123
CLIC6,34,14,0.0072536103556394655,0.016464085385131784
CLINT1,23,10,0.03391717220291799,0.06171166611866033
CLIP1,32,17,0.056315992870336846,0.09579133548193697
CLIP2,436,112,2.2207837172847537e-84,5.0532924039670357e-82
CLIP3,164,29,4.3334471563573254e-27,8.237937897996749e-26
CLIP4,22,7,0.007778918107479492,0.0175200648077575
CLK2,67,29,0.00015742451380335075,0.0005728619695417305
CLK4,27,10,0.007202344121864641,0.01641974740329154
CLLU1OS,28,8,0.0011011699265968081,0.003118493297686378
CLMP,10,55,8.757692191312729e-10,6.074966343147094e-09
CLN3,15,6,0.07713921224233394,0.12530845748570807
CLN6,9,7,0.803005578017028,0.8612725161162496
CLN8,25,30,0.4087182929172062,0.5099810005841311
CLNK,13,8,0.3813389782917591,0.48312373679649384
CLNS1A,10,31,0.0006384525315870835,0.001908115446641755
CLOCK,46,21,0.0034994729691513954,0.008825371125225131
CLPB,7,32,2.3806455585384622e-05,0.0001141524105942868
CLPP,168,45,2.8458416955479455e-20,2.27576414183914e-19
CLPTM1,132,27,3.1174267466546977e-19,2.3479195025707245e-18
CLPTM1L,32,15,0.024291938589362093,0.0466696090232877
CLRN1,33,4,9.100658391746536e-07,5.31804232401749e-06
CLRN2,13,7,0.26129788031550283,0.3561131176478561
CLRN3,0,1,0.48847926267281105,0.585753877900054
CLSTN1,34,10,0.00034472901550832563,0.0011112127827654077
CLSTN2,33,4,9.100658391746536e-07,5.31804232401749e-06
CLTA,34,14,0.0072536103556394655,0.016464085385131784
CLTC,31,26,0.6836697268373275,0.755507870319572
CLU,24,28,0.4802519872205482,0.5773634601407455
CLUHP3,15,8,0.2079835180872558,0.293085401761272
CLVS1,29,35,0.36807242132374307,0.4706438163848423
CLVS2,11,2,0.022132997223854867,0.04297018482160886
CLYBL,9,13,0.3917983896250007,0.49140038545083187
CMAHP,15,9,0.30517258777249245,0.40135580376278934
CMAS,46,36,0.3606933907112876,0.46278456571568705
CMBL,31,11,0.002661916526948237,0.006925963687059705
CMC1,27,11,0.013157487481403005,0.027597646228451164
CMC2,16,11,0.43964061589798575,0.5385857549193205
CMIP,15,11,0.5551742413933471,0.6479333818188754
CMKLR1,27,9,0.003686238585101721,0.009235970096453525
CMPK2,22,11,0.07820398489395194,0.12690085846973206
CMSS1,29,5,3.430961624841727e-05,0.00015839588589570567
CMTM1,17,11,0.342272640589673,0.4428376885749394
CMTM4,18,11,0.2622119360067914,0.3561131176478561
CMTM5,8,10,0.6386653541581911,0.7210009989286412
CMTM6,28,9,0.0023839772751895276,0.006274547970346359
CMTM7,28,9,0.0023839772751895276,0.006274547970346359
CMTM8,28,9,0.0023839772751895276,0.006274547970346359
CMYA5,25,11,0.027703321755975396,0.05263771332632066
CNBD1,33,49,0.05025995079434575,0.08705927808875252
CNBD2,180,41,2.974984512159542e-25,4.851065950446471e-24
CNBP,28,6,0.00017702539567364308,0.0006246633910307265
CNDP1,32,9,0.00038673325836441,0.0012247912429600822
CNEP1R1,15,10,0.4220733463098171,0.521528114195331
CNFN,141,28,3.7453015603978235e-21,3.121361755496921e-20
CNGA2,8,12,0.37027889753256593,0.4715380720040766
CNGA3,21,6,0.005670324257397428,0.01349769055279673
CNGA4,6,14,0.07045759248002104,0.11595968480711846
CNGB1,21,13,0.2263790844605087,0.31482184372885635
CNGB3,33,48,0.06397787719883284,0.10637951281798845
CNIH,6,6,1.0,1.0
CNIH3,47,25,0.014488587251988969,0.03014123886277467
CNKSR1,38,13,0.000802640619496415,0.0023497186790637737
CNKSR2,9,11,0.654902521890484,0.7362322085299267
CNKSR3,12,2,0.01270460490418217,0.02696025949569137
CNN1,184,47,1.344583391186522e-23,1.675763765048895e-22
CNN2,188,55,3.939748953219402e-21,3.281594552382084e-20
CNN3,46,15,0.00010086803264047187,0.0003977460970464832
CNNM1,1,2,0.6161934384448456,0.7006885029578778
CNNM2,0,4,0.05660585331110369,0.09579133548193697
CNNM4,19,7,0.02815702138835105,0.05325049077071604
CNOT1,18,12,0.3587635436654223,0.46050520502284714
CNOT10,26,9,0.0056525822557531216,0.013472540916822788
CNOT11,17,7,0.06267964363089813,0.10431326330328326
CNOT2,43,14,0.00018491556819071815,0.0006473338002536609
CNOT3,141,26,3.4080518074529323e-22,3.2683347410171226e-21
CNOT4,437,163,8.247662633147311e-59,2.3326440192957878e-57
CNOT6,31,12,0.005019277004726993,0.012045302342120484
CNOT6L,9,4,0.2656173167521872,0.3565782482331588
CNOT7,22,27,0.3841478927758226,0.48643617653518584
CNPY2,38,11,0.0001888164492934988,0.0006576172160226727
CNPY3,13,6,0.16549031108696222,0.2436601462650979
CNPY4,432,151,4.871076485640155e-62,1.625640592474308e-60
CNR1,10,2,0.03813288169940386,0.0682981058272686
CNR2,34,12,0.0022303337932544002,0.005912648350766916
CNRIP1,16,8,0.1496700762761138,0.2218461513536002
CNST,50,25,0.005753026582275178,0.013653437612611983
CNTFR,36,13,0.0018471864842491328,0.004990294409147954
CNTLN,21,10,0.06905841856220932,0.1144344400272823
CNTN1,33,10,0.0005438448725379064,0.0016506593160416894
CNTN2,87,32,3.0833447422484144e-07,1.8433786361101389e-06
CNTN3,28,5,5.949475379404536e-05,0.00025311394121217375
CNTN4,35,17,0.022137456383325857,0.04297018482160886
CNTN5,7,38,8.179695332582428e-07,4.815470972352916e-06
CNTNAP1,19,11,0.19784419756770402,0.28125938650811994
CNTNAP2,440,166,5.628288170278962e-59,1.6380936383963072e-57
CNTNAP4,17,11,0.342272640589673,0.4428376885749394
CNTNAP5,17,7,0.06267964363089813,0.10431326330328326
CNTRL,44,24,0.02383154224045243,0.04583200171175753
COA1,419,110,2.6186744001832693e-76,1.1399203519406476e-74
COA4,9,32,0.00017057368817659498,0.0006105032925597393
COBL,422,104,3.0151453259482094e-81,1.9602360391813944e-79
COCH,8,7,1.0,1.0
COG2,54,24,0.0009335170823791829,0.002701263881150399
COG3,2,4,0.44181760853660845,0.5398179532140471
COG4,18,11,0.2622119360067914,0.3561131176478561
COG5,430,157,2.2508886841661058e-58,6.079828463814133e-57
COG6,5,6,0.7687167333522693,0.8394842860299869
COG7,16,6,0.05147633813886318,0.08805919195460157
COIL,30,24,0.5771019514023112,0.6685888379356562
COL11A1,46,15,0.00010086803264047187,0.0003977460970464832
COL11A2,11,8,0.6463669807125458,0.7272354896869203
COL12A1,13,0,0.00023667600947353942,0.0008122486997883033
COL13A1,2,2,1.0,1.0
COL14A1,38,83,4.583100127235042e-06,2.50462894458986e-05
COL15A1,43,23,0.021843137916567962,0.04297018482160886
COL16A1,42,14,0.0002858161722003506,0.0009413129987072073
COL17A1,0,3,0.11621922824025462,0.18045702747230602
COL18A1,35,16,0.014005418004859459,0.029298421451034874
COL19A1,14,1,0.0009464188494314856,0.0027307047609533243
COL1A2,438,144,2.352402207001135e-68,8.723055887590876e-67
COL20A1,177,47,9.400503717423133e-22,8.198418398853695e-21
COL21A1,13,7,0.26129788031550283,0.3561131176478561
COL22A1,39,78,5.185008052771939e-05,0.00022990390001927658
COL23A1,27,10,0.007202344121864641,0.01641974740329154
COL24A1,45,15,0.00015608628754170724,0.0005682676039518447
COL25A1,10,6,0.4530657644335597,0.5501853036519123
COL26A1,430,152,1.288011155303884e-60,4.046726261580278e-59
COL27A1,47,23,0.006317280024510048,0.014609318048674455
COL28A1,422,102,1.101832284084757e-82,9.45560985279136e-81
COL2A1,32,9,0.00038673325836441,0.0012247912429600822
COL3A1,15,5,0.0406082412561299,0.07194226344043397
COL4A1,15,18,0.5967026298759666,0.6868460255596893
COL4A2,13,18,0.36293057839374676,0.4646395630285004
COL4A3,14,7,0.18742643540703754,0.26771639784505324
COL4A3BP,23,8,0.010210002752726606,0.02235838748038031
COL4A4,14,7,0.18742643540703754,0.26771639784505324
COL4A5,4,12,0.043305725395777483,0.07569429515756358
COL4A6,4,12,0.043305725395777483,0.07569429515756358
COL5A1,41,28,0.1718446789736396,0.2516344957903783
COL5A2,16,5,0.025995852861648277,0.0497205448645229
COL5A3,184,49,9.842795527074249e-23,1.050597748582808e-21
COL6A2,35,14,0.004972726694489867,0.01198145507746652
COL6A3,14,6,0.1139016199639018,0.17748231257707794
COL6A5,30,5,1.9686386736206496e-05,9.658613394457666e-05
COL6A6,30,5,1.9686386736206496e-05,9.658613394457666e-05
COL8A1,29,5,3.430961624841727e-05,0.00015839588589570567
COL9A1,14,1,0.0009464188494314856,0.0027307047609533243
COL9A2,43,13,8.866350995290862e-05,0.0003584249239496048
COL9A3,176,45,2.3903890135738236e-22,2.3602144777022803e-21
COLEC10,38,83,4.583100127235042e-06,2.50462894458986e-05
COLEC12,30,15,0.04659267441267927,0.08111856994315063
COLGALT2,55,25,0.0010816209864474863,0.0030724009787154055
COMMD1,18,8,0.07404322521310056,0.12158114544613428
COMMD10,21,9,0.041568838550355355,0.07337574251871612
COMMD2,36,4,1.4938275188418138e-07,9.053390507653899e-07
COMMD3,13,59,2.8873961700127947e-09,1.962122881504622e-08
COMMD6,6,1,0.12448666612858911,0.19032278854923662
COMMD7,179,40,1.8749027654032004e-25,3.0705877569056995e-24
COMMD8,12,5,0.14213395782907973,0.2124793727530479
COMMD9,9,12,0.5119456496295162,0.6067234663933139
COPB1,7,14,0.1233006032899853,0.18858625727762493
COPB2,34,4,4.999745792936039e-07,2.952661514680041e-06
COPG1,30,6,6.19094237246575e-05,0.00025992611839443846
COPG2,436,168,3.4799835369711325e-56,7.38707013855985e-55
COPRS,14,6,0.1139016199639018,0.17748231257707794
COPS2,9,7,0.803005578017028,0.8612725161162496
COPS7A,51,56,0.47662430821683976,0.5763681742267593
COPS7B,15,6,0.07713921224233394,0.12530845748570807
COPS8,14,6,0.1139016199639018,0.17748231257707794
COPZ1,35,9,9.217119426116123e-05,0.0003692256589528192
COPZ2,21,12,0.16004329865862954,0.23617276793311373
COQ10A,38,11,0.0001888164492934988,0.0006576172160226727
COQ2,9,4,0.2656173167521872,0.3565782482331588
COQ3,10,2,0.03813288169940386,0.0682981058272686
COQ5,29,17,0.13099079856838292,0.19985977983338155
COQ6,11,4,0.11739401838838379,0.18121321494056405
COQ7,14,8,0.28419329805725324,0.3784707768221893
CORIN,13,5,0.09508911472693538,0.150972441586755
CORO1B,9,28,0.0011767686470579783,0.00331135685619575
CORO1C,30,9,0.0009740817847902242,0.0027874924245387934
CORO2A,43,22,0.01466769136654186,0.030416927498305112
CORO2B,8,7,1.0,1.0
CORO7,23,10,0.03391717220291799,0.06171166611866033
CORT,35,11,0.0004755234642096282,0.0014665083258870327
COX10,10,7,0.6278994251432753,0.7094871391770152
COX11,28,23,0.6673931219068117,0.745530341029195
COX16,6,3,0.5070428290082912,0.6023866154613178
COX17,26,5,0.00017602193546965072,0.0006234663742649091
COX20,56,25,0.0007601937883682411,0.0022394253263464583
COX4I1,15,10,0.4220733463098171,0.521528114195331
COX4I2,181,40,5.144042414879119e-26,8.962091529774317e-25
COX5BP2,11,1,0.006234091590507687,0.01442137823571233
COX6A1P2,14,7,0.18742643540703754,0.26771639784505324
COX6B1,164,30,1.5690036663649413e-26,2.842376002589709e-25
COX6B2,144,25,1.3921345516181242e-23,1.7250063280693885e-22
COX6C,35,67,0.0003762253504341703,0.00120241589972768
COX7A2,13,1,0.001783177570548905,0.0048435089083927385
COX7A2L,22,7,0.007778918107479492,0.0175200648077575
COX7B2,12,6,0.23622364403336843,0.3260967631301707
COX7C,23,10,0.03391717220291799,0.06171166611866033
COX8C,11,5,0.20868039692590767,0.293085401761272
CP,34,4,4.999745792936039e-07,2.952661514680041e-06
CPA2,437,168,1.1596153150748255e-56,2.5800152298953673e-55
CPA3,33,4,9.100658391746536e-07,5.31804232401749e-06
CPA6,31,34,0.6097523781588142,0.6980683957302235
CPAMD8,178,47,5.162432934071453e-22,4.7916821881263956e-21
CPB1,33,5,3.61666815438958e-06,2.014655873242682e-05
CPB2,2,4,0.44181760853660845,0.5398179532140471
CPD,15,6,0.07713921224233394,0.12530845748570807
CPE,9,4,0.2656173167521872,0.3565782482331588
CPEB1,9,9,1.0,1.0
CPEB2,14,7,0.18742643540703754,0.26771639784505324
CPEB3,2,2,1.0,1.0
CPEB4,30,10,0.002048710493951572,0.005470756436373526
CPED1,427,162,8.19002598379968e-55,1.6734395948939263e-53
CPHL1P,34,5,2.038369871074249e-06,1.1670697187873836e-05
CPLX2,28,10,0.0047761746050156775,0.011572860635386486
CPLX4,33,10,0.0005438448725379064,0.0016506593160416894
CPM,78,16,2.4597760744397276e-11,1.767507994542384e-10
CPN2,38,8,7.642912219446183e-06,4.0573084380220136e-05
CPNE1,179,41,5.639097777625378e-25,8.999784317149621e-24
CPNE2,18,12,0.3587635436654223,0.46050520502284714
CPNE4,29,5,3.430961624841727e-05,0.00015839588589570567
CPNE6,4,10,0.10907873374700766,0.17140780824657958
CPNE8,39,18,0.00921040490374965,0.02037440872654474
CPNE9,34,14,0.0072536103556394655,0.016464085385131784
CPO,14,7,0.18742643540703754,0.26771639784505324
CPPED1,16,9,0.22723874874760935,0.3152292193507849
CPQ,36,68,0.00042238661492514446,0.0013334879510081606
CPS1,15,7,0.13213108532119988,0.20021638980463927
CPSF2,13,5,0.09508911472693538,0.150972441586755
CPSF4,432,151,4.871076485640155e-62,1.625640592474308e-60
CPSF6,52,14,2.8437706840176307e-06,1.6031436986702994e-05
CPT1A,6,31,1.335779475935544e-05,6.793341066576363e-05
CPT1C,129,26,6.3045481541317535e-19,4.654951041236513e-18
CPT2,39,13,0.0005234457598051231,0.001599737163360468
CPVL,427,105,2.059634940022537e-83,2.9180752386092887e-81
CPXCR1,10,14,0.4112613220538969,0.5119156206408981
CPXM2,2,1,1.0,1.0
CPZ,11,7,0.479117078642087,0.5763681742267593
CR1,50,26,0.008727691106057651,0.019510637843223252
CR1L,50,25,0.005753026582275178,0.013653437612611983
CR2,50,25,0.005753026582275178,0.013653437612611983
CRABP1,9,9,1.0,1.0
CRABP2,59,33,0.011824411236977637,0.025514225281168125
CRADD,30,7,0.0001716303703014529,0.0006105032925597393
CRAMP1L,16,8,0.1496700762761138,0.2218461513536002
CRB2,42,24,0.041790481976904895,0.07366308196351616
CRBN,32,13,0.008907121360771562,0.019837928013653763
CREB1,14,7,0.18742643540703754,0.26771639784505324
CREB3L1,6,12,0.15580803061671816,0.2304209752636015
CREB3L2,436,164,6.833579626137655e-58,1.7161655321962424e-56
CREB3L3,180,44,7.353242217597066e-24,9.495356115552256e-23
CREB5,427,105,2.059634940022537e-83,2.9180752386092887e-81
CREBBP,19,10,0.1338287259801158,0.2015281065646625
CREBL2,41,29,0.2175432149079955,0.304621352120119
CREBRF,26,13,0.051446978296663545,0.08805919195460157
CREBZF,11,35,0.00021731169293590465,0.0007510022895165911
CREG1,52,24,0.001881249413374084,0.005062283406208922
CREG2,17,6,0.03388878722533728,0.06171166611866033
CRELD1,34,13,0.004123594272487196,0.010172164714883823
CREM,4,42,7.911684722586011e-10,5.5135814925195695e-09
CRHR2,429,105,1.6024397592757014e-84,4.540649114113676e-82
CRIM1,20,6,0.009005653966994754,0.019930284597159918
CRISP2,10,6,0.4530657644335597,0.5501853036519123
CRISP3,10,6,0.4530657644335597,0.5501853036519123
CRK,11,7,0.479117078642087,0.5763681742267593
CRLF3,15,7,0.13213108532119988,0.20021638980463927
CRMP1,11,9,0.8231147798009446,0.8749672822091298
CRNDE,18,11,0.2622119360067914,0.3561131176478561
CRNN,56,27,0.0019850323713369073,0.005319631718903939
CROCCP3,42,11,2.8154665447187468e-05,0.0001338906794445413
CRP,54,27,0.0038026787813250874,0.009489636081412456
CRTAC1,1,2,0.6161934384448456,0.7006885029578778
CRTAM,11,56,1.643753662901503e-09,1.125667693089593e-08
CRTC1,179,49,1.9559085387783894e-21,1.6586016056111717e-20
CRTC3,13,12,1.0,1.0
CRX,129,25,1.9951762697175294e-19,1.514841113175827e-18
CRY1,27,9,0.003686238585101721,0.009235970096453525
CRY2,6,12,0.15580803061671816,0.2304209752636015
CRYAA,35,14,0.004972726694489867,0.01198145507746652
CRYBA1,20,10,0.09676713716624902,0.15324779773939975
CRYBA4,12,9,0.6623100341654395,0.7416726637160965
CRYBB1,12,9,0.6623100341654395,0.7416726637160965
CRYBB2,12,9,0.6623100341654395,0.7416726637160965
CRYBB2P1,13,9,0.5216605164082674,0.6141656973517843
CRYBB3,12,9,0.6623100341654395,0.7416726637160965
CRYBG3,28,5,5.949475379404536e-05,0.00025311394121217375
CRYGA,15,8,0.2079835180872558,0.293085401761272
CRYGB,15,8,0.2079835180872558,0.293085401761272
CRYGN,436,163,2.531762042869863e-58,6.694014499968241e-57
CRYGS,51,9,3.1999278309119516e-08,2.009891934949213e-07
CRYL1,10,4,0.17837098217268166,0.2582201089521239
CRYZ,43,13,8.866350995290862e-05,0.0003584249239496048
CRYZL1,34,13,0.004123594272487196,0.010172164714883823
CS,38,11,0.0001888164492934988,0.0006576172160226727
CSAD,30,9,0.0009740817847902242,0.0027874924245387934
CSDC2,13,10,0.6762547896585908,0.7510719147384053
CSF1,48,13,8.442569680001136e-06,4.436336999799058e-05
CSF1R,24,9,0.01293946193370139,0.027239254180029083
CSF2RB,11,10,1.0,1.0
CSF3,19,10,0.1338287259801158,0.2015281065646625
CSGALNACT1,24,28,0.4802519872205482,0.5773634601407455
CSGALNACT2,3,4,0.7198988876612575,0.7901367751879534
CSH1,30,26,0.7841504027882417,0.8524336409029181
CSK,9,7,0.803005578017028,0.8612725161162496
CSMD1,29,32,0.5993472490303321,0.6886761274627029
CSMD2,45,13,3.518754807695726e-05,0.00016086654399383383
CSMD3,39,80,2.4831223757016594e-05,0.00011902818971684495
CSN1S1,9,5,0.4226607189952972,0.521528114195331
CSN1S2AP,9,4,0.2656173167521872,0.3565782482331588
CSN2,9,5,0.4226607189952972,0.521528114195331
CSNK1A1,23,9,0.019296343833463993,0.038618402410842516
CSNK1A1L,3,5,0.49706520125893344,0.5946726035614325
CSNK1A1P1,7,4,0.5479463424612538,0.6399951914048149
CSNK1D,29,27,1.0,1.0
CSNK1E,16,13,0.7094924117679189,0.77991194846513
CSNK1G1,8,7,1.0,1.0
CSNK1G2,186,50,7.81077150334919e-23,8.620804896103594e-22
CSNK1G3,22,8,0.01551377812090629,0.032003560414803664
CSNK2A2,16,12,0.5694645829757363,0.6610666388752886
CSNK2A3,7,14,0.1233006032899853,0.18858625727762493
CSPG4P12,9,9,1.0,1.0
CSPG4P5,9,10,0.8190406480497187,0.8741012260098546
CSPG4P8,9,10,0.8190406480497187,0.8741012260098546
CSPG5,31,6,3.630786952340526e-05,0.00016483421538769654
CSPP1,31,34,0.6097523781588142,0.6980683957302235
CSRNP2,34,10,0.00034472901550832563,0.0011112127827654077
CSRNP3,18,6,0.022033728705400466,0.04297018482160886
CSRP1,54,25,0.001529846088127452,0.004193325159974096
CSRP2,31,9,0.0006158722150697749,0.0018454048136308618
CSRP2BP,178,41,1.0663884566965335e-24,1.645942635423283e-23
CSRP3,7,16,0.056755313831287464,0.09579133548193697
CST1,175,42,2.0478827333554446e-23,2.462378133669501e-22
CST11,175,42,2.0478827333554446e-23,2.462378133669501e-22
CST2,175,42,2.0478827333554446e-23,2.462378133669501e-22
CST4,175,42,2.0478827333554446e-23,2.462378133669501e-22
CST5,175,42,2.0478827333554446e-23,2.462378133669501e-22
CST7,175,41,7.110286667792678e-24,9.269295588273476e-23
CSTA,27,5,0.00010262147150150756,0.0003977460970464832
CSTB,36,15,0.00590793977450673,0.013998964899580635
CSTF2,7,14,0.1233006032899853,0.18858625727762493
CSTF2T,2,5,0.277102022175692,0.3703406753612657
CSTF3,10,14,0.4112613220538969,0.5119156206408981
CT47A10,5,8,0.41187085125875433,0.5119156206408981
CT49,29,11,0.006019527095492665,0.014211799704466097
CT64,34,8,5.979734871378052e-05,0.00025353940795696096
CTAGE15,431,163,3.2576273165410004e-56,6.959181655734388e-55
CTAGE5,5,8,0.41187085125875433,0.5119156206408981
CTBP1,12,9,0.6623100341654395,0.7416726637160965
CTBP2,0,1,0.48847926267281105,0.585753877900054
CTC1,10,8,0.8138773582697607,0.8696414205973153
CTCFL,177,45,1.3006819788223518e-22,1.3555615515582289e-21
CTDNEP1,9,7,0.803005578017028,0.8612725161162496
CTDSP2,107,34,2.183784314582512e-10,1.5580082107553524e-09
CTDSPL,30,7,0.0001716303703014529,0.0006105032925597393
CTGF,11,1,0.006234091590507687,0.01442137823571233
CTH,44,13,5.6015785800307776e-05,0.0002452609536877616
CTHRC1,35,70,0.00013021057435067066,0.0004886312857567146
CTIF,32,8,0.00016191331805785037,0.0005850852287278144
CTNNA1,23,10,0.03391717220291799,0.06171166611866033
CTNNA2,19,7,0.02815702138835105,0.05325049077071604
CTNNA3,2,3,0.680022832919075,0.7531403322108161
CTNNAL1,41,24,0.05467673463241214,0.09332142296960627
CTNNB1,29,7,0.00028345926172180407,0.0009397331550856631
CTNNBIP1,32,10,0.0008522401096625325,0.0024698845941551356
CTNNBL1,177,42,5.8648936655551866e-24,7.746611527643605e-23
CTNND2,32,12,0.0033712497484208923,0.008534967754852489
CTPS1,44,13,5.6015785800307776e-05,0.0002452609536877616
CTPS2,8,12,0.37027889753256593,0.4715380720040766
CTR9,6,14,0.07045759248002104,0.11595968480711846
CTRB1,17,11,0.342272640589673,0.4428376885749394
CTRC,44,11,1.0505916655754349e-05,5.4670081890547054e-05
CTRL,17,11,0.342272640589673,0.4428376885749394
CTSB,27,28,0.7831826835569217,0.8524336409029181
CTSC,10,35,9.362246956492396e-05,0.0003744400127632565
CTSD,7,13,0.17729540650903228,0.2582201089521239
CTSE,52,25,0.003004768974688946,0.0076979905257384155
CTSF,9,26,0.0029506460297749467,0.007594310552726675
CTSG,6,10,0.3194842263287239,0.4190039394816851
CTSH,8,8,1.0,1.0
CTSK,61,27,0.00035261046349805043,0.001135643135495115
CTSL,41,23,0.03879432397539926,0.06912828161634386
CTSL3P,41,23,0.03879432397539926,0.06912828161634386
CTSO,9,4,0.2656173167521872,0.3565782482331588
CTSS,62,27,0.00024545686619563764,0.0008306154160716734
CTSV,43,23,0.021843137916567962,0.04297018482160886
CTTN,5,31,3.805600673655057e-06,2.112846983990819e-05
CTTNBP2,425,160,9.186985150644095e-55,1.872050786870733e-53
CTTNBP2NL,46,12,9.468273046722346e-06,4.9527873429354296e-05
CTU1,132,28,9.518043068008321e-19,6.972779063187755e-18
CTXN3,20,7,0.01853516742298712,0.037601127159046406
CUBN,12,57,2.948999408830677e-09,1.987962483997752e-08
CUEDC1,39,26,0.15967512967197445,0.23611668938693506
CUEDC2,0,3,0.11621922824025462,0.18045702747230602
CUL1,433,164,1.0433554551021747e-56,2.324794098623807e-55
CUL2,3,42,1.1703915359940964e-10,8.377950470714653e-10
CUL3,14,8,0.28419329805725324,0.3784707768221893
CUL4A,16,15,1.0,1.0
CUL7,13,6,0.16549031108696222,0.2436601462650979
CUL9,13,6,0.16549031108696222,0.2436601462650979
CUX1,427,152,3.436711320146186e-59,1.002185060309814e-57
CUX2,31,8,0.0002640540698855334,0.0008839866298575435
CUZD1,1,1,1.0,1.0
CWC15,7,37,1.4519022260184707e-06,8.415541347103587e-06
CWC25,14,11,0.6885857509327542,0.7594316521633327
CWC27,24,9,0.01293946193370139,0.027239254180029083
CWF19L1,1,4,0.2075665708088641,0.293085401761272
CWF19L2,9,37,1.3167666875028694e-05,6.733129762655122e-05
CWH43,28,13,0.026301898972899994,0.050293088715942465
CX3CL1,17,14,0.7184618522937853,0.7891362610800898
CX3CR1,30,7,0.0001716303703014529,0.0006105032925597393
CXADR,40,17,0.003920528467474147,0.00975940602097244
CXADRP3,30,8,0.0004279066194789238,0.0013432904705966717
CXCL1,8,4,0.38656153385757197,0.486824412198995
CXCL10,9,4,0.2656173167521872,0.3565782482331588
CXCL12,1,3,0.36316015387059114,0.4646395630285004
CXCL13,9,4,0.2656173167521872,0.3565782482331588
CXCL17,145,27,8.939684607541346e-23,9.686593321504756e-22
CXCL3,8,4,0.38656153385757197,0.486824412198995
CXCL6,8,4,0.38656153385757197,0.486824412198995
CXCR1,15,7,0.13213108532119988,0.20021638980463927
CXCR2,15,7,0.13213108532119988,0.20021638980463927
CXCR4,16,6,0.05147633813886318,0.08805919195460157
CXCR5,13,53,8.104911578422498e-08,4.949961857858848e-07
CXXC4,10,5,0.30032490974127724,0.3964383839759604
CXXC5,24,11,0.03958998082085573,0.07044577392981177
CXorf21,8,10,0.6386653541581911,0.7210009989286412
CXorf22,6,10,0.3194842263287239,0.4190039394816851
CXorf23,9,11,0.654902521890484,0.7362322085299267
CXorf24,5,12,0.08760451330274163,0.14122419287039223
CXorf27,6,9,0.4425515141810726,0.5398179532140471
CXorf30,6,9,0.4425515141810726,0.5398179532140471
CXorf31,5,12,0.08760451330274163,0.14122419287039223
CXorf36,5,9,0.28915257733996946,0.38429145190191694
CXorf38,5,9,0.28915257733996946,0.38429145190191694
CXorf49,6,19,0.007508495688878724,0.016964433316621133
CXorf51A,6,12,0.15580803061671816,0.2304209752636015
CXorf56,5,8,0.41187085125875433,0.5119156206408981
CXorf57,4,12,0.043305725395777483,0.07569429515756358
CXorf58,9,12,0.5119456496295162,0.6067234663933139
CXorf61,4,16,0.005754431860885775,0.013654614897579803
CXorf64,2,9,0.03390424597267783,0.06171166611866033
CXorf67,5,9,0.28915257733996946,0.38429145190191694
CYB561,30,26,0.7841504027882417,0.8524336409029181
CYB5A,32,9,0.00038673325836441,0.0012247912429600822
CYB5B,16,13,0.7094924117679189,0.77991194846513
CYB5D1,9,7,0.803005578017028,0.8612725161162496
CYB5D2,8,6,0.7899543642007077,0.8536145230656375
CYB5R2,6,14,0.07045759248002104,0.11595968480711846
CYB5R3,10,9,1.0,1.0
