Gene,GBM_gain,LGG_gain,pval,FDR
RN7SL801P,24,10,0.023373297482781292,0.04500835768642254
RN7SL802P,23,8,0.010210002752726606,0.02235838748038031
RN7SL807P,15,7,0.13213108532119988,0.20021638980463927
RN7SL808P,11,2,0.022132997223854867,0.04297018482160886
RN7SL80P,8,4,0.38656153385757197,0.486824412198995
RN7SL810P,4,3,1.0,1.0
RN7SL811P,436,162,9.341070200180428e-59,2.607512867403526e-57
RN7SL814P,23,8,0.010210002752726606,0.02235838748038031
RN7SL815P,30,8,0.0004279066194789238,0.0013432904705966717
RN7SL816P,432,110,2.6577260149882728e-83,3.16772421791733e-81
RN7SL822P,53,20,0.00014500709244444552,0.0005370447630901808
RN7SL825P,7,50,3.3511238567746136e-10,2.364998969973738e-09
RN7SL826P,37,83,2.593706858901638e-06,1.4682355675456013e-05
RN7SL830P,25,7,0.001971607158808617,0.0053016287038474144
RN7SL831P,45,15,0.00015608628754170724,0.0005682676039518447
RN7SL832P,24,11,0.03958998082085573,0.07044577392981177
RN7SL837P,53,24,0.0013292639881730402,0.0036838690855107432
RN7SL839P,176,43,3.120540584205419e-23,3.6498659262925995e-22
RN7SL83P,421,107,5.0841990306946836e-79,2.519950529471048e-77
RN7SL841P,17,11,0.342272640589673,0.4428376885749394
RN7SL844P,177,47,9.400503717423133e-22,8.198418398853695e-21
RN7SL847P,6,46,1.6589441531283422e-09,1.1334860460273632e-08
RN7SL849P,21,10,0.06905841856220932,0.1144344400272823
RN7SL84P,180,43,2.5716485558597126e-24,3.6503797742817736e-23
RN7SL850P,23,9,0.019296343833463993,0.038618402410842516
RN7SL851P,423,101,8.2131173137774e-84,1.2715937713227733e-81
RN7SL852P,51,51,0.835600715605741,0.883736024434297
RN7SL854P,44,13,5.6015785800307776e-05,0.0002452609536877616
RN7SL855P,429,106,6.083753641661096e-84,1.1708230305075278e-81
RN7SL857P,36,13,0.0018471864842491328,0.004990294409147954
RN7SL859P,28,10,0.0047761746050156775,0.011572860635386486
RN7SL860P,177,47,9.400503717423133e-22,8.198418398853695e-21
RN7SL862P,32,11,0.0017493898903887155,0.004761206483120285
RN7SL863P,29,6,0.00010498855889076932,0.00040069076935745203
RN7SL864P,176,40,1.2820567689903575e-24,1.9666934174358723e-23
RN7SL865P,31,14,0.021360507786305095,0.04242720618102499
RN7SL866P,182,43,7.277532563350018e-25,1.1516752796247689e-23
RN7SL867P,21,9,0.041568838550355355,0.07337574251871612
RN7SL869P,435,122,3.1003642063994264e-78,1.497146934138475e-76
RN7SL870P,30,6,6.19094237246575e-05,0.00025992611839443846
RN7SL872P,26,27,0.7796324729481816,0.8494283574242448
RN7SL87P,21,9,0.041568838550355355,0.07337574251871612
RN7SL88P,30,7,0.0001716303703014529,0.0006105032925597393
RN7SL89P,10,4,0.17837098217268166,0.2582201089521239
RN7SL8P,429,155,8.593259190823627e-59,2.4212676646864772e-57
RN7SL93P,4,12,0.043305725395777483,0.07569429515756358
RN7SL94P,183,49,1.7985710726070083e-22,1.828770505647397e-21
RN7SL95P,17,5,0.01644067088269268,0.03358808261682474
RN7SL97P,32,10,0.0008522401096625325,0.0024698845941551356
RN7SL98P,21,12,0.16004329865862954,0.23617276793311373
RN7SL99P,17,9,0.16647170218451413,0.2446254426034279
RNA5SP102,17,7,0.06267964363089813,0.10431326330328326
RNA5SP104,16,6,0.05147633813886318,0.08805919195460157
RNA5SP105,16,6,0.05147633813886318,0.08805919195460157
RNA5SP106,17,6,0.03388878722533728,0.06171166611866033
RNA5SP107,16,7,0.0916764545126367,0.1460792566441144
RNA5SP109,17,7,0.06267964363089813,0.10431326330328326
RNA5SP112,15,4,0.01877659489313682,0.03806004887368454
RNA5SP113,15,5,0.0406082412561299,0.07194226344043397
RNA5SP114,15,5,0.0406082412561299,0.07194226344043397
RNA5SP117,14,7,0.18742643540703754,0.26771639784505324
RNA5SP118,15,9,0.30517258777249245,0.40135580376278934
RNA5SP119,14,8,0.28419329805725324,0.3784707768221893
RNA5SP120,14,7,0.18742643540703754,0.26771639784505324
RNA5SP121,15,7,0.13213108532119988,0.20021638980463927
RNA5SP124,30,12,0.0074123580364592045,0.016769929646210355
RNA5SP126,28,10,0.0047761746050156775,0.011572860635386486
RNA5SP127,27,9,0.003686238585101721,0.009235970096453525
RNA5SP128,27,9,0.003686238585101721,0.009235970096453525
RNA5SP130,32,6,2.1182863921844346e-05,0.00010348869563378607
RNA5SP133,30,5,1.9686386736206496e-05,9.658613394457666e-05
RNA5SP134,29,7,0.00028345926172180407,0.0009397331550856631
RNA5SP135,28,5,5.949475379404536e-05,0.00025311394121217375
RNA5SP136,28,5,5.949475379404536e-05,0.00025311394121217375
RNA5SP137,31,5,1.1241779338516288e-05,5.807672587060117e-05
RNA5SP138,29,5,3.430961624841727e-05,0.00015839588589570567
RNA5SP141,31,6,3.630786952340526e-05,0.00016483421538769654
RNA5SP142,33,5,3.61666815438958e-06,2.014655873242682e-05
RNA5SP143,35,4,2.737399775611559e-07,1.6411285361331095e-06
RNA5SP144,33,5,3.61666815438958e-06,2.014655873242682e-05
RNA5SP145,33,5,3.61666815438958e-06,2.014655873242682e-05
RNA5SP147,54,8,1.6274954596901394e-09,1.1170807501657456e-08
RNA5SP148,54,12,1.6072255170965512e-07,9.713204352416905e-07
RNA5SP149,58,12,1.8917264401917045e-08,1.2084197226201198e-07
RNA5SP150,69,15,1.1654201212295134e-09,8.039632237310443e-09
RNA5SP152,11,8,0.6463669807125458,0.7272354896869203
RNA5SP157,12,6,0.23622364403336843,0.3260967631301707
RNA5SP159,15,6,0.07713921224233394,0.12530845748570807
RNA5SP160,13,7,0.26129788031550283,0.3561131176478561
RNA5SP161,42,19,0.005297457626571021,0.012642176805314412
RNA5SP162,41,18,0.0045807899219342495,0.01122073120985297
RNA5SP164,12,5,0.14213395782907973,0.2124793727530479
RNA5SP166,8,4,0.38656153385757197,0.486824412198995
RNA5SP167,8,4,0.38656153385757197,0.486824412198995
RNA5SP168,9,4,0.2656173167521872,0.3565782482331588
RNA5SP169,8,3,0.22555444649456768,0.3137331367468202
RNA5SP171,9,4,0.2656173167521872,0.3565782482331588
RNA5SP173,10,5,0.30032490974127724,0.3964383839759604
RNA5SP176,29,11,0.006019527095492665,0.014211799704466097
RNA5SP177,30,11,0.004019185529665655,0.009978530051995173
RNA5SP179,27,11,0.013157487481403005,0.027597646228451164
RNA5SP180,27,11,0.013157487481403005,0.027597646228451164
RNA5SP181,29,10,0.003140685059375372,0.008014849663157641
RNA5SP182,24,9,0.01293946193370139,0.027239254180029083
RNA5SP183,24,10,0.023373297482781292,0.04500835768642254
RNA5SP184,24,10,0.023373297482781292,0.04500835768642254
RNA5SP185,24,10,0.023373297482781292,0.04500835768642254
RNA5SP186,23,8,0.010210002752726606,0.02235838748038031
RNA5SP188,23,9,0.019296343833463993,0.038618402410842516
RNA5SP189,23,8,0.010210002752726606,0.02235838748038031
RNA5SP190,19,8,0.05100892455609041,0.08805919195460157
RNA5SP191,21,7,0.012068953457068876,0.02585982922218011
RNA5SP193,20,10,0.09676713716624902,0.15324779773939975
RNA5SP194,22,9,0.0284785623542344,0.05353499179320218
RNA5SP196,24,9,0.01293946193370139,0.027239254180029083
RNA5SP198,22,9,0.0284785623542344,0.05353499179320218
RNA5SP199,22,9,0.0284785623542344,0.05353499179320218
RNA5SP200,27,13,0.036972352081290495,0.06653694230758786
RNA5SP201,16,9,0.22723874874760935,0.3152292193507849
RNA5SP202,16,9,0.22723874874760935,0.3152292193507849
RNA5SP204,13,9,0.5216605164082674,0.6141656973517843
RNA5SP205,13,9,0.5216605164082674,0.6141656973517843
RNA5SP208,14,1,0.0009464188494314856,0.0027307047609533243
RNA5SP209,12,0,0.00047565335300277906,0.0014665083258870327
RNA5SP210,12,2,0.01270460490418217,0.02696025949569137
RNA5SP211,11,3,0.05670376906265473,0.09579133548193697
RNA5SP213,10,2,0.03813288169940386,0.0682981058272686
RNA5SP214,11,1,0.006234091590507687,0.01442137823571233
RNA5SP215,11,1,0.006234091590507687,0.01442137823571233
RNA5SP218,11,1,0.006234091590507687,0.01442137823571233
RNA5SP219,12,1,0.0033433814753536578,0.008472983968420727
RNA5SP22,44,14,0.00011889995781033701,0.0004468567483472575
RNA5SP220,11,1,0.006234091590507687,0.01442137823571233
RNA5SP222,11,1,0.006234091590507687,0.01442137823571233
RNA5SP223,14,3,0.012441399992984478,0.02658957522337283
RNA5SP224,12,3,0.03463458748966235,0.06271181079528534
RNA5SP225,12,3,0.03463458748966235,0.06271181079528534
RNA5SP226,11,2,0.022132997223854867,0.04297018482160886
RNA5SP227,424,104,2.4484130316830132e-82,1.9558652611603987e-80
RNA5SP228,424,105,9.118378170913338e-82,6.3398057116100236e-80
RNA5SP229,428,107,8.167100613940222e-83,7.862404937189375e-81
RNA5SP23,42,14,0.0002858161722003506,0.0009413129987072073
RNA5SP231,436,112,2.2207837172847537e-84,5.0532924039670357e-82
RNA5SP232,436,110,1.549843075088767e-85,7.144769389455132e-83
RNA5SP233,436,111,5.886807976893246e-85,2.0357932708977658e-82
RNA5SP234,437,121,7.235269158531894e-80,3.8260307120715493e-78
RNA5SP235,432,129,1.1164052109784889e-72,4.332344562913423e-71
RNA5SP236,429,157,6.623577510536661e-58,1.6831283765353568e-56
RNA5SP237,428,157,1.9375110763363873e-57,4.663067523144209e-56
RNA5SP238,427,157,5.634233816587061e-57,1.2898616380717146e-55
RNA5SP239,427,160,1.1338121249216963e-55,2.342172007162866e-54
RNA5SP24,8,3,0.22555444649456768,0.3137331367468202
RNA5SP241,427,161,3.0545652387780424e-55,6.249790293728698e-54
RNA5SP244,439,165,6.402443692936367e-59,1.8490749880868917e-57
RNA5SP245,437,165,6.038524165733546e-58,1.563561308982524e-56
RNA5SP249,430,164,2.529564249131273e-55,5.211110547798829e-54
RNA5SP25,9,4,0.2656173167521872,0.3565782482331588
RNA5SP250,436,163,2.531762042869863e-58,6.694014499968241e-57
RNA5SP251,25,29,0.4876829680568626,0.585753877900054
RNA5SP255,23,29,0.32271924392494983,0.4231727586889808
RNA5SP256,24,27,0.5689957525061373,0.6610666388752886
RNA5SP258,24,27,0.5689957525061373,0.6610666388752886
RNA5SP26,4,6,0.5385708777352516,0.6314148864699743
RNA5SP260,23,27,0.4724778655368175,0.5715402806791723
RNA5SP261,24,27,0.5689957525061373,0.6610666388752886
RNA5SP262,24,27,0.5689957525061373,0.6610666388752886
RNA5SP263,24,27,0.5689957525061373,0.6610666388752886
RNA5SP264,25,26,0.775895291710859,0.8454179417335618
RNA5SP265,28,33,0.430509628070317,0.5303415301747207
RNA5SP266,28,33,0.430509628070317,0.5303415301747207
RNA5SP267,28,35,0.30003613250962546,0.3964383839759604
RNA5SP269,30,36,0.37476857424204213,0.47660889558531533
RNA5SP27,2,4,0.44181760853660845,0.5398179532140471
RNA5SP271,32,36,0.5318518519653784,0.6248416735364197
RNA5SP272,34,48,0.08432229738081445,0.13653393661078936
RNA5SP273,35,53,0.026528058140982247,0.05071262438407222
RNA5SP274,35,59,0.004970786181571868,0.01198145507746652
RNA5SP275,37,76,3.943352724960484e-05,0.00017864636869820982
RNA5SP276,36,80,4.884208422536458e-06,2.6586097169138288e-05
RNA5SP280,16,10,0.3244660232485618,0.42424087908296193
RNA5SP281,28,8,0.0011011699265968081,0.003118493297686378
RNA5SP282,31,11,0.002661916526948237,0.006925963687059705
RNA5SP285,40,22,0.03584852380130245,0.06475500727062307
RNA5SP286,40,23,0.05107197560992678,0.08805919195460157
RNA5SP287,42,23,0.02922670890519237,0.05470855220468391
RNA5SP288,42,22,0.019915382518872746,0.03968279350781888
RNA5SP289,43,24,0.03168325689176508,0.05898340795841427
RNA5SP290,43,23,0.021843137916567962,0.04297018482160886
RNA5SP291,41,23,0.03879432397539926,0.06912828161634386
RNA5SP292,41,23,0.03879432397539926,0.06912828161634386
RNA5SP294,44,22,0.010720292644434944,0.023283161953277422
RNA5SP296,43,29,0.14405527891023667,0.21507328548304347
RNA5SP297,14,63,8.981299561688733e-10,6.212402381166352e-09
RNA5SP299,15,59,2.3418947144388382e-08,1.488386577293376e-07
RNA5SP30,2,2,1.0,1.0
RNA5SP300,15,57,6.820211019120262e-08,4.182357251333119e-07
RNA5SP301,14,57,2.5366430472443107e-08,1.6060415380908542e-07
RNA5SP302,14,57,2.5366430472443107e-08,1.6060415380908542e-07
RNA5SP303,13,58,5.084101992010676e-09,3.385944288958596e-08
RNA5SP304,13,57,8.917452689513896e-09,5.8404842778508374e-08
RNA5SP305,13,56,1.5579303606351504e-08,1.0028717597950574e-07
RNA5SP306,12,55,9.244206306948027e-09,6.01253747586598e-08
RNA5SP307,14,55,7.481377594580341e-08,4.5728664515835397e-07
RNA5SP308,12,57,2.948999408830677e-09,1.987962483997752e-08
RNA5SP309,9,54,4.4310640859231015e-10,3.1038115877981876e-09
RNA5SP31,3,2,1.0,1.0
RNA5SP318,5,4,1.0,1.0
RNA5SP319,2,1,1.0,1.0
RNA5SP32,3,2,1.0,1.0
RNA5SP321,1,1,1.0,1.0
RNA5SP322,1,2,0.6161934384448456,0.7006885029578778
RNA5SP324,1,2,0.6161934384448456,0.7006885029578778
RNA5SP325,1,2,0.6161934384448456,0.7006885029578778
RNA5SP326,1,2,0.6161934384448456,0.7006885029578778
RNA5SP328,0,1,0.48847926267281105,0.585753877900054
RNA5SP33,4,4,1.0,1.0
RNA5SP330,9,14,0.29396202526586646,0.38985532457106875
RNA5SP331,8,14,0.19751192771669848,0.28125938650811994
RNA5SP332,8,14,0.19751192771669848,0.28125938650811994
RNA5SP334,6,15,0.04624296208619189,0.08055640930407491
RNA5SP335,7,16,0.056755313831287464,0.09579133548193697
RNA5SP336,7,14,0.1233006032899853,0.18858625727762493
RNA5SP337,7,14,0.1233006032899853,0.18858625727762493
RNA5SP338,8,12,0.37027889753256593,0.4715380720040766
RNA5SP339,9,13,0.3917983896250007,0.49140038545083187
RNA5SP34,6,8,0.5977465734263555,0.6870471483022353
RNA5SP340,5,13,0.05670170542122892,0.09579133548193697
RNA5SP341,6,21,0.0028295194696396284,0.007288803326766371
RNA5SP343,9,32,0.00017057368817659498,0.0006105032925597393
RNA5SP344,7,32,2.3806455585384622e-05,0.0001141524105942868
RNA5SP346,10,39,7.530145148711446e-06,4.023042328116275e-05
RNA5SP347,7,36,2.5654709114798275e-06,1.4560938075814077e-05
RNA5SP348,7,37,1.4519022260184707e-06,8.415541347103587e-06
RNA5SP349,8,36,7.942780450850638e-06,4.1830774856936695e-05
RNA5SP35,7,9,0.6198639611490687,0.7039029843884094
RNA5SP350,9,37,1.3167666875028694e-05,6.733129762655122e-05
RNA5SP353,43,31,0.22989046164493435,0.3185840133785756
RNA5SP354,49,34,0.13923914907876037,0.20917210571819778
RNA5SP355,46,31,0.1253077143473189,0.19153905893822243
RNA5SP356,44,25,0.03419223862764333,0.06214438336075851
RNA5SP360,33,9,0.00024126236733374698,0.0008171579234592269
RNA5SP361,36,9,5.64729480997015e-05,0.00024625747228841963
RNA5SP362,38,12,0.0004005431085245439,0.001265857829087037
RNA5SP363,31,7,0.00010329003718746068,0.0003977460970464832
RNA5SP366,29,9,0.0015296210859659038,0.004193325159974096
RNA5SP367,30,10,0.002048710493951572,0.005470756436373526
RNA5SP37,7,11,0.34632995228602165,0.4467602837512002
RNA5SP371,27,9,0.003686238585101721,0.009235970096453525
RNA5SP373,28,8,0.0011011699265968081,0.003118493297686378
RNA5SP374,31,15,0.033809245145813446,0.06171166611866033
RNA5SP376,29,18,0.178908789149844,0.25864961450253726
RNA5SP377,28,18,0.22763299179717736,0.31568863891495147
RNA5SP378,28,17,0.16984321803602392,0.24921401548265826
RNA5SP38,12,13,0.8406239988279791,0.8872990732638874
RNA5SP380,8,9,0.8095986768506749,0.8676004658872153
RNA5SP382,8,8,1.0,1.0
RNA5SP384,5,6,0.7687167333522693,0.8394842860299869
RNA5SP388,8,4,0.38656153385757197,0.486824412198995
RNA5SP39,15,18,0.5967026298759666,0.6868460255596893
RNA5SP390,9,6,0.6061644328763274,0.6945961737323886
RNA5SP391,8,4,0.38656153385757197,0.486824412198995
RNA5SP392,8,4,0.38656153385757197,0.486824412198995
RNA5SP394,9,6,0.6061644328763274,0.6945961737323886
RNA5SP395,9,7,0.803005578017028,0.8612725161162496
RNA5SP396,9,8,1.0,1.0
RNA5SP397,9,7,0.803005578017028,0.8612725161162496
RNA5SP398,8,8,1.0,1.0
RNA5SP40,32,10,0.0008522401096625325,0.0024698845941551356
RNA5SP400,9,10,0.8190406480497187,0.8741012260098546
RNA5SP401,14,14,1.0,1.0
RNA5SP402,14,15,0.8513106856825392,0.8970030083196783
RNA5SP403,18,9,0.12011182652712088,0.1850851026866716
RNA5SP41,47,11,2.3040384876511416e-06,1.3156673006671042e-05
RNA5SP42,43,13,8.866350995290862e-05,0.0003584249239496048
RNA5SP424,16,10,0.3244660232485618,0.42424087908296193
RNA5SP425,16,10,0.3244660232485618,0.42424087908296193
RNA5SP426,17,9,0.16647170218451413,0.2446254426034279
RNA5SP427,16,10,0.3244660232485618,0.42424087908296193
RNA5SP428,16,11,0.43964061589798575,0.5385857549193205
RNA5SP429,16,12,0.5694645829757363,0.6610666388752886
RNA5SP43,43,13,8.866350995290862e-05,0.0003584249239496048
RNA5SP430,16,11,0.43964061589798575,0.5385857549193205
RNA5SP431,16,11,0.43964061589798575,0.5385857549193205
RNA5SP434,8,6,0.7899543642007077,0.8536145230656375
RNA5SP435,10,8,0.8138773582697607,0.8696414205973153
RNA5SP437,14,6,0.1139016199639018,0.17748231257707794
RNA5SP441,17,10,0.24528349080208264,0.33643871265555547
RNA5SP443,19,11,0.19784419756770402,0.28125938650811994
RNA5SP444,31,27,0.7876541964741268,0.8536145230656375
RNA5SP445,28,26,1.0,1.0
RNA5SP447,29,27,1.0,1.0
RNA5SP449,33,11,0.0011411924436266485,0.0032172757871944823
RNA5SP45,44,13,5.6015785800307776e-05,0.0002452609536877616
RNA5SP451,31,10,0.0013262029808564068,0.0036787802671779677
RNA5SP453,33,11,0.0011411924436266485,0.0032172757871944823
RNA5SP454,31,10,0.0013262029808564068,0.0036787802671779677
RNA5SP455,31,8,0.0002640540698855334,0.0008839866298575435
RNA5SP456,30,8,0.0004279066194789238,0.0013432904705966717
RNA5SP457,31,8,0.0002640540698855334,0.0008839866298575435
RNA5SP458,30,8,0.0004279066194789238,0.0013432904705966717
RNA5SP459,32,9,0.00038673325836441,0.0012247912429600822
RNA5SP461,34,9,0.0001495706990900623,0.0005497437001797738
RNA5SP462,188,54,1.6019619847483446e-21,1.370841315495763e-20
RNA5SP463,177,46,3.5267760949570167e-22,3.3650014862810976e-21
RNA5SP464,183,48,6.740845662855772e-23,7.509942148721661e-22
RNA5SP468,176,46,6.443587331323654e-22,5.866313127495538e-21
RNA5SP47,42,14,0.0002858161722003506,0.0009413129987072073
RNA5SP470,167,32,2.6657229882820017e-26,4.765931885478464e-25
RNA5SP471,165,31,2.8620551963691016e-26,5.09873605445684e-25
RNA5SP472,166,30,4.145631801062437e-27,8.033432050110411e-26
RNA5SP473,151,27,1.8214447738023628e-24,2.735445761296388e-23
RNA5SP475,178,41,1.0663884566965335e-24,1.645942635423283e-23
RNA5SP477,174,43,1.0714487651430824e-22,1.1315764806553314e-21
RNA5SP478,175,42,2.0478827333554446e-23,2.462378133669501e-22
RNA5SP48,38,13,0.000802640619496415,0.0023497186790637737
RNA5SP481,181,40,5.144042414879119e-26,8.962091529774317e-25
RNA5SP484,178,42,3.127407179905453e-24,4.385378247228767e-23
RNA5SP486,179,42,1.663709573845344e-24,2.513640883300742e-23
RNA5SP487,175,44,1.6070606987810127e-22,1.6496813106147128e-21
RNA5SP488,38,16,0.004812498365844113,0.011649597108034636
RNA5SP489,37,13,0.0012220988557692138,0.003424795785770116
RNA5SP490,35,13,0.0027708364183995637,0.007141311366316226
RNA5SP491,32,14,0.015038881716861761,0.031083667165404616
RNA5SP493,15,9,0.30517258777249245,0.40135580376278934
RNA5SP494,12,10,0.8310894554740471,0.8795843158780295
RNA5SP495,13,9,0.5216605164082674,0.6141656973517843
RNA5SP497,11,10,1.0,1.0
RNA5SP499,8,12,0.37027889753256593,0.4715380720040766
RNA5SP50,43,13,8.866350995290862e-05,0.0003584249239496048
RNA5SP500,9,10,0.8190406480497187,0.8741012260098546
RNA5SP501,11,10,1.0,1.0
RNA5SP502,6,8,0.5977465734263555,0.6870471483022353
RNA5SP505,8,29,0.00031059942889624453,0.001015364001559382
RNA5SP508,7,21,0.00644104529531051,0.014847523905598348
RNA5SP51,43,15,0.0003670103240938795,0.0011761478640230686
RNA5SP511,7,14,0.1233006032899853,0.18858625727762493
RNA5SP513,3,9,0.08417232385323435,0.13634990396158705
RNA5SP514,5,11,0.13304201950550706,0.20086710052615916
RNA5SP516,6,10,0.3194842263287239,0.4190039394816851
RNA5SP517,6,12,0.15580803061671816,0.2304209752636015
RNA5SP52,44,15,0.00024008643273707342,0.0008171579234592269
RNA5SP53,43,16,0.0006959087686901522,0.0020625928336666086
RNA5SP54,46,13,2.1981625686934106e-05,0.00010607970905089216
RNA5SP56,42,11,2.8154665447187468e-05,0.0001338906794445413
RNA5SP60,52,27,0.0071038905598716645,0.016285487471859664
RNA5SP61,53,26,0.0033903771598904108,0.008553113419659699
RNA5SP62,53,27,0.005214213350522526,0.01244549524763943
RNA5SP63,53,27,0.005214213350522526,0.01244549524763943
RNA5SP64,53,26,0.0033903771598904108,0.008553113419659699
RNA5SP66,51,24,0.0026458295733944506,0.006908043903553175
RNA5SP70,52,25,0.003004768974688946,0.0076979905257384155
RNA5SP72,52,24,0.001881249413374084,0.005062283406208922
RNA5SP73,52,25,0.003004768974688946,0.0076979905257384155
RNA5SP74,113,39,4.934880196879904e-10,3.4551063308504613e-09
RNA5SP75,98,37,7.078319538307913e-08,4.338865421481969e-07
RNA5SP76,43,24,0.03168325689176508,0.05898340795841427
RNA5SP77,48,25,0.010723773553790113,0.023283161953277422
RNA5SP79,54,24,0.0009335170823791829,0.002701263881150399
RNA5SP81,53,24,0.0013292639881730402,0.0036838690855107432
RNA5SP84,25,12,0.04544757969246771,0.0793272607881776
RNA5SP86,26,9,0.0056525822557531216,0.013472540916822788
RNA5SP87,23,7,0.004966241738960657,0.01198145507746652
RNA5SP88,23,9,0.019296343833463993,0.038618402410842516
RNA5SP91,21,7,0.012068953457068876,0.02585982922218011
RNA5SP93,19,7,0.02815702138835105,0.05325049077071604
RNA5SP94,18,7,0.042275853334427835,0.0742137656781341
RNA5SP95,17,7,0.06267964363089813,0.10431326330328326
RNA5SP96,16,7,0.0916764545126367,0.1460792566441144
RNA5SP97,19,6,0.014161791349667606,0.029494076062863417
RNA5SP98,18,6,0.022033728705400466,0.04297018482160886
RNA5SP99,18,6,0.022033728705400466,0.04297018482160886
RNASE10,8,9,0.8095986768506749,0.8676004658872153
RNASE11,7,9,0.6198639611490687,0.7039029843884094
RNASE12,7,9,0.6198639611490687,0.7039029843884094
RNASE13,12,9,0.6623100341654395,0.7416726637160965
RNASE7,11,9,0.8231147798009446,0.8749672822091298
RNASE9,9,9,1.0,1.0
RNASEL,52,25,0.003004768974688946,0.0076979905257384155
RNASET2,11,1,0.006234091590507687,0.01442137823571233
RND1,34,9,0.0001495706990900623,0.0005497437001797738
RND2,18,11,0.2622119360067914,0.3561131176478561
RND3,17,6,0.03388878722533728,0.06171166611866033
RNF103,21,6,0.005670324257397428,0.01349769055279673
RNF11,39,13,0.0005234457598051231,0.001599737163360468
RNF111,8,8,1.0,1.0
RNF112,17,9,0.16647170218451413,0.2446254426034279
RNF113B,8,12,0.37027889753256593,0.4715380720040766
RNF114,177,41,2.0118663024916888e-24,2.910810031870923e-23
RNF121,6,32,7.5562570306897704e-06,4.028394323283599e-05
RNF123,30,7,0.0001716303703014529,0.0006105032925597393
RNF125,34,11,0.0007391721636164973,0.0021830653988579264
RNF128,4,12,0.043305725395777483,0.07569429515756358
RNF13,36,4,1.4938275188418138e-07,9.053390507653899e-07
RNF130,32,12,0.0033712497484208923,0.008534967754852489
RNF133,427,159,4.188471530846024e-56,8.809869110678654e-55
RNF138,34,11,0.0007391721636164973,0.0021830653988579264
RNF139,38,84,3.078859162731585e-06,1.7317717942285748e-05
RNF14,23,9,0.019296343833463993,0.038618402410842516
RNF144A,23,11,0.055963455708658336,0.09530096131450627
RNF144B,14,9,0.40274184467724955,0.5028162792720038
RNF145,22,10,0.04867944309992932,0.08437021078762129
RNF146,11,1,0.006234091590507687,0.01442137823571233
RNF148,428,159,1.4524876680734278e-56,3.1844466860039033e-55
RNF149,17,7,0.06267964363089813,0.10431326330328326
RNF150,9,4,0.2656173167521872,0.3565782482331588
RNF152,32,10,0.0008522401096625325,0.0024698845941551356
RNF157,41,28,0.1718446789736396,0.2516344957903783
RNF165,31,9,0.0006158722150697749,0.0018454048136308618
RNF168,39,10,5.1357180338113044e-05,0.0002279876246874909
RNF169,9,32,0.00017057368817659498,0.0006105032925597393
RNF17,6,5,1.0,1.0
RNF170,25,27,0.672032993565514,0.74926440218017
RNF175,9,3,0.14505090281306568,0.21580884272306522
RNF180,24,8,0.006654477982003281,0.015301936967344247
RNF181,25,7,0.001971607158808617,0.0053016287038474144
RNF182,14,7,0.18742643540703754,0.26771639784505324
RNF185,14,9,0.40274184467724955,0.5028162792720038
RNF186,34,12,0.0022303337932544002,0.005912648350766916
RNF19B,45,13,3.518754807695726e-05,0.00016086654399383383
RNF2,51,24,0.0026458295733944506,0.006908043903553175
RNF20,44,22,0.010720292644434944,0.023283161953277422
RNF207,32,9,0.00038673325836441,0.0012247912429600822
RNF212,12,9,0.6623100341654395,0.7416726637160965
RNF213,31,26,0.6836697268373275,0.755507870319572
RNF215,12,11,1.0,1.0
RNF216,422,102,1.101832284084757e-82,9.45560985279136e-81
RNF217,11,1,0.006234091590507687,0.01442137823571233
RNF219,5,4,1.0,1.0
RNF220,44,14,0.00011889995781033701,0.0004468567483472575
RNF31,4,10,0.10907873374700766,0.17140780824657958
RNF32,433,158,2.3871004195479293e-59,7.141329502145578e-58
RNF38,34,14,0.0072536103556394655,0.016464085385131784
RNF4,13,10,0.6762547896585908,0.7510719147384053
RNF43,32,25,0.4969019813334453,0.5946726035614325
RNF44,29,11,0.006019527095492665,0.014211799704466097
RNF6,9,5,0.4226607189952972,0.521528114195331
RNF7,34,4,4.999745792936039e-07,2.952661514680041e-06
RNFT2,31,14,0.021360507786305095,0.04242720618102499
RNGTT,10,2,0.03813288169940386,0.0682981058272686
RNLS,0,1,0.48847926267281105,0.585753877900054
RNMT,32,10,0.0008522401096625325,0.0024698845941551356
RNU105B,176,42,1.0972396149919154e-23,1.3882345861793248e-22
RNU105C,27,33,0.35399317769381633,0.456567291532612
RNU11,42,14,0.0002858161722003506,0.0009413129987072073
RNU12,10,9,1.0,1.0
RNU3P3,8,4,0.38656153385757197,0.486824412198995
RNU4ATAC,19,6,0.014161791349667606,0.029494076062863417
RNU4ATAC10P,10,54,1.5915550697876017e-09,1.0929114786497578e-08
RNU4ATAC11P,29,9,0.0015296210859659038,0.004193325159974096
RNU4ATAC13P,23,9,0.019296343833463993,0.038618402410842516
RNU4ATAC15P,33,9,0.00024126236733374698,0.0008171579234592269
RNU4ATAC17P,33,12,0.002246748213654565,0.005941479956447307
RNU4ATAC18P,11,2,0.022132997223854867,0.04297018482160886
RNU4ATAC3P,7,8,0.7984856295202869,0.8612725161162496
RNU4ATAC4P,44,13,5.6015785800307776e-05,0.0002452609536877616
RNU4ATAC6P,12,56,5.231351184482962e-09,3.4609881977341464e-08
RNU4ATAC7P,175,43,5.78929572605286e-23,6.502890292734618e-22
RNU4ATAC8P,42,13,0.0001395111604896438,0.0005168176142657797
