names,scores,logfoldchanges,pvals,pvals_adj
SRA1,6.4926453,0.051574413,5.492661133812363e-10,3.207611487896441e-08
UBE2MP1,6.491705,0.119166285,5.986697288585413e-10,3.421601592379584e-08
GTF2E2,6.4914293,0.057444293,5.835019776659837e-10,3.36357959503847e-08
SLC27A3,6.4889593,0.12468297,4.668438269265085e-10,2.8659204414772613e-08
IFRD2,6.4887414,0.05639462,4.733374058395714e-10,2.88430242598022e-08
DUSP15,6.487441,0.078089535,4.1941155438019993e-10,2.6617418457479057e-08
CBWD6,6.484793,0.09170116,4.395977722171292e-10,2.763696244207564e-08
C14orf179,6.484745,0.060153905,4.6557247329298205e-10,2.8659204414772613e-08
CFP,6.478558,0.15640154,4.119641359166605e-10,2.6422033514930037e-08
FARS2,6.464236,0.052654803,5.817235056405969e-10,3.36296364553952e-08
PSMC1,6.4513993,0.045572173,5.341760717088452e-10,3.1607512384231023e-08
STAG3L1,6.450223,0.1420053,5.15783669792405e-10,3.088254722882026e-08
RAB42,6.444273,0.36220637,6.732932260262038e-10,3.731491217960102e-08
IL4I1,6.44223,0.16280147,4.771719161732022e-10,2.891489340232675e-08
SMN1,6.440173,0.3959458,6.089431470079478e-10,3.4606548676570314e-08
OAZ3,6.4364047,0.16793607,6.447391714338891e-10,3.593036745403596e-08
CASP6,6.4345274,0.13242206,6.987380871021715e-10,3.819894792478665e-08
ADAM8,6.4182296,0.17175926,6.140021562698976e-10,3.4698020729881465e-08
STX10,6.411292,0.046185706,6.310836778967986e-10,3.5370472209085454e-08
TRNAU1AP,6.4040837,0.070592426,9.42709276509173e-10,4.8172284242351e-08
PMS2L3,6.4040537,0.09222453,6.203329307785044e-10,3.495758515798866e-08
C8orf59,6.3947005,0.05566988,8.120734583950435e-10,4.3220354063469535e-08
NUP85,6.392805,0.044911694,8.997449052978483e-10,4.701576105138211e-08
WDR73,6.3896403,0.043510254,8.889227251213132e-10,4.6571217145808794e-08
KCP,6.389499,0.2120616,7.211282069893489e-10,3.9023802011253285e-08
ADAM33,6.389046,0.24943253,8.362383383720779e-10,4.431168671042266e-08
ZNF580,6.3821025,0.05976579,7.82641913673235e-10,4.209943855421963e-08
BOD1,6.377919,0.051032156,1.1937886419062313e-09,5.801120748277672e-08
HOXB3,6.377857,0.6422102,9.780182868083943e-10,4.943661279902331e-08
FBXO22OS,6.3760505,0.1326356,9.298488363743406e-10,4.788306166102941e-08
ZNF767,6.373211,0.06838529,7.899452193851401e-10,4.226627107337832e-08
LYPLA1,6.372477,0.08226377,1.2352072382187774e-09,5.930763536631352e-08
ZNF433,6.372379,0.06930156,1.0367583162481143e-09,5.137316208443242e-08
RCN3,6.3711047,0.11917646,8.420633772784836e-10,4.446359848842135e-08
LAT,6.3697257,0.13067488,6.123767504274522e-10,3.4698020729881465e-08
C8orf76,6.3691616,0.06782235,1.2232472751770363e-09,5.887389636844884e-08
C2orf28,6.3681116,0.06054142,1.1817275341334775e-09,5.770387022256627e-08
C1orf113,6.36747,0.16402343,9.16487927647609e-10,4.7766591006255436e-08
WDR8,6.3659935,0.048404545,8.369838428253609e-10,4.431168671042266e-08
CLPP,6.364636,0.05222743,9.911998917998354e-10,4.9781479874936494e-08
BOLA2,6.357843,0.04841799,1.0531371421143138e-09,5.205654305910507e-08
TMED6,6.3566995,0.224294,9.947387866450179e-10,4.9781479874936494e-08
MTRF1,6.3558273,0.059346467,1.0334944590587668e-09,5.13378803144303e-08
ZNF837,6.3522496,0.12669715,7.852597344591535e-10,4.212761423426467e-08
CRLF3,6.3499207,0.05882121,1.1486399762194072e-09,5.622466920092953e-08
ZNF701,6.3467064,0.08848594,9.929457547348005e-10,4.9781479874936494e-08
ZNF581,6.3463225,0.067784175,9.530589762235088e-10,4.854086198396088e-08
INTS10,6.3359947,0.040823918,1.4062822176196869e-09,6.488895792218545e-08
TMSB15B,6.335557,0.12655541,1.2089379060113131e-09,5.83247309187904e-08
DTYMK,6.335124,0.085899435,1.2584966042885304e-09,5.989788780941776e-08
CSDAP1,6.333837,0.23452947,9.683467517056883e-10,4.9071032621700346e-08
C6orf147,6.324511,0.31494397,1.1855954219483174e-09,5.775256343524516e-08
GLT25D1,6.317338,0.060235184,1.273413185971806e-09,5.989788780941776e-08
SPINK8,6.307111,0.57488006,1.4452339097464274e-09,6.62305599004069e-08
NSMCE2,6.3066597,0.07230048,1.7130741426248563e-09,7.641602128897307e-08
EXOC3L,6.3052187,0.12232581,1.061015975241474e-09,5.2317449485068563e-08
CNO,6.303905,0.042624738,1.0150319960398513e-09,5.0671001727865326e-08
LOC100216545,6.297743,0.08874954,1.207912041616324e-09,5.83247309187904e-08
NXT1,6.294053,0.09294868,1.6959450389472176e-09,7.587893446517351e-08
ZNF655,6.293843,0.03448532,1.4391262851101462e-09,6.611570160529153e-08
ITPRIPL1,6.2909856,0.21855564,1.2669440090421743e-09,5.989788780941776e-08
PTGER1,6.274085,0.5312361,1.4394411622983244e-09,6.611570160529153e-08
C9orf84,6.2676325,0.53316635,1.8226832621186341e-09,8.076815389273719e-08
LSM2,6.2588215,0.06383165,2.0122088549908328e-09,8.668440630557938e-08
METT11D1,6.256142,0.046869516,1.7269866056001807e-09,7.686618701651423e-08
MSTO1,6.249758,0.037825927,1.6655458126434507e-09,7.479341664901995e-08
C1orf174,6.2493033,0.062214214,2.2637731866521323e-09,9.527738278047614e-08
TUBE1,6.244565,0.061361212,1.9200835029184104e-09,8.444140814518345e-08
CD46,6.2397017,0.03919007,1.9418590729090966e-09,8.477493877346565e-08
SNORD15B,6.2295,1.3633145,2.6027914152859692e-09,1.0646642758172763e-07
FER1L4,6.2272663,0.44361854,2.0688560924444357e-09,8.81806077707567e-08
CCNL2,6.225935,0.06319452,1.8980464127303226e-09,8.37388108142733e-08
RINT1,6.211396,0.0490892,2.6640186297431898e-09,1.0871141337357705e-07
WDR90,6.209829,0.08691717,1.9626169848771807e-09,8.509467349517052e-08
PRDX4,6.1998734,0.08304361,3.0511350428374807e-09,1.213097525529732e-07
PILRB,6.1974263,0.07624257,2.031399583996486e-09,8.713794633441643e-08
ZNF599,6.1968718,0.05747885,2.146737657468795e-09,9.111406791763126e-08
RRN3P2,6.195874,0.29732904,2.3964326479091366e-09,9.94050144549196e-08
PSMA2,6.1915135,0.04770806,2.9472616470790765e-09,1.1741190062561756e-07
TAZ,6.1787586,0.046709668,2.027115571588169e-09,8.713794633441643e-08
CDCA3,6.1762953,0.12810217,2.574722620217449e-09,1.0592693184771909e-07
CDK3,6.1697774,0.09162699,2.215631724107514e-09,9.364302316301464e-08
UTP6,6.1669054,0.03517104,2.861883503470744e-09,1.149209028399689e-07
IQCC,6.1639705,0.06510226,2.7827224651596845e-09,1.1286856966548897e-07
PPDPF,6.160752,0.052133545,2.8064834092356517e-09,1.1360328617103187e-07
SCNM1,6.1600323,0.046547428,2.9344390994768382e-09,1.1736589622917501e-07
NIT2,6.159612,0.05099169,3.7625987617293465e-09,1.4228564264750188e-07
MREG,6.155784,0.11505759,3.61292191129844e-09,1.3792175144497534e-07
IMMP1L,6.152821,0.08086504,3.4403398484960484e-09,1.3361536114294113e-07
FSCN3,6.1507716,0.3651933,3.2371197436758006e-09,1.2719604492826123e-07
AVIL,6.1328087,0.19608547,3.5987247781968467e-09,1.3764096024289765e-07
LOC388796,6.130863,0.082102165,2.363961782922255e-09,9.826070898518579e-08
CENPP,6.1212854,0.10199428,3.4224741670409188e-09,1.3319409823008272e-07
TMEM188,6.1203523,0.042043936,4.569590315520374e-09,1.6534355749575338e-07
CUBN,6.117456,0.13906959,3.1685209305884666e-09,1.2474423499330484e-07
PDLIM7,6.1170545,0.09540875,3.6798803180407914e-09,1.3994675281350593e-07
BAK1,6.116894,0.052598797,3.995793562234358e-09,1.4914169737482527e-07
CSAD,6.1157093,0.0813156,3.523074222919931e-09,1.3552047268968102e-07
LOC550643,6.1139617,0.049208004,4.606161451305467e-09,1.6606945533577668e-07
ANKRD53,6.1137886,0.27444756,3.422872491547508e-09,1.3319409823008272e-07
DCUN1D5,6.107737,0.049644616,4.3861769005652014e-09,1.6102391767439913e-07
LOC100131434,6.1057763,0.21163227,3.495470892142171e-09,1.347162517396862e-07
RPL13AP6,6.1030917,0.2533423,3.7180475250516653e-09,1.4086568758755067e-07
TP53I13,6.1029634,0.07714381,3.697545299063345e-09,1.4035323835199315e-07
SLC26A6,6.1013,0.07640547,3.4890077399620076e-09,1.347162517396862e-07
C12orf48,6.1007123,0.20331661,4.895094011450235e-09,1.715670754744875e-07
METTL4,6.099377,0.052626047,4.843114403323544e-09,1.7063708505440115e-07
NARF,6.09773,0.04069967,4.403589172150952e-09,1.613686829969633e-07
COMMD8,6.0974455,0.06032162,5.207586102482134e-09,1.793942075509171e-07
LSM6,6.0933733,0.048690137,3.820255045827223e-09,1.4392488953549077e-07
SLC24A5,6.0922904,0.13020492,3.995693108475085e-09,1.4914169737482527e-07
PI4K2B,6.091932,0.08194474,4.623847940135297e-09,1.6611173724936054e-07
MPV17,6.0892315,0.04097045,4.784106456938889e-09,1.6958875964819977e-07
MIA,6.088851,0.45842355,4.171835618430835e-09,1.5513676334859806e-07
REEP4,6.0881863,0.08071885,3.986310584300554e-09,1.4914169737482527e-07
COX5B,6.0877595,0.045572687,4.451078334624511e-09,1.622189206259666e-07
C11orf61,6.0867786,0.053252768,4.281970034369722e-09,1.5777412665100745e-07
HAUS1,6.079162,0.08185146,5.446700558558787e-09,1.8540900480048336e-07
