Gene,GBM_loss,LGG_loss,pval,FDR,freq_diff
CDK8,150,83,5.898917573927916e-06,2.2048653843131414e-05,0.11366649668536463
CDKL2,25,61,2.4581498310210675e-05,8.33739597236362e-05,0.07004929457759647
CDKN1A,40,16,0.00226918381559647,0.00566223054466415,0.04188339282678905
CDKN1B,50,23,0.002313437397987555,0.0057413607455095075,0.04669386367499575
CDKN2A,400,159,7.687194712078024e-45,1.0536226182922999e-43,0.4207207207207207
CDKN2AIP,52,88,0.0003978870525615936,0.001162852004587599,0.0723440421553629
CDKN2B,399,158,7.63293264701105e-45,1.048097936228519e-43,0.4208057113717491
CDKN2C,46,187,2.3200193334227375e-28,1.758392049781855e-27,0.2699473057963624
CDKN3,128,70,2.868901861540972e-05,9.624083020113551e-05,0.09855515893251743
CDNF,423,77,3.958689926991594e-99,1.276125323675273e-97,0.6168791432942377
CDON,46,10,1.4569473305167101e-06,6.086279977481095e-06,0.064014958354581
CDPF1,167,60,1.3167493779053607e-14,8.370803704991251e-14,0.18769335373108956
CDR2L,13,2,0.007222109257812128,0.016084584917843408,0.019649838517763047
CDRT15,44,6,2.3531515409172437e-08,1.1810572150905057e-07,0.06795852456229814
CDS1,27,61,8.147245068961223e-05,0.0002572796204034801,0.06644569097399286
CDSN,43,20,0.006069771971890453,0.013867698032203557,0.039741628420873705
CDYL,52,29,0.015302236633688062,0.03153226319770399,0.03897671256161822
CDYL2,58,17,1.9393191879231245e-06,7.95316757875544e-06,0.07242903280639129
CEA,48,221,2.9083624283369066e-38,2.6902352462116386e-37,0.3304946455889852
CEACAM1,46,233,1.646644148758005e-43,1.961608913770242e-42,0.3567397586265511
CEACAM16,49,235,1.8782771837901e-42,2.0401648485101144e-41,0.3551079381268061
CEACAM18,63,249,5.6838076281705455e-40,5.5551176441364955e-39,0.35629780724120347
CEACAM19,50,236,3.179430538978043e-42,3.409093901251118e-41,0.3551929287778345
CEACAM21,44,219,7.720639951013839e-40,7.531133334034409e-39,0.3339282678905321
CEACAM22P,49,237,3.8032374752926155e-43,4.3745967345976774e-42,0.35888152303246645
CEACAM3,48,222,1.3489467508105688e-38,1.2657013173439327e-37,0.3323814380418154
CEACAM4,45,219,2.8784102784678154e-39,2.7558622819084464e-38,0.33212646608873025
CEACAM5,47,221,8.132116530660678e-39,7.692736430956215e-38,0.332296447390787
CEACAM6,48,221,2.9083624283369066e-38,2.6902352462116386e-37,0.3304946455889852
CEACAM7,47,221,8.132116530660678e-39,7.692736430956215e-38,0.332296447390787
CEACAM8,47,233,6.400019593382513e-43,7.239540235827719e-42,0.35493795682474927
CEACAMP3,44,219,7.720639951013839e-40,7.531133334034409e-39,0.3339282678905321
CEBPA,27,193,1.9565902830722574e-41,2.0021729722283006e-40,0.31550229474757774
CEBPG,27,194,8.702658300661837e-42,9.12291228140559e-41,0.3173890872004079
CECR1,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
CECR2,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
CECR3,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
CECR7,133,36,1.6610637621961922e-15,1.101169454356187e-14,0.17171511133775286
CECR9,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
CELF2,422,78,7.274418303382569e-98,2.1177579797173055e-96,0.6131905490396057
CELP,49,25,0.007881566332915077,0.017393402299551976,0.04111847696753357
CELSR1,168,60,7.994196362269939e-15,5.1407884312508145e-14,0.1894951555328914
CENPC,28,62,9.711953429002496e-05,0.00030381708540290606,0.06653068162502125
CENPE,24,62,8.405595474331555e-06,3.0729826044149095e-05,0.07373788883222845
CENPF,26,10,0.010765075799446777,0.023161410578529003,0.02797892231854496
CENPN,56,17,4.926009660352098e-06,1.879566093924542e-05,0.0688254292027877
CENPT,50,15,1.662505571442817e-05,5.775707376090194e-05,0.061788203297637255
CENPVP1,6,26,0.00021187042424731123,0.0006378191408904027,0.0382457929627741
CENPW,113,72,0.0035773868733425425,0.008516561903542262,0.06775454699983002
CEP104,72,195,4.766694162237948e-20,3.5152321897466107e-19,0.23819479857215703
CEP112,13,1,0.001783177570548905,0.0045828731334107186,0.021536630970593235
CEP135,19,38,0.0062833915623518154,0.014264637758750033,0.037463878973312936
CEP152,96,50,0.00017163402381900465,0.0005213925795367215,0.07863335033146354
CEP164,46,12,9.468273046722346e-06,3.4223387321429995e-05,0.060241373448920624
CEP164P1,431,79,1.6666466572886503e-102,6.502952230075353e-101,0.6275199728029917
CEP170P1,24,65,2.242140063939298e-06,9.105549618950023e-06,0.07939826619071902
CEP44,47,85,0.00018409695896344773,0.0005576738289068183,0.07569267380588135
CEP55,466,104,1.3216827688006667e-107,1.306205167955501e-105,0.6434132245452999
CEP57,47,11,2.3040384876511416e-06,9.309108704006307e-06,0.06392996770355261
CEP57L1,97,62,0.007719535322797015,0.017079649414532248,0.057793642699303066
CEP78,46,24,0.013178399037838573,0.027560338346987474,0.03759986401495836
CEP85,30,182,1.1021227220445652e-35,9.202939149835163e-35,0.28934217236104026
CEP85L,109,71,0.006948344953148293,0.015613767821420144,0.062434132245452995
CEP89,27,192,4.3887436109015195e-41,4.430625438371144e-40,0.31361550229474755
CEPT1,11,177,1.692690468599319e-48,2.8474351869315757e-47,0.31414244433112354
CER1,240,122,1.6707087314110015e-12,1.0177366813972451e-11,0.20224375318714943
CERCAM,44,23,0.0161982394488826,0.033137675745759834,0.03588305286418494
CERK,168,60,7.994196362269939e-15,5.1407884312508145e-14,0.1894951555328914
CERS3,67,41,0.019450781764666896,0.039120316463894245,0.04336223015468299
CES1P1,47,11,2.3040384876511416e-06,9.309108704006307e-06,0.06392996770355261
CES2,47,15,6.480578231878923e-05,0.00020691019383482502,0.05638279789223185
CES4A,48,15,4.1401990258908394e-05,0.00013544004740185581,0.05818459969403366
CES5A,47,12,5.782613988921974e-06,2.1667854163528534e-05,0.06204317525072242
CETP,47,12,5.782613988921974e-06,2.1667854163528534e-05,0.06204317525072242
CFDP1,58,16,8.494998958045604e-07,3.694611301324872e-06,0.07431582525922148
CFI,23,63,2.7059954924410337e-06,1.0793803581372598e-05,0.07742648308686045
CFL1P1,469,104,1.1285222237232264e-109,1.48707551269915e-107,0.6488186299507055
CFL2,140,54,8.11771969233195e-11,4.4948170003026375e-10,0.15036545979942204
CGNL1,83,53,0.01686222072472187,0.03444910644998938,0.04954954954954954
CGRRF1,129,70,2.0944069036300458e-05,7.176592268779778e-05,0.10035696073431924
CH25H,467,104,2.7229557397748745e-108,3.0755068513457268e-106,0.6452150263471017
CHAC1,101,48,1.334707385349983e-05,4.712097377844288e-05,0.09141594424613293
CHADL,156,52,8.639671921896698e-15,5.5204232926725736e-14,0.18296787353391128
CHAT,442,83,1.9694417284592732e-106,1.4292248137640195e-104,0.6397926228114907
CHD3,55,8,8.984776915630122e-10,4.760822533565985e-09,0.0840047594764576
CHD5,105,203,1.7107516312420294e-12,1.0412848867308657e-11,0.19382967873533913
CHD6,10,1,0.011550556608657052,0.024622174169894456,0.01613122556518783
CHD8,143,54,2.0578919365831797e-11,1.1853394429199587e-10,0.15577086520482744
CHD9,50,10,1.7126729273123719e-07,8.083296439070386e-07,0.0712221655617882
CHDC2,12,31,0.0026871049241378904,0.006591392908295132,0.03686894441611423
CHEK2,150,38,7.727049655733102e-19,5.48821465382613e-18,0.19857215706272313
CHEK2P2,80,39,0.00020607166693652968,0.000622107833746091,0.07055923848376679
CHIAP2,11,177,1.692690468599319e-48,2.8474351869315757e-47,0.31414244433112354
CHIC2,15,32,0.007238240498266775,0.01611095699584583,0.03335033146353901
CHKA,59,16,5.221262570046957e-07,2.3357297893759796e-06,0.07611762706102329
CHMP4B,10,0,0.0019187080609035395,0.004895182148589159,0.018018018018018018
CHMP5,168,69,4.967618084641715e-12,2.9718661436673774e-11,0.1725140234574197
CHMP6,15,3,0.007336633030886466,0.016315455424126792,0.021366649668536464
CHORDC1,45,11,6.3672028850102025e-06,2.3716370379028826e-05,0.060326364099949015
CHP1,105,49,5.164047523355309e-06,1.9678924884790323e-05,0.09673635900050996
CHP2,49,13,5.192274458826104e-06,1.9711485195978198e-05,0.06375998640149583
CHRDL2,51,13,1.935514506933046e-06,7.95316757875544e-06,0.06736359000509945
CHRM1,53,17,1.923995033639639e-05,6.6153017613492e-05,0.06342002379738229
CHRM5,107,45,2.962951522774067e-07,1.3720548019455003e-06,0.10788713241543431
CHRNA2,38,13,0.000802640619496415,0.0022204912313213898,0.04394016658167601
CHRNA3,68,41,0.015149813427294375,0.03123102748796708,0.04516403195648479
CHRNA6,25,8,0.004297609000116492,0.0100449171308153,0.029950705422403533
CHRNB3,25,9,0.008592030454918093,0.018839509778686262,0.028063912969573345
CHRND,21,49,0.0002881350689601476,0.0008537209084653526,0.0546149923508414
CHRNG,22,49,0.0005133311880113674,0.0014668558315211644,0.0528131905490396
CHST12,3,13,0.010545819864758273,0.022751587822547575,0.01912289648138705
CHST15,469,134,2.7731277482960744e-91,6.399066825638039e-90,0.5922148563657998
CHST3,460,88,1.628940032584891e-114,1.681095672556297e-111,0.6627910929797722
CHST4,51,13,1.935514506933046e-06,7.95316757875544e-06,0.06736359000509945
CHST5,57,16,1.3761304377193097e-06,5.782442359557894e-06,0.0725140234574197
CHST6,57,16,1.3761304377193097e-06,5.782442359557894e-06,0.0725140234574197
CHST7,8,28,0.0005110665477943872,0.0014606624202753587,0.03841577426483087
CHST8,27,195,3.861870322437791e-42,4.085423660821162e-41,0.3192758796532381
CHSY1,69,40,0.008464140670099289,0.0186134271916603,0.04885262621111679
CHTF18,24,7,0.0031423248646072835,0.007589068185873089,0.030035696073431924
CHUK,466,106,2.560584109387389e-106,1.7484133859644255e-104,0.6396396396396395
CIAPIN1,46,13,2.1981625686934106e-05,7.50643284994599e-05,0.05835458099609043
CIITA,23,7,0.004966241738960657,0.011489740243749729,0.02823389427163012
CINP,121,86,0.020487588138934195,0.04104621886143898,0.055753867074621793
CISD2,25,62,1.6174349391967775e-05,5.634765226487475e-05,0.07193608703042666
CISD3,34,11,0.0007391721636164973,0.002057791742373429,0.04050654428012919
CITED4,8,173,2.794542116613496e-50,5.03352657982829e-49,0.3120006799252082
CKAP2,202,99,5.978810749221334e-11,3.3450165763427517e-10,0.1771715111337753
CKB,120,84,0.015995460891556443,0.03281220995670639,0.05772565017848039
CKLF,46,15,0.00010086803264047187,0.0003144329912014158,0.05458099609043005
CKM,52,240,1.8371307369192513e-42,2.0070820312727994e-41,0.3591364949855516
CKS2,44,22,0.010720292644434944,0.023098140577266457,0.037769845317015126
CLASRP,53,239,1.4742957278726798e-41,1.5189897410221808e-40,0.3554479007309196
CLC,33,211,1.1374028420589806e-43,1.3902412931985359e-42,0.33865374808771037
CLCA1,17,177,3.0635368298340698e-43,3.548222841770809e-42,0.3033316335203127
CLCA3P,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
CLCC1,10,177,1.4570997295668478e-49,2.53339723814273e-48,0.3159442461329254
CLCN3,43,90,4.596739901308578e-06,1.7637861250946988e-05,0.0923338432772395
CLCN4,11,33,0.0005502727073946312,0.0015643824016809522,0.04244433112357641
CLCN5,7,26,0.0005652120209375938,0.0016032127980597686,0.0364439911609723
CLCNKA,29,184,5.421622312362036e-37,4.740605959039726e-36,0.2949175590685024
CLDN10,146,73,2.4041933685007057e-07,1.1244020168623163e-06,0.12532721400645927
CLDN22,52,88,0.0003978870525615936,0.001162852004587599,0.0723440421553629
CLDN23,38,16,0.004812498365844113,0.011175351747056772,0.038279789223185444
CLDND2,65,249,5.7321689353946184e-39,5.45336553182381e-38,0.35269420363759985
CLEC11A,61,246,5.614499071836398e-40,5.498109847270298e-39,0.3542410334863165
CLEC12A,43,12,4.0276705776502825e-05,0.00013224845337150281,0.05483596804351522
CLEC12B,43,12,4.0276705776502825e-05,0.00013224845337150281,0.05483596804351522
CLEC14A,144,53,6.5876857118393845e-12,3.908381309765057e-11,0.15945945945945947
CLEC16A,24,7,0.0031423248646072835,0.007589068185873089,0.030035696073431924
CLEC18B,54,16,5.6927860767674684e-06,2.1448967254878584e-05,0.06710861805201429
CLEC19A,28,10,0.0047761746050156775,0.011096148301352537,0.031582525922148566
CLEC1B,43,12,4.0276705776502825e-05,0.00013224845337150281,0.05483596804351522
CLEC2B,43,12,4.0276705776502825e-05,0.00013224845337150281,0.05483596804351522
CLEC2D,42,12,6.454187004668717e-05,0.00020668257766815915,0.05303416624171342
CLEC3A,59,17,1.208549081402144e-06,5.137188540131015e-06,0.0742308346081931
CLEC4D,39,9,1.2574668700026247e-05,4.471985634748917e-05,0.05328913819479858
CLEC4E,40,9,1.2424545142681625e-05,4.4217369612263295e-05,0.05509093999660038
CLEC6A,37,9,3.4409604621820894e-05,0.00011418181591097712,0.04968553459119497
CLEC9A,43,12,4.0276705776502825e-05,0.00013224845337150281,0.05483596804351522
CLECL1,42,11,2.8154665447187468e-05,9.451159426763132e-05,0.05492095869454361
CLGN,29,77,2.1133926805533945e-07,9.914860976662427e-07,0.09303076661567228
CLIC4,35,181,2.3464411456217817e-32,1.8630147404614377e-31,0.2784463708992011
CLIC5,47,17,0.0002546341166602817,0.0007598557211900579,0.05260921298657147
CLIP3,26,197,1.4549736114366182e-43,1.7374096654213735e-42,0.3248512663607003
CLMP,45,9,8.837773979655275e-07,3.812781180998896e-06,0.06409994900560939
CLN3,29,13,0.018530494144985896,0.03747951070508985,0.0277239503654598
CLN8,39,18,0.00921040490374965,0.020086919637649133,0.03630800611932688
CLNS1A,50,13,3.1776875574393744e-06,1.2538802859956471e-05,0.06556178820329764
CLOCK,20,37,0.014091418647813388,0.02938816080302529,0.033775284718680944
CLPB,54,15,2.522129159689038e-06,1.0108704438860385e-05,0.06899541050484448
CLPTM1,51,237,5.34101498166541e-42,5.630366810847564e-41,0.35527791942886283
CLRN3,470,134,6.185738500436496e-92,1.474954980215191e-90,0.5940166581676016
CLSTN1,80,196,7.796965439975851e-18,5.4655163247464874e-17,0.2256671766105728
CLTA,143,53,1.0539874923044792e-11,6.184765667733549e-11,0.15765765765765763
CLTC,13,2,0.007222109257812128,0.016084584917843408,0.019649838517763047
CLU,38,13,0.000802640619496415,0.0022204912313213898,0.04394016658167601
CLUHP3,25,9,0.008592030454918093,0.018839509778686262,0.028063912969573345
CLVS2,109,69,0.0040159079504539005,0.009497593995066457,0.06620771715111337
CLYBL,136,68,8.537648648453698e-07,3.7077929458534675e-06,0.11674315825259221
CMAS,34,9,0.0001495706990900623,0.00045770035480360887,0.044280129185789566
CMC2,57,17,3.0979581152002157e-06,1.2282271524554668e-05,0.07062723100458951
CMIP,60,17,7.498358951400452e-07,3.312951416704047e-06,0.07603263640999491
CMTM1,47,15,6.480578231878923e-05,0.00020691019383482502,0.05638279789223185
CMTM4,47,15,6.480578231878923e-05,0.00020691019383482502,0.05638279789223185
CMTM5,141,55,9.806038725576594e-11,5.397812888809512e-10,0.15028046914839369
CNBD2,9,1,0.02124361667577746,0.04203393173123407,0.014329423763386029
CNEP1R1,48,8,5.358356628857776e-08,2.6253500743216406e-07,0.07139214686384499
CNFN,48,233,2.445223155126428e-42,2.6331284757210897e-41,0.3531361550229475
CNGB1,48,13,8.442569680001136e-06,3.076019445379022e-05,0.06195818459969404
CNIH,128,70,2.868901861540972e-05,9.624083020113551e-05,0.09855515893251743
CNIH3,35,15,0.008523236228017662,0.018737897646316597,0.034761176270610226
CNKSR1,30,182,1.1021227220445652e-35,9.202939149835163e-35,0.28934217236104026
CNKSR2,9,31,0.0002794182946135968,0.0008287049565404939,0.04227434982151963
CNKSR3,109,72,0.009022114596131819,0.01969343293564257,0.060547339792622806
CNN3,19,177,1.332636163597674e-41,1.3739780679179313e-40,0.29972802991670916
CNNM1,465,106,1.2200645900702887e-105,6.763029620677445e-104,0.6378378378378378
CNNM2,465,110,4.141825557008465e-103,1.6770486123283333e-101,0.630290668026517
CNOT1,47,14,3.051931284429041e-05,0.00010147435094000233,0.05826959034506204
CNOT3,54,254,1.4335727284179328e-46,2.1863075661212372e-45,0.3819479857215706
CNOT6L,26,64,1.3199373030647631e-05,4.6654348627385584e-05,0.07390787013428524
CNOT7,41,17,0.002708453948169871,0.006629687992407985,0.04179840217576066
CNPY3,44,17,0.0008555989511695811,0.002343983315034725,0.04720380758116607
CNR1,93,53,0.0013037044759392517,0.003452185552187456,0.06756756756756757
CNR2,40,184,1.5677358325001957e-30,1.2089593262740214e-29,0.27509773924868264
CNTFR,155,58,1.099273528201022e-12,6.7291307826551556e-12,0.1698453170151283
CNTLN,258,132,1.0412291998288693e-13,6.541758695035246e-13,0.21580826109127998
CNTN5,55,15,1.5554096139424326e-06,6.465236087615722e-06,0.07079721230664626
CNTNAP1,25,10,0.01594065095283052,0.03272658994306684,0.026177120516743157
CNTNAP4,58,17,1.9393191879231245e-06,7.95316757875544e-06,0.07242903280639129
CNTRL,47,25,0.014488587251988969,0.030086751133450138,0.03751487336392996
COA4,52,12,4.573655993398511e-07,2.075693665644484e-06,0.07105218425973144
COCH,143,55,3.96454785898368e-11,2.243142671851331e-10,0.15388407275199725
COG3,185,93,2.7228338651993484e-09,1.4138406610101837e-08,0.15786163522012578
COG4,48,13,8.442569680001136e-06,3.076019445379022e-05,0.06195818459969404
COG6,179,87,1.0773118373212411e-09,5.700379859189744e-09,0.1583715791262961
COG7,46,13,2.1981625686934106e-05,7.50643284994599e-05,0.05835458099609043
COL11A1,16,177,4.3177227202978824e-44,5.5060127932355506e-43,0.30513343532211457
COL11A2,41,18,0.0045807899219342495,0.010666970424321236,0.03991160972293047
COL12A1,90,52,0.00212440734817064,0.005375247967697381,0.06404895461499235
COL13A1,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
COL16A1,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
COL17A1,466,113,6.639588900050272e-102,2.4749355944554633e-100,0.6264320924698283
COL19A1,80,46,0.0032816012838151453,0.007892445482784359,0.05735169131395547
COL21A1,42,19,0.005297457626571021,0.012188452820699936,0.039826619071902096
COL24A1,19,177,1.332636163597674e-41,1.3739780679179313e-40,0.29972802991670916
COL25A1,25,64,6.89847720274786e-06,2.546790969272017e-05,0.07570967193608703
COL4A1,124,59,9.482657539333306e-07,4.082788236052305e-06,0.11210266870644228
COL4A2,128,59,2.132221252180612e-07,9.99694995326378e-07,0.1193098759136495
COL5A1,51,27,0.009614940896617826,0.020914515225744713,0.0409484956654768
COL6A3,21,48,0.00042904003717161117,0.001247829513725449,0.05272819989801121
COL9A1,81,46,0.0024882360775111555,0.006138656980846211,0.05915349311575728
COL9A2,9,173,3.726586195316265e-49,6.390499751831156e-48,0.3101988781234064
COL9A3,13,2,0.007222109257812128,0.016084584917843408,0.019649838517763047
COMMD3,431,76,1.3283070730281784e-104,6.02834708490311e-103,0.6331803501614822
COMMD6,172,88,2.537726975978684e-08,1.2728458976010615e-07,0.14387217406085331
COMMD7,8,0,0.00772688706038884,0.017079649414532248,0.014414414414414415
COMMD8,25,42,0.022766018154621998,0.04448954399879428,0.03420023797382288
COPRS,35,12,0.0014681100465925546,0.0038576087318372147,0.0404215536291008
COPS2,95,49,0.00015648918376551908,0.000478286982406028,0.07871834098249193
COPS7A,29,8,0.0006888389931205767,0.001931269009827791,0.03715791262961074
COPS7B,13,39,0.00010046493312334268,0.0003137597142159779,0.050161482236953936
COPS8,22,48,0.0007534446747386738,0.002094807681644338,0.05092639809620941
COQ2,27,62,5.490471465367841e-05,0.0001774862542559839,0.06833248342682305
COQ3,97,53,0.0004094300669135595,0.001193336916021632,0.07477477477477476
COQ7,28,11,0.008939238903009178,0.01953239953469147,0.029695733469318374
CORO1B,54,16,5.6927860767674684e-06,2.1448967254878584e-05,0.06710861805201429
CORO7,23,6,0.002187889141606591,0.005514508504230573,0.030120686724460312
CORT,70,192,5.256482425842379e-20,3.8726277097108494e-19,0.2361380248172701
COX10,46,6,7.199757527751185e-09,3.6850002583263476e-08,0.07156212816590175
COX4I1,52,18,6.0240234188398673e-05,0.0001931544926314034,0.0597314295427503
COX4I2,8,0,0.00772688706038884,0.017079649414532248,0.014414414414414415
COX5BP2,116,74,0.0030555543203249743,0.007404506694615545,0.06938636749957505
COX6A1P2,39,16,0.003317131975662171,0.007965146505498262,0.040081591024987255
COX6B1,23,196,3.4003275902303787e-45,4.773805706583248e-44,0.3283698793132755
COX6B2,57,257,5.8484901203264315e-46,8.579689315189811e-45,0.3822029576746558
COX7A2,88,51,0.0026190317154419452,0.006440185698046964,0.06233214346421892
CPAMD8,12,2,0.01270460490418217,0.026673455607354936,0.017848036715961246
CPB2,190,93,3.7754336006380897e-10,2.023352249332336e-09,0.1668706442291348
CPD,35,12,0.0014681100465925546,0.0038576087318372147,0.0404215536291008
CPE,39,88,1.0885378056136352e-06,4.66002134965176e-06,0.09576746557878632
CPEB3,463,104,1.444029786621943e-105,7.802955199508932e-104,0.6380078191398946
CPNE2,47,12,5.782613988921974e-06,2.1667854163528534e-05,0.06204317525072242
CPNE6,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
CPNE8,45,24,0.017788284856181166,0.03611021825804776,0.03579806221315656
CPPED1,23,7,0.004966241738960657,0.011489740243749729,0.02823389427163012
CPT1A,58,16,8.494998958045604e-07,3.694611301324872e-06,0.07431582525922148
CPT1C,64,241,8.006898418699641e-37,6.940544030335027e-36,0.3394016658167602
CPT2,11,176,3.9703071596801074e-48,6.604867569514349e-47,0.31225565187829335
CPXM2,469,134,2.7731277482960744e-91,6.399066825638039e-90,0.5922148563657998
CRABP1,68,41,0.015149813427294375,0.03123102748796708,0.04516403195648479
CRAMP1L,24,5,0.0005085725209138174,0.0014546413574195289,0.033809280979092304
CRB2,48,24,0.007077736754200652,0.0158831433405441,0.041203467618561966
CREBBP,23,6,0.002187889141606591,0.005514508504230573,0.030120686724460312
CREBL2,49,21,0.0012015587620852908,0.003207715607614224,0.04866564677885433
CREBZF,48,12,3.5141391329764626e-06,1.3775938949784034e-05,0.06384497705252423
CREM,433,76,8.007103208526646e-106,4.63964946856037e-104,0.6367839537650859
CRISP2,49,19,0.0003907853543206899,0.001142763790657077,0.052439231684514705
CRISP3,49,20,0.0006968541034917067,0.0019493747379241003,0.050552439231684516
CRK,48,7,1.5267069396911062e-08,7.755898426797361e-08,0.07327893931667517
CRLF3,39,12,0.0002562061629881113,0.0007642432447195012,0.047628760836308015
CRNDE,46,11,3.839525487489219e-06,1.4919128782478802e-05,0.06212816590175081
CROCCP3,32,184,4.2051015546198574e-35,3.474644419884461e-34,0.289512153663097
CRTAC1,464,105,1.3292126869129758e-105,7.260884721020626e-104,0.6379228284888663
CRTAM,45,8,2.9251610311885913e-07,1.3583236170174658e-06,0.06598674145843958
CRTC1,12,2,0.01270460490418217,0.026673455607354936,0.017848036715961246
CRX,61,240,5.719444570788081e-38,5.188254610047014e-37,0.3429202787693354
CRYBA1,32,9,0.00038673325836441,0.001131795637473245,0.04067652558218596
CRYBA4,146,36,1.070172901228484e-18,7.590244250356132e-18,0.19513853476117626
CRYBB1,145,36,1.9124635735726287e-18,1.3513183350050813e-17,0.19333673295937448
CRYBB2,142,39,1.8414950833792091e-16,1.2637249494071484e-15,0.1822709501954785
CRYBB2P1,142,39,1.8414950833792091e-16,1.2637249494071484e-15,0.1822709501954785
CRYBB3,142,39,1.8414950833792091e-16,1.2637249494071484e-15,0.1822709501954785
CRYL1,140,80,4.230701454958839e-05,0.0001383705579281334,0.10130885602583714
CRYZ,16,175,2.293153084785292e-43,2.6891292458738997e-42,0.3013598504164542
CSDC2,159,52,1.830506634616611e-15,1.2076359536763605e-14,0.18837327893931669
CSF1,10,178,6.145671717848907e-50,1.091256271223715e-48,0.31783103858575557
CSF2RB,154,45,8.24004610253875e-17,5.696363209955688e-16,0.192571817100119
CSF3,35,12,0.0014681100465925546,0.0038576087318372147,0.0404215536291008
CSGALNACT1,44,17,0.0008555989511695811,0.002343983315034725,0.04720380758116607
CSGALNACT2,426,79,1.5705450218937492e-99,5.16252238925337e-98,0.6185109637939827
CSH1,13,1,0.001783177570548905,0.0045828731334107186,0.021536630970593235
CSK,68,42,0.020502081839213503,0.041047883964902734,0.0432772395036546
CSMD1,61,28,0.000582316918797622,0.0016498613267027305,0.057079721230664626
CSMD2,22,175,1.3461900819952487e-38,1.2639042132332892e-37,0.2905490396056434
CSMD3,23,8,0.010210002752726606,0.02207782659442336,0.026347101818799932
CSN1S1,25,62,1.6174349391967775e-05,5.634765226487475e-05,0.07193608703042666
CSN1S2AP,25,63,1.0589130776856793e-05,3.801862393163067e-05,0.07382287948325685
CSN2,25,62,1.6174349391967775e-05,5.634765226487475e-05,0.07193608703042666
CSNK1A1L,170,86,2.0973405156978084e-08,1.0558394513006862e-07,0.14404215536291007
CSNK1A1P1,107,49,2.484618582005292e-06,9.974329326264965e-06,0.10033996260411356
CSNK1D,19,6,0.014161791349667606,0.029497841050292118,0.022913479517253102
CSNK1E,151,45,4.2481089632299767e-16,2.8732594707627514e-15,0.1871664116947136
CSNK2A2,48,14,1.9181713021581483e-05,6.6153017613492e-05,0.06007139214686385
CSPG4P12,65,39,0.01740811958703459,0.03546308278226656,0.04353221145673976
CSPG4P5,67,40,0.014297253084942474,0.029714075241008,0.04524902260751318
CSTF2T,445,84,2.3309887294158682e-107,2.174913831881067e-105,0.643311235764066
CTAGE5,144,55,2.5089552542759e-11,1.441833428834452e-10,0.1556858745537991
CTBP2,472,136,4.015362174642708e-92,9.66646964542993e-91,0.5938466768655448
CTC1,53,8,2.9386171081127482e-09,1.5243061532482633e-08,0.08040115587285399
CTCFL,12,1,0.0033433814753536578,0.008002593454869766,0.019734829168791435
CTDNEP1,55,8,8.984776915630122e-10,4.760822533565985e-09,0.0840047594764576
CTGF,114,72,0.0028081505001440786,0.006848057924214992,0.06955634880163183
CTH,13,175,4.787304893412071e-46,7.064331444875848e-45,0.3067652558218596
CTNNA3,459,88,7.764157956385008e-114,3.3096618561234632e-111,0.6609892911779705
CTNNBIP1,80,196,7.796965439975851e-18,5.4655163247464874e-17,0.2256671766105728
CTNNBL1,11,1,0.006234091590507687,0.014154855482558416,0.01793302736698963
CTPS1,7,173,1.89401967236599e-51,3.615243140823621e-50,0.31380248172701003
CTPS2,10,30,0.0010136500617062875,0.002739663768793064,0.03858575556688765
CTRB1,55,15,1.5554096139424326e-06,6.465236087615722e-06,0.07079721230664626
CTRC,34,185,3.1836976222991798e-34,2.5768052630483986e-33,0.28779534251232364
CTRL,49,15,2.63055934039684e-05,8.864123466002989e-05,0.05998640149583546
CTSB,41,18,0.0045807899219342495,0.010666970424321236,0.03991160972293047
CTSC,48,11,1.376102377743606e-06,5.782442359557894e-06,0.06573176950535442
CTSF,52,14,2.8437706840176307e-06,1.1310331801777297e-05,0.06727859935407104
CTSG,141,56,1.8415335339457704e-10,9.96883486375977e-10,0.1483936766955635
CTSH,67,40,0.014297253084942474,0.029714075241008,0.04524902260751318
CTSL,43,23,0.021843137916567962,0.04310096122194718,0.03408125106238314
CTSL3P,43,23,0.021843137916567962,0.04310096122194718,0.03408125106238314
CTSO,32,86,2.8091099354688762e-08,1.403340520472679e-07,0.10460649328573857
CTTN,55,15,1.5554096139424326e-06,6.465236087615722e-06,0.07079721230664626
CTTNBP2NL,12,178,4.041665616872934e-48,6.664533578119123e-47,0.31422743498215194
CTU1,66,248,3.8240920050237555e-38,3.5070518986243504e-37,0.3490056093829679
CUBN,426,77,6.680121969295998e-101,2.3336928423898717e-99,0.6222845486996431
CUEDC1,12,2,0.01270460490418217,0.026673455607354936,0.017848036715961246
CUEDC2,464,108,1.0656909450228097e-103,4.496856566329395e-102,0.6322624511303756
CUL2,433,76,8.007103208526646e-106,4.63964946856037e-104,0.6367839537650859
