Gene,GBM_gain,LGG_gain,pval,FDR,freq_diff
AVL9,438,109,2.957668942457934e-87,4.170933338981715e-84,0.5835288118306987
AVP,177,42,5.8648936655551866e-24,7.746611527643605e-23,0.23967363590005103
AXL,139,29,4.0805733623906183e-20,3.225371092441174e-19,0.195733469318375
AZGP1,432,151,4.871076485640155e-62,1.625640592474308e-60,0.49347271800101994
AZGP1P1,432,151,4.871076485640155e-62,1.625640592474308e-60,0.49347271800101994
AZU1,191,59,2.2776853726564314e-20,1.834116832523018e-19,0.232823389427163
B3GNT3,177,46,3.5267760949570167e-22,3.3650014862810976e-21,0.23212646608873028
B3GNT8,140,31,2.0240561367090582e-19,1.5359916655430336e-18,0.1937616862145164
B4GALNT1,92,30,8.181297623113264e-09,5.386529053218544e-08,0.1091619921808601
B4GALT5,177,41,2.0118663024916888e-24,2.910810031870923e-23,0.24156042835288122
BABAM1,177,46,3.5267760949570167e-22,3.3650014862810976e-21,0.23212646608873028
BAIAP2L1,433,148,6.390845384722975e-64,2.2372427969177074e-62,0.5009348971613123
BANF2,178,41,1.0663884566965335e-24,1.645942635423283e-23,0.243362230154683
BAX,127,25,6.86926531737918e-19,5.054513794042162e-18,0.18165901750807412
BBC3,124,22,6.697029595546339e-20,5.219304123814994e-19,0.18191398946115928
BBS9,429,108,8.601569927459024e-83,8.023501687613641e-81,0.5691993880673125
BCAM,133,27,1.6881421643287515e-19,1.2902045304778213e-18,0.18869624341322455
BCAP29,430,157,2.2508886841661058e-58,6.079828463814133e-57,0.47854835968043513
BCAS1,175,43,5.78929572605286e-23,6.502890292734618e-22,0.23418323984361722
BCAS4,176,42,1.0972396149919154e-23,1.3882345861793248e-22,0.2378718340982492
BCAT2,128,25,3.7065885529755316e-19,2.77218859006905e-18,0.1834608193098759
BCKDHA,140,30,6.770176195845165e-20,5.265380948172071e-19,0.19564847866734658
BCL3,135,27,4.914818791520843e-20,3.870516445257474e-19,0.19229984701682817
BCL7B,434,112,2.889720454485779e-83,3.16772421791733e-81,0.5706612272650009
BEST2,180,47,1.545388143194862e-22,1.5929059117707919e-21,0.2356450790413055
BET1,437,143,2.5125595154171567e-68,9.293994778949472e-67,0.5175760666326703
BFSP1,178,42,3.127407179905453e-24,4.385378247228767e-23,0.2414754377018528
BHLHA15,432,148,1.9898356980671434e-63,6.8697362100166345e-62,0.4991330953595105
BHLHE23,176,45,2.3903890135738236e-22,2.3602144777022803e-21,0.23221145673975863
BIRC7,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
BIRC8,139,27,4.049550206094644e-21,3.365586330665709e-20,0.19950705422403536
BLACE,432,160,5.4680174912655745e-58,1.4306391408332123e-56,0.47649158592554824
BLCAP,178,42,3.127407179905453e-24,4.385378247228767e-23,0.2414754377018528
BLOC1S3,134,25,8.698779252449166e-21,7.146513501820655e-20,0.1942716301206867
BLVRA,417,108,1.261758675891612e-76,5.556918414821181e-75,0.5475777664456909
BLVRB,144,29,1.8403793377362896e-21,1.5650519192595467e-20,0.20474247832738401
BMP2,175,42,2.0478827333554446e-23,2.462378133669501e-22,0.2360700322964474
BMP7,176,45,2.3903890135738236e-22,2.3602144777022803e-21,0.23221145673975863
BMPER,429,108,8.601569927459024e-83,8.023501687613641e-81,0.5691993880673125
BPGM,437,162,3.029168415749397e-59,8.867846251018412e-58,0.4817270100288968
BPIFA1,180,40,9.832075142871e-26,1.647969916245945e-24,0.2488526262111168
BPIFA2,180,40,9.832075142871e-26,1.647969916245945e-24,0.2488526262111168
BPIFA4P,180,40,9.832075142871e-26,1.647969916245945e-24,0.2488526262111168
BPIFB1,180,40,9.832075142871e-26,1.647969916245945e-24,0.2488526262111168
BPIFB2,179,40,1.8749027654032004e-25,3.0705877569056995e-24,0.24705082440931497
BPIFB3,179,40,1.8749027654032004e-25,3.0705877569056995e-24,0.24705082440931497
BPIFB4,180,40,9.832075142871e-26,1.647969916245945e-24,0.2488526262111168
BPIFB6,179,40,1.8749027654032004e-25,3.0705877569056995e-24,0.24705082440931497
BRAF,435,166,1.479583791794272e-56,3.2017852140009192e-55,0.47057623661397247
BRAT1,421,100,2.463113879137346e-83,3.1616277125542446e-81,0.5698793132755398
BRD4,179,48,7.498757286235427e-22,6.715345076009758e-21,0.23195648478667347
BRI3,432,148,1.9898356980671434e-63,6.8697362100166345e-62,0.4991330953595105
BRSK1,144,26,4.93554470428832e-23,5.645240698324599e-22,0.21040285568587458
BSG,189,56,5.329348626424898e-21,4.4000086680400836e-20,0.23488016318205
BSPH1,131,25,5.739294064696211e-20,4.498576109791634e-19,0.1888662247152813
BST2,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
BTBD2,186,51,3.3429616801203855e-22,3.210012692586186e-21,0.23890872004079552
BTBD3,177,43,1.6779817172876534e-23,2.0571370963449778e-22,0.23778684344722084
BZW2,420,103,4.874588531318647e-81,3.0002692853829283e-79,0.5624171341152473
C19orf10,179,43,4.8169822090044494e-24,6.570521236587541e-23,0.2413904470508244
C19orf12,171,33,1.0778520435808997e-26,1.9910432952642008e-25,0.2458439571647119
C19orf18,150,27,3.504347682401174e-24,4.88656392704743e-23,0.2193268740438552
C19orf33,161,30,1.1364951030309783e-25,1.8985409852412936e-24,0.23348631650518442
C19orf38,184,48,3.6682823843059286e-23,4.260654667247211e-22,0.2409654937956825
C19orf40,164,30,1.5690036663649413e-26,2.842376002589709e-25,0.23889172191058983
C19orf45,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
C19orf47,146,29,5.242488786255463e-22,4.853988692477469e-21,0.20834608193098758
C19orf48,129,27,1.9346690496399675e-18,1.403616414854736e-17,0.18148903620601736
C19orf53,181,47,8.424094433323936e-23,9.154345166400787e-22,0.23744688084310728
C19orf55,163,29,8.457945446815348e-27,1.5681657372873195e-25,0.23897671256161823
C19orf66,183,49,1.7985710726070083e-22,1.828770505647397e-21,0.23727689954105052
C19orf67,179,46,1.0487489700441541e-22,1.1091628191635992e-21,0.23573006969233384
C19orf68,131,24,1.7340811683718956e-20,1.4039046353967184e-19,0.19075301716811152
C19orf69,141,31,1.1075107673621695e-19,8.529536771407724e-19,0.19556348801631823
C19orf70,176,46,6.443587331323654e-22,5.866313127495538e-21,0.23032466428692844
C19orf71,181,44,3.9393659354722414e-24,5.40780599807332e-23,0.24310725820159784
C19orf77,182,44,2.105392316760604e-24,3.0286189476159723e-23,0.24490906000339963
C19orf81,134,26,2.85862857578604e-20,2.283557656976316e-19,0.19238483766785652
C1GALT1,422,102,1.101832284084757e-82,9.45560985279136e-81,0.5679075301716812
C20orf144,179,40,1.8749027654032004e-25,3.0705877569056995e-24,0.24705082440931497
C20orf166,176,45,2.3903890135738236e-22,2.3602144777022803e-21,0.23221145673975863
C20orf187,177,42,5.8648936655551866e-24,7.746611527643605e-23,0.23967363590005103
C20orf194,176,43,3.120540584205419e-23,3.6498659262925995e-22,0.235985041645419
C20orf195,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
C20orf197,176,46,6.443587331323654e-22,5.866313127495538e-21,0.23032466428692844
C20orf202,177,41,2.0118663024916888e-24,2.910810031870923e-23,0.24156042835288122
C20orf26,178,45,7.060126705045781e-23,7.836584098771437e-22,0.23581506034336225
C20orf27,176,43,3.120540584205419e-23,3.6498659262925995e-22,0.235985041645419
C20orf78,176,42,1.0972396149919154e-23,1.3882345861793248e-22,0.2378718340982492
C20orf85,174,45,8.014317579657137e-22,7.147210297582594e-21,0.22860785313615506
C20orf96,176,41,3.78667007685317e-24,5.2172670838698085e-23,0.23975862655107938
C3,174,45,8.014317579657137e-22,7.147210297582594e-21,0.22860785313615506
C3P1,184,49,9.842795527074249e-23,1.050597748582808e-21,0.2390787013428523
C5AR2,124,24,7.750082660993924e-19,5.699840421293181e-18,0.1781404045554989
C7orf10,421,109,6.552269147058413e-78,3.0944018254881526e-76,0.552898181200068
C7orf13,433,157,8.518043324039538e-60,2.6376077245448612e-58,0.4839537650858406
C7orf25,420,110,7.832810841513819e-77,3.5325271236592956e-75,0.5492095869454361
C7orf31,426,105,7.3249254158402e-83,7.237219072045272e-81,0.5694543600203978
C7orf33,433,163,3.8336957829131624e-57,9.02416404601454e-56,0.47263301036885946
C7orf41,429,106,6.083753641661096e-84,1.1708230305075278e-81,0.5729729729729729
C7orf57,415,106,9.914781092024309e-77,4.4184030397632367e-75,0.5477477477477477
C7orf60,430,157,2.2508886841661058e-58,6.079828463814133e-57,0.47854835968043513
C7orf62,435,133,3.0490715193108034e-72,1.1741270788976832e-70,0.5328403875573686
C7orf63,436,133,8.983175537140103e-73,3.550245532020265e-71,0.5346421893591704
C7orf65,416,106,3.0612657098854876e-77,1.423346391054497e-75,0.5495495495495495
C7orf66,429,156,2.3915600398663075e-58,6.356893571453488e-57,0.47863335033146354
C7orf71,428,105,5.7604341010335985e-84,1.1708230305075278e-81,0.5730579636240014
C7orf72,419,107,5.885742806832128e-78,2.797217894715345e-76,0.5530681625021248
C7orf76,433,146,7.3288003348716065e-65,2.5836601743920603e-63,0.5047084820669727
CA11,127,24,1.2384849961013726e-19,9.499268473672325e-19,0.1835458099609043
CABP5,130,25,1.0713707220745354e-19,8.259674283426782e-19,0.18706442291347952
CACNA1A,184,47,1.344583391186522e-23,1.675763765048895e-22,0.24285228624851268
CACNA2D1,434,125,4.398660339399265e-76,1.8982494533648898e-74,0.5461329253782083
CACNG6,140,26,6.460834939990425e-22,5.866313127495538e-21,0.20319564847866733
CACNG7,139,25,3.5787565291392446e-22,3.408101810692021e-21,0.20328063912969574
CACNG8,140,26,6.460834939990425e-22,5.866313127495538e-21,0.20319564847866733
CADPS2,430,159,1.7158626042894848e-57,4.169712717025806e-56,0.47477477477477475
CALCR,436,144,2.496072145032894e-67,8.967945328733014e-66,0.5138874723780384
CALD1,437,162,3.029168415749397e-59,8.867846251018412e-58,0.4817270100288968
CALM3,123,24,1.4214728095585723e-18,1.0327856146081586e-17,0.17633860275369712
CALN1,437,112,6.100059741004092e-85,2.0357932708977658e-82,0.5760666326704063
CALR3,177,47,9.400503717423133e-22,8.198418398853695e-21,0.2302396736359001
CALU,438,164,7.272001960520386e-59,2.0881630103842285e-57,0.4797552269250383
CAMK2B,416,109,1.4702602776918413e-75,6.066035398454965e-74,0.543889172191059
CAMSAP3,179,47,2.8280184962034106e-22,2.7507242082890425e-21,0.23384327723950366
CAPN12,159,31,1.4345505522413536e-24,2.1894390440610416e-23,0.22799592044875067
CAPNS1,165,29,2.215482633235657e-27,4.315449829563307e-26,0.24258031616522185
CAPS,175,45,4.382294479617163e-22,4.1210581399430525e-21,0.23040965493795684
CAPZA2,431,160,1.608562331086018e-57,3.9280307460568814e-56,0.47468978412374635
CARD11,421,99,6.236905209788401e-84,1.1708230305075278e-81,0.5717661057283699
CARD8,131,24,1.7340811683718956e-20,1.4039046353967184e-19,0.19075301716811152
CARM1,185,48,1.9913269572794666e-23,2.437306295389e-22,0.24276729559748428
CASD1,439,144,7.153544904868331e-69,2.6724362532664823e-67,0.5192928777834438
CASP14,177,48,2.4640590896967415e-21,2.068487390109875e-20,0.2283528811830699
