Gene,GBM_loss,LGG_loss,pval,FDR,freq_diff
RNASE11,144,53,6.5876857118393845e-12,3.908381309765057e-11,0.15945945945945947
RNASE12,143,52,5.324953986211923e-12,3.1692337076416607e-11,0.15954445011048782
RNASE13,142,53,1.6810926679566325e-11,9.7428140656036e-11,0.15585585585585585
RNASE7,143,53,1.0539874923044792e-11,6.184765667733549e-11,0.15765765765765763
RNASE9,142,52,8.546833342011661e-12,5.0487821653047255e-11,0.15774264830868603
RNF11,18,179,3.973251414303746e-43,4.566655145039853e-42,0.3053034166241713
RNF113B,138,69,6.637243427496844e-07,2.944615202830998e-06,0.11845996940336564
RNF17,150,83,5.898917573927916e-06,2.2048653843131414e-05,0.11366649668536463
RNF175,32,85,4.456518134947548e-08,2.1935064031186785e-07,0.10271970083290838
RNF185,156,40,2.7154856207851403e-19,1.9499055925159837e-18,0.20560938296787357
RNF186,36,183,2.0225684625188006e-32,1.6067172630331793e-31,0.28041815400305964
RNF19B,18,175,1.067977692028586e-41,1.1125631684919152e-40,0.29775624681285057
RNF207,104,204,6.287407381532889e-13,3.874053883732037e-12,0.19751827298997113
RNF215,155,39,1.8522696384951918e-19,1.334522518440037e-18,0.20569437361890192
RNF219,169,86,3.037968715004159e-08,1.5136439813198168e-07,0.14224035356110828
RNF220,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
RNF31,144,56,4.7999736412681653e-11,2.707668195235838e-10,0.1537990821009689
RNF38,146,50,2.979224260357176e-13,1.856238359149129e-12,0.1687234404215536
RNF6,150,83,5.898917573927916e-06,2.2048653843131414e-05,0.11366649668536463
RNLS,469,105,5.063284204310104e-109,6.391651707323225e-107,0.6469318374978752
RNU11,22,177,2.7601057968029954e-39,2.644279928544298e-38,0.29432262451130375
RNU12,161,55,6.628812868490052e-15,4.281084561928528e-14,0.1863165051844297
RNU4ATAC11P,161,64,3.577274914451997e-12,2.1503730998358504e-11,0.169335373108958
RNU4ATAC15P,169,69,3.1475972926144816e-12,1.8973999409973816e-11,0.17431582525922149
RNU4ATAC3P,156,77,5.5471795319556255e-08,2.7152079155763244e-07,0.13579806221315657
RNU4ATAC4P,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
RNU4ATAC6P,432,75,6.378709672792363e-106,3.7576853609681134e-104,0.6368689444161143
RNU4ATAC8P,16,176,9.960604738743427e-44,1.2204584370750714e-42,0.3032466428692844
RNU6ATAC11P,425,79,6.0842186560643205e-99,1.9404911390955037e-97,0.6167091619921808
RNU6ATAC18P,46,187,2.3200193334227375e-28,1.758392049781855e-27,0.2699473057963624
RNU6ATAC27P,24,178,3.646466175980891e-38,3.3626282931605242e-37,0.2926058133605303
RNU6ATAC39P,421,76,1.2312009016984882e-98,3.8692677709863364e-97,0.6151623321434643
RNU6ATAC9P,131,70,1.1036826274764139e-05,3.9559819684921716e-05,0.10396056433792283
RNU6V,10,177,1.4570997295668478e-49,2.53339723814273e-48,0.3159442461329254
RNY1P1,149,86,2.4808555344234822e-05,8.41060975809288e-05,0.10620431752507223
RNY1P2,137,68,5.981704614522179e-07,2.667176216068631e-06,0.11854496005439402
RNY1P4,155,86,3.836300388558106e-06,1.4919128782478802e-05,0.11701512833588304
RNY1P5,179,88,2.513520812668887e-09,1.30786663137901e-08,0.1564847866734659
RNY1P7,149,81,3.6940872444571884e-06,1.442114828124633e-05,0.11563827978922317
RNY1P8,183,91,2.261322358650145e-09,1.1782720940562774e-08,0.1580316165221826
RNY3P10,184,93,4.003739486488295e-09,2.0611437479789986e-08,0.156059833418324
RNY3P2,199,96,4.38605152480045e-11,2.47882866838045e-10,0.17742648308686046
RNY3P3,167,87,9.895660708604723e-08,4.749284829541857e-07,0.13674995750467447
RNY3P4,151,82,2.868081264078727e-06,1.1397967393912868e-05,0.1173550909399966
RNY3P5,185,98,2.7173665130522336e-08,1.3615837144453185e-07,0.14842767295597484
RNY3P7,167,87,9.895660708604723e-08,4.749284829541857e-07,0.13674995750467447
RNY3P8,148,72,7.188622637675894e-08,3.4789783912102865e-07,0.13081761006289308
RNY3P9,182,87,4.599957715118653e-10,2.462600313489394e-09,0.1637769845317015
RNY4P24,202,98,3.564216070739801e-11,2.0296305464235515e-10,0.1790583035866055
RNY4P26,465,104,6.365984987765353e-107,5.1138944645032686e-105,0.6416114227434981
RNY4P28,188,97,5.686711959047837e-09,2.915555871973263e-08,0.15571987081421043
RNY4P29,192,97,1.2234234021402663e-09,6.4643919616430105e-09,0.16292707802141768
RNY4P30,203,97,1.381498716751641e-11,8.062499503901767e-11,0.18274689784123746
RNY4P31,185,98,2.7173665130522336e-08,1.3615837144453185e-07,0.14842767295597484
RNY5P1,16,174,5.268598984308307e-43,5.97319954281354e-42,0.299473057963624
RNY5P8,129,68,9.313132506605237e-06,3.37764066910246e-05,0.10413054563997962
ROR1,7,176,1.3246190085019777e-52,2.6045061185493077e-51,0.3194628590855006
RPA2,29,178,9.344218982090102e-35,7.637043392217493e-34,0.2835968043515213
RPAP2,30,178,4.093270686892357e-34,3.3040898580600215e-33,0.2817950025497195
RPE65,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
RPF1,17,178,1.3346232349190734e-43,1.6103381714822746e-42,0.3052184259731429
RPGRIP1,145,53,4.104813252489907e-12,2.4665001871561354e-11,0.16126126126126125
RPL10L,126,59,4.5297022255538756e-07,2.060726433442469e-06,0.1157062723100459
RPL11,45,186,1.4671762257919092e-28,1.1131273365578818e-27,0.269862315145334
RPL21,149,85,1.7224368632818847e-05,5.977003132414062e-05,0.10809110997790242
RPL22,104,203,9.85717543077311e-13,6.043856706982599e-12,0.19563148053714094
RPL28,56,257,1.6024741574761293e-46,2.4315522013743855e-45,0.3840047594764576
RPL3,152,47,1.3143737098396658e-15,8.74038152687537e-15,0.185194628590855
RPL5,35,179,1.0084304059062006e-31,7.9395396003789e-31,0.2746727859935407
RPP25L,152,58,4.50211794879173e-12,2.6998329671357032e-11,0.1644399116097229
RPP30,462,104,6.802555145154992e-105,3.254394375494213e-103,0.6362060173380928
RPPH1,142,53,1.6810926679566325e-11,9.7428140656036e-11,0.15585585585585585
RPS11,60,239,3.8764022214696325e-38,3.542050740323408e-37,0.342835288118307
RPS19,47,225,3.6266909070898552e-40,3.5889427408632285e-39,0.33984361720210776
RPS24,451,91,1.7281252858593246e-106,1.2788127115359002e-104,0.6409144994050655
RPS29,126,61,1.1862162820936907e-06,5.047971951731281e-06,0.11193268740438553
RPS4XP16,199,98,1.2277552801436706e-10,6.713993381258908e-10,0.17365289818120008
RPS6,278,130,2.915701200873092e-18,2.054393219489474e-17,0.25561788203297636
RPS6KA1,27,183,9.672516854828772e-38,8.695424787147684e-37,0.29663437021927586
RPS9,58,254,2.4637790774248556e-44,3.2437238651249938e-43,0.37474077851436344
RRAGA,279,131,3.1695446570285986e-18,2.2311574431997942e-17,0.25553289138194796
RRAGC,5,174,2.4514340680304948e-54,5.023934866296602e-53,0.3192928777834438
RRAS,62,240,1.7917731960606612e-37,1.5926637249244528e-36,0.3411184769675336
RRP12,460,105,6.309001692895347e-103,2.527301958151304e-101,0.6307156212816589
RSBN1,12,178,4.041665616872934e-48,6.664533578119123e-47,0.31422743498215194
RSC1A1,34,184,6.7133749443326605e-34,5.4103175114680916e-33,0.28590855005949345
RSG1,29,184,5.421622312362036e-37,4.740605959039726e-36,0.2949175590685024
RSPH6A,59,242,1.1892368160900942e-39,1.1540513857432425e-38,0.35029746727859934
RSU1,425,77,2.617167529337628e-100,8.99658824386953e-99,0.6204827468978412
RTCB,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
RTKN2,451,83,5.521010855795066e-112,9.99236446695825e-110,0.656008839027707
RTN2,56,241,7.055711673453645e-41,7.094437801781837e-40,0.3538160802311746
RUNX3,34,181,6.204657205773249e-33,4.96570913932476e-32,0.2802481727010029
RUSC2,147,50,1.810827356380652e-13,1.1338994809316445e-12,0.17052524222335544
RUVBL2,65,240,5.107915953867077e-36,4.2986618184308813e-35,0.33571307156212815
RWDD3,19,177,1.332636163597674e-41,1.3739780679179313e-40,0.29972802991670916
RXFP1,32,86,2.8091099354688762e-08,1.403340520472679e-07,0.10460649328573857
RXFP2,152,82,2.0610358281393363e-06,8.447716292035228e-06,0.11915689274179839
RYR1,29,207,5.226546576255558e-45,7.303551876140558e-44,0.3383137854835968
RYR3,107,45,2.962951522774067e-07,1.3720548019455003e-06,0.10788713241543431
S100PBP,16,175,2.293153084785292e-43,2.6891292458738997e-42,0.3013598504164542
SACS,150,81,2.659256153760742e-06,1.064127489126102e-05,0.11744008159102501
SAE1,65,242,1.1508977101239802e-36,9.90761341059165e-36,0.33948665646778853
SALL2,144,54,1.2942811066189085e-11,7.565249332151456e-11,0.15757266700662928
SAMD4A,130,70,1.5232331938149882e-05,5.3400254463217625e-05,0.10215876253612102
SAMD4B,32,208,2.751741331130683e-43,3.214359119459185e-42,0.3347951725310216
SAMM50,164,56,3.0615483996898196e-15,2.006569810651853e-14,0.1898351181370049
SARS2,32,206,1.3913618395492217e-42,1.5391043853982626e-41,0.3310215876253612
SAT2,67,9,2.5037632322425706e-12,1.5135425060260723e-11,0.10373958864524903
SBSN,24,196,2.053508583126749e-44,2.715475874624122e-43,0.3265680775114737
SCAF1,62,241,8.390284497146948e-38,7.56990112409258e-37,0.3430052694203638
SCARNA1,28,178,2.0710221150851905e-35,1.7216875601997637e-34,0.28539860615332313
SCARNA11,40,152,4.871175500951437e-21,3.608224771957223e-20,0.2147203807581166
SCARNA16,7,152,1.5099510292051858e-43,1.8016270342113025e-42,0.2741798402175761
SCARNA17,38,163,2.7669515905242833e-25,2.067917750888347e-24,0.23907870134285228
SCARNA24,16,138,1.8832458236742733e-30,1.451519690263465e-29,0.2315485296617372
SCEL,168,87,6.911163739315615e-08,3.3468569210831453e-07,0.1385517593064763
SCFD1,141,54,5.1538897572300805e-11,2.894270352639636e-10,0.15216726160122387
SCG5,101,43,1.0480460257389303e-06,4.502072461724396e-06,0.10084990651028387
SCGB1B2P,26,195,7.530920776247243e-43,8.480471656730591e-42,0.3210776814550399
SCGB2B2,25,195,1.4216797364707611e-43,1.7085178401011022e-42,0.32287948325684174
SCMH1,8,173,2.794542116613496e-50,5.03352657982829e-49,0.3120006799252082
SCN1B,26,197,1.4549736114366182e-43,1.7374096654213735e-42,0.3248512663607003
SCP2,12,177,1.817363593179497e-47,2.926091735985252e-46,0.31234064252932175
SCUBE1,164,57,6.510205292825788e-15,4.209914072700344e-14,0.18794832568417472
SDC3,18,174,2.4194289083149074e-41,2.4657164898715426e-40,0.2958694543600204
SDHAF1,23,196,3.4003275902303787e-45,4.773805706583248e-44,0.3283698793132755
SDHB,32,182,1.9028237221066649e-34,1.5467650407730692e-33,0.28573856875743664
SDR39U1,143,56,7.538095005895727e-11,4.1846734360149894e-10,0.15199728029916706
SEC14L2,156,39,1.0232148500669549e-19,7.468772340964915e-19,0.20749617542070375
SEC14L3,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
SEC14L4,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
SEC14L6,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
SEC23A,145,54,8.115008923425979e-12,4.801247107038403e-11,0.15937446880843106
SEC24C,460,90,4.089881080686514e-113,9.752094221281399e-111,0.6590175080741119
SEC31B,466,105,5.836754106841795e-107,4.844183436076102e-105,0.6415264320924698
SELRC1,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
SEPN1,28,182,9.988276876774235e-37,8.613312011647677e-36,0.2929457759646439
SEPT3,161,54,3.086662538212762e-15,2.0186262363531615e-14,0.18820329763725988
SEPT7P9,424,75,4.294063814303709e-101,1.521354401379017e-99,0.6224545300016998
SEPW1,60,240,1.8021533028864543e-38,1.6762815427839206e-37,0.3447220805711372
SERBP1,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
SERINC2,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
SERP2,182,91,3.335853085813676e-09,1.7238109754073973e-08,0.15622981472038075
SERPINE3,199,98,1.2277552801436706e-10,6.713993381258908e-10,0.17365289818120008
SERTAD1,38,213,4.1168895318175047e-41,4.161770830885771e-40,0.3334183239843618
SERTAD3,38,213,4.1168895318175047e-41,4.161770830885771e-40,0.3334183239843618
SERTM1,169,86,3.037968715004159e-08,1.5136439813198168e-07,0.14224035356110828
SETDB2,199,97,7.365903219406403e-11,4.09665302339589e-10,0.17553969063403027
SEZ6L,145,38,1.3511520877632633e-17,9.436079340948275e-17,0.1895631480537141
SF3A1,155,38,6.892414624696707e-20,5.060501099325216e-19,0.2075811660717321
SF3A3,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
SFI1,156,40,2.7154856207851403e-19,1.9499055925159837e-18,0.20560938296787357
SFMBT2,424,80,1.110379739236791e-97,3.18322985549906e-96,0.6130205677375489
SFN,28,183,4.657625561439556e-37,4.082079999063303e-36,0.2948325684174741
SFPQ,13,174,1.1229398408166277e-45,1.611155901504048e-44,0.3048784633690294
SFR1,465,113,3.055399085487194e-101,1.087635191047124e-99,0.6246302906680266
SFRP5,462,104,6.802555145154992e-105,3.254394375494213e-103,0.6362060173380928
SFTA1P,422,78,7.274418303382569e-98,2.1177579797173055e-96,0.6131905490396057
SFTA3,140,55,1.5348750827054512e-10,8.33582555762881e-10,0.14847866734659185
SFXN2,463,108,4.947587474737905e-103,1.987236872874674e-101,0.6304606493285738
SGCG,151,82,2.868081264078727e-06,1.1397967393912868e-05,0.1173550909399966
SGIP1,9,176,2.7553420287876724e-50,5.02925248559519e-49,0.31585925548189697
SGPL1,459,89,3.889215416279328e-113,9.752094221281399e-111,0.6591024987251403
SGSM1,142,39,1.8414950833792091e-16,1.2637249494071484e-15,0.1822709501954785
SGSM3,153,50,8.587587261105248e-15,5.4988378446855507e-14,0.18133605303416625
SH2D4B,455,97,4.576911538179053e-105,2.2766346068386e-103,0.6368009518952915
SH2D5,36,183,2.0225684625188006e-32,1.6067172630331793e-31,0.28041815400305964
SH3BGRL3,29,182,2.545846120802207e-36,2.155789201053594e-35,0.29114397416284205
SH3BP1,152,46,5.739227794302826e-16,3.871337221644233e-15,0.1870814210436852
SH3D21,13,174,1.1229398408166277e-45,1.611155901504048e-44,0.3048784633690294
SH3GL2,264,128,7.057993018121488e-16,4.756624994087976e-15,0.23416624171341155
SH3GLB1,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
SH3PXD2A,466,113,6.639588900050272e-102,2.4749355944554633e-100,0.6264320924698283
SHANK1,62,246,1.812486083966933e-39,1.7453311508558507e-38,0.35243923168451474
SHB,146,52,1.264330049885554e-12,7.72691863685142e-12,0.16494985551589322
SHBG,67,9,2.5037632322425706e-12,1.5135425060260723e-11,0.10373958864524903
SHISA2,150,83,5.898917573927916e-06,2.2048653843131414e-05,0.11366649668536463
SHISA7,56,257,1.6024741574761293e-46,2.4315522013743855e-45,0.3840047594764576
SHOC2,465,119,1.389691414544812e-97,3.968810728002313e-96,0.6133095359510454
SIAH3,189,93,5.640746538304912e-10,3.005863586321972e-09,0.16506884242733302
SIGLEC10,64,249,1.8161905633671608e-39,1.7466590680474705e-38,0.3544960054394017
SIGLEC12,63,249,5.6838076281705455e-40,5.5551176441364955e-39,0.35629780724120347
SIGLEC14,66,249,1.7872782275169444e-38,1.6634754357967495e-37,0.35089240183579806
SIGLEC22P,66,248,3.8240920050237555e-38,3.5070518986243504e-37,0.3490056093829679
SIGLEC5,66,249,1.7872782275169444e-38,1.6634754357967495e-37,0.35089240183579806
SIGLEC6,65,249,5.7321689353946184e-39,5.45336553182381e-38,0.35269420363759985
SIGLEC7,66,248,3.8240920050237555e-38,3.5070518986243504e-37,0.3490056093829679
SIGLEC8,64,249,1.8161905633671608e-39,1.7466590680474705e-38,0.3544960054394017
SIGLECL1,66,248,3.8240920050237555e-38,3.5070518986243504e-37,0.3490056093829679
SIKE1,11,177,1.692690468599319e-48,2.8474351869315757e-47,0.31414244433112354
SIPA1L3,29,205,2.730231760897064e-44,3.5694988261266923e-43,0.33454020057793643
SIRT1,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
SIRT2,31,206,2.927535185832623e-43,3.409103376866486e-42,0.33282338942716305
SIT1,146,50,2.979224260357176e-13,1.856238359149129e-12,0.1687234404215536
SKINTL,8,179,1.4239422820940669e-52,2.7924883761902185e-51,0.3233214346421893
SLAIN1,168,87,6.911163739315615e-08,3.3468569210831453e-07,0.1385517593064763
SLC10A2,134,67,1.0973328261520186e-06,4.696334391582799e-06,0.1150263471018188
SLC12A6,108,46,3.4777092838635023e-07,1.6010465480293451e-06,0.10780214176440593
SLC15A1,138,70,1.0443154231988857e-06,4.4873301737110014e-06,0.11657317695053546
SLC16A1,11,178,7.206033707273123e-49,1.2259234241297494e-47,0.3160292367839537
SLC16A12,467,104,2.7229557397748745e-108,3.0755068513457268e-106,0.6452150263471017
SLC16A8,149,46,2.8548407562066988e-15,1.875182240478226e-14,0.1816760156382798
SLC16A9,451,83,5.521010855795066e-112,9.99236446695825e-110,0.656008839027707
SLC18A2,471,130,7.327050371252907e-95,1.9412160613220666e-93,0.6033656297807242
SLC18A3,441,83,8.215595517488074e-106,4.63964946856037e-104,0.637990821009689
SLC1A1,210,120,5.6297969354110745e-08,2.7475896544426625e-07,0.15196328403875575
SLC1A7,10,176,3.449587032012365e-49,5.935818601934679e-48,0.3140574536800952
SLC22A15,11,176,3.9703071596801074e-48,6.604867569514349e-47,0.31225565187829335
SLC22A17,142,55,6.244971889245948e-11,3.4861377822464746e-10,0.15208227095019547
SLC24A2,309,137,1.1898887272354184e-23,8.875128331941635e-23,0.2982661907190209
SLC25A17,156,50,1.7992854977823394e-15,1.1896508251622492e-14,0.18674145843957166
SLC25A18,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
SLC25A21,143,54,2.0578919365831797e-11,1.1853394429199587e-10,0.15577086520482744
SLC25A24,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
SLC25A24P1,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
SLC25A30,185,93,2.7228338651993484e-09,1.4138406610101837e-08,0.15786163522012578
SLC25A33,89,197,2.136194489572652e-15,1.4080699263870284e-14,0.21133775284718678
SLC25A34,33,184,1.7012085374675207e-34,1.3851249132703034e-33,0.28771035186129523
SLC25A3P1,10,176,3.449587032012365e-49,5.935818601934679e-48,0.3140574536800952
SLC25A51,145,51,1.0076051063138472e-12,6.173019537947232e-12,0.16503484616692163
SLC29A3,458,88,3.672479280142371e-113,9.752094221281399e-111,0.6591874893761687
SLC2A1,4,173,2.7111463591898794e-55,5.656505639965329e-54,0.31920788713241544
SLC2A11,137,40,6.712730796877736e-15,4.3296969527993716e-14,0.1713751487336393
SLC2A7,94,199,1.8531421890406862e-14,1.1745950195683203e-13,0.20610232874383821
SLC30A7,15,177,5.770670465334055e-45,7.960239828305618e-44,0.30693523712391635
SLC35A3,14,177,7.285112637380047e-46,1.0594091194455281e-44,0.30873703892571813
SLC35D1,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
SLC35E4,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
SLC35G1,464,103,6.922980860575577e-107,5.4165113795607455e-105,0.6416964133945267
SLC39A12,428,77,4.2875801971786066e-102,1.6472641872638626e-100,0.6258881523032467
SLC39A2,143,52,5.324953986211923e-12,3.1692337076416607e-11,0.15954445011048782
SLC44A3,20,177,8.215886443710639e-41,8.216980436579309e-40,0.2979262281149073
SLC44A5,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
SLC45A1,104,203,9.85717543077311e-13,6.043856706982599e-12,0.19563148053714094
SLC46A3,148,81,5.113320947506637e-06,1.9505410683962597e-05,0.11383647798742139
SLC5A1,155,38,6.892414624696707e-20,5.060501099325216e-19,0.2075811660717321
SLC5A4,155,39,1.8522696384951918e-19,1.334522518440037e-18,0.20569437361890192
SLC5A9,8,179,1.4239422820940669e-52,2.7924883761902185e-51,0.3233214346421893
SLC6A16,61,239,1.2241215400962563e-37,1.0906734149066407e-36,0.3410334863165052
SLC6A17,10,178,6.145671717848907e-50,1.091256271223715e-48,0.31783103858575557
SLC6A9,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
SLC7A1,154,79,2.879025186439276e-07,1.3393842164970827e-06,0.12842087370389257
SLC7A10,27,193,1.9565902830722574e-41,2.0021729722283006e-40,0.31550229474757774
SLC7A8,142,54,3.2618299570709276e-11,1.8630878180653795e-10,0.15396906340302566
SLC7A9,26,191,1.96237069426397e-41,2.0053559570907044e-40,0.31353051164371915
SLC8A2,63,240,5.542155841748052e-37,4.823537952186514e-36,0.3393166751657318
SLC9A1,28,183,4.657625561439556e-37,4.082079999063303e-36,0.2948325684174741
SLIT1,464,105,1.3292126869129758e-105,7.260884721020626e-104,0.6379228284888663
SLITRK1,161,85,3.411713661679106e-07,1.571627188768584e-06,0.12971273159952404
SLITRK5,159,82,1.8503210623549022e-07,8.718796423681097e-07,0.13176950535441104
SLITRK6,158,82,2.637950828034478e-07,1.231043719749423e-06,0.1299677035526092
SMAD9,171,86,1.4432807753007217e-08,7.339527354965281e-08,0.1458439571647119
SMAP2,8,173,2.794542116613496e-50,5.03352657982829e-49,0.3120006799252082
SMARCA2,202,122,1.6660736436986919e-06,6.923307960066874e-06,0.13377528471868094
SMARCB1,137,40,6.712730796877736e-15,4.3296969527993716e-14,0.1713751487336393
SMC1B,165,59,1.722606542365137e-14,1.0932401976936665e-13,0.18597654258031618
SMC3,465,118,3.4710729978793825e-98,1.034572590756827e-96,0.6151963284038755
SMDT1,161,54,3.086662538212762e-15,2.0186262363531615e-14,0.18820329763725988
SMG9,50,235,7.018291732624568e-42,7.367489755938942e-41,0.3533061363250043
SMIM12,15,175,3.107791871053389e-44,4.010760265203093e-43,0.303161652218256
SMIM17,55,255,2.3068029223782576e-46,3.451473456171931e-45,0.38203297637259903
SMIM2,183,91,2.261322358650145e-09,1.1782720940562774e-08,0.1580316165221826
SMNDC1,465,117,8.61277384344676e-99,2.7238123931843626e-97,0.6170831208567058
SMPDL3B,29,178,9.344218982090102e-35,7.637043392217493e-34,0.2835968043515213
SMU1,173,72,3.2361594092752678e-12,1.946879721511136e-11,0.1758626551079381
SNAPC3,242,125,3.2092570658581836e-12,1.932242871475817e-11,0.20018697943226244
SNCG,463,103,3.3038954033141596e-106,2.1119624148334173e-104,0.6398946115927249
SNHG12,23,177,1.509760651255399e-38,1.4104244094004106e-37,0.2925208227095019
SNORA12,93,18,7.410806313944454e-14,4.665764142836279e-13,0.1336053034166242
SNORA14,423,79,8.996070855556332e-98,2.598826469080139e-96,0.6131055583885773
SNORA17,354,94,7.309791932858118e-56,1.5465872452872487e-54,0.4604793472718002
SNORA30,117,29,1.6318990189055668e-14,1.0365491358139292e-13,0.15609382967873536
SNORA55,6,174,4.680977869041048e-53,9.388204212114101e-52,0.317491075981642
SNORA59A,46,188,1.175059343813465e-28,8.924035117677386e-28,0.2718340982491926
SNORA71,212,26,3.8210391912662355e-44,4.9143536584932694e-43,0.33292537820839707
SNORD103B,16,174,5.268598984308307e-43,5.97319954281354e-42,0.299473057963624
SNORD111,25,195,1.4216797364707611e-43,1.7085178401011022e-42,0.32287948325684174
SNORD115,340,59,2.6454369240506814e-70,5.852688287642023e-69,0.5012918578956315
SNORD116,106,47,1.2953055139231496e-06,5.48733204460055e-06,0.10231174570797212
SNORD121A,161,63,1.868349190427555e-12,1.1362891311175196e-11,0.17122216556178818
SNORD121B,161,63,1.868349190427555e-12,1.1362891311175196e-11,0.17122216556178818
SNORD125,150,39,2.0567410302313374e-18,1.4518967930514637e-17,0.19668536460989294
SNORD2,312,57,4.765034653894424e-60,1.0526522142765006e-58,0.45461499235084146
SNORD22,151,74,8.62076017605445e-08,4.1653605456638777e-07,0.1324494305626381
SNORD27,219,124,1.2228181338397896e-08,6.228950154812248e-08,0.16063233044365122
SNORD31,128,63,1.4707817544641542e-06,6.138819637906217e-06,0.11176270610232875
SNORD37,196,81,3.009266189562386e-14,1.902575618670293e-13,0.20032296447390788
SNORD39,199,55,5.206191400435987e-24,3.885117099719294e-23,0.2547849736528982
SNORD42,148,38,2.445653783671349e-18,1.72481742433385e-17,0.1949685534591195
SNORD44,125,59,6.566042293491356e-07,2.9147484436414643e-06,0.1139044705082441
SNORD45,74,13,7.388385415108056e-12,4.381694658734829e-11,0.10880503144654088
SNORD58,131,58,3.943735536571737e-08,1.9507011929661058e-07,0.1266020737718851
SNORD60,469,134,2.7731277482960744e-91,6.399066825638039e-90,0.5922148563657998
SNORD9,143,54,2.0578919365831797e-11,1.1853394429199587e-10,0.15577086520482744
SNORD98,462,89,3.556906005204186e-115,6.678980251272161e-112,0.6645079041305457
SNRNP40,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
SNRPA,43,217,9.806996163628444e-40,9.541495878887727e-39,0.3319564847866735
SNRPD3,143,39,1.0595543627438848e-16,7.314625752361506e-16,0.1840727519972803
SNX18P3,138,52,5.49783609198134e-11,3.080510771120615e-10,0.15053544110147885
SNX6,140,54,8.11771969233195e-11,4.4948170003026375e-10,0.15036545979942204
SNX7,15,178,2.4790736696249383e-45,3.49349387102306e-44,0.30882202957674654
SOHLH2,171,86,1.4432807753007217e-08,7.339527354965281e-08,0.1458439571647119
SORBS1,466,104,1.3216827688006667e-107,1.306205167955501e-105,0.6434132245452999
SORCS1,466,114,2.7606269528303824e-101,9.873842401290002e-100,0.624545300016998
SORCS3,466,115,1.1401375864188819e-100,3.9372751317665385e-99,0.622658507564168
SORT1,10,177,1.4570997295668478e-49,2.53339723814273e-48,0.3159442461329254
SOS2,127,61,8.257420030954295e-07,3.599621697765392e-06,0.11373448920618731
SOX1,126,59,4.5297022255538756e-07,2.060726433442469e-06,0.1157062723100459
SOX6,70,129,6.589395019777727e-07,2.924250871110813e-06,0.11727010028896823
SPACA4,65,239,1.0716445822774263e-35,8.973380666093365e-35,0.33382627910929796
SPACA7,126,61,1.1862162820936907e-06,5.047971951731281e-06,0.11193268740438553
SPAG17,16,175,2.293153084785292e-43,2.6891292458738997e-42,0.3013598504164542
SPAG6,431,76,1.3283070730281784e-104,6.02834708490311e-103,0.6331803501614822
SPAG8,145,50,4.886945046142053e-13,3.0210571392241118e-12,0.16692163861975182
SPATA1,17,178,1.3346232349190734e-43,1.6103381714822746e-42,0.3052184259731429
SPATA13,153,83,2.2242162122313304e-06,9.042537466884721e-06,0.11907190209077004
SPATA21,31,185,4.716049507371985e-36,3.9889918749854705e-35,0.29320074791772904
SPATA42,10,177,1.4570997295668478e-49,2.53339723814273e-48,0.3159442461329254
SPATA6,9,180,8.370294604368632e-52,1.6079100453558259e-50,0.3234064252932177
SPATA6L,210,120,5.6297969354110745e-08,2.7475896544426625e-07,0.15196328403875575
SPECC1L,143,40,2.6394748330209206e-16,1.7965650630557442e-15,0.1821859595444501
SPEN,31,184,1.0130266976139875e-35,8.506253242905153e-35,0.29131395546489885
SPERT,186,93,1.8457812586041216e-09,9.694869254108782e-09,0.15966343702192762
SPG20,171,86,1.4432807753007217e-08,7.339527354965281e-08,0.1458439571647119
SPINK4,169,69,3.1475972926144816e-12,1.8973999409973816e-11,0.17431582525922149
SPINT2,29,206,1.1959070752243658e-44,1.6155500075557936e-43,0.3364269930307666
SPOCD1,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
SPOCK2,461,88,3.3908998131137096e-115,6.678980251272161e-112,0.664592894781574
SPRED1,111,50,9.276167284655234e-07,3.997320279692798e-06,0.10566037735849057
