Gene,GBM_loss,LGG_loss,pval,FDR,freq_diff
CYP2B6,45,217,1.3583887038265946e-38,1.2713841189335267e-37,0.3283528811830699
CYP2B7P1,46,217,4.920220915018249e-38,4.4794883991154024e-37,0.3265510793812681
CYP2C18,467,104,2.7229557397748745e-108,3.0755068513457268e-106,0.6452150263471017
CYP2C8,466,104,1.3216827688006667e-107,1.306205167955501e-105,0.6434132245452999
CYP2C9,466,104,1.3216827688006667e-107,1.306205167955501e-105,0.6434132245452999
CYP2D6,159,54,8.600577333083876e-15,5.50480923296063e-14,0.1845996940336563
CYP2F1,44,216,8.015328811965118e-39,7.59182026565826e-38,0.32826789053204153
CYP2G1P,45,217,1.3583887038265946e-38,1.2713841189335267e-37,0.3283528811830699
CYP2J2,7,176,1.3246190085019777e-52,2.6045061185493077e-51,0.3194628590855006
CYP2S1,45,217,1.3583887038265946e-38,1.2713841189335267e-37,0.3283528811830699
CYP4B1,7,176,1.3246190085019777e-52,2.6045061185493077e-51,0.3194628590855006
CYP4X1,5,176,4.01306338436073e-55,8.269442820283523e-54,0.32306646268910416
CYP4Z1,5,176,4.01306338436073e-55,8.269442820283523e-54,0.32306646268910416
CYP4Z2P,5,176,4.01306338436073e-55,8.269442820283523e-54,0.32306646268910416
CYR61,16,177,4.3177227202978824e-44,5.5060127932355506e-43,0.30513343532211457
CYSLTR2,199,95,2.591911386732528e-11,1.488367463742203e-10,0.17931327553969065
CYTH4,152,45,2.465860942762581e-16,1.680678905725022e-15,0.18896821349651538
DAB1,13,177,8.648118830176746e-47,1.3434544060694425e-45,0.31053884072751997
DACH1,183,92,3.656781010627292e-09,1.886406742501483e-08,0.1561448240693524
DACT3,63,241,2.608196374782768e-37,2.308799407306231e-36,0.34120346761856196
DAOA,132,63,3.449029138860009e-07,1.588329727895618e-06,0.11896991330953596
DBP,65,240,5.107915953867077e-36,4.2986618184308813e-35,0.33571307156212815
DCAF10,145,51,1.0076051063138472e-12,6.173019537947232e-12,0.16503484616692163
DCAF11,144,56,4.7999736412681653e-11,2.707668195235838e-10,0.1537990821009689
DCAF12,159,62,2.449836392412788e-12,1.4833310071271623e-11,0.1695053544110148
DCHS2,34,87,7.153378837159903e-08,3.46303760527928e-07,0.10288968213496515
DCLK1,170,86,2.0973405156978084e-08,1.0558394513006862e-07,0.14404215536291007
DCLRE1C,424,77,1.0203473077059256e-99,3.4290060976193323e-98,0.6186809450960394
DCT,151,73,5.3425782342922236e-08,2.6193280102982304e-07,0.1343362230154683
DCUN1D2,123,62,5.369216386939798e-06,2.0372914514930446e-05,0.10464048954614993
DDAH1,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
DDHD1,128,66,5.5847002304945676e-06,2.1115873864205736e-05,0.10610232874383818
DDI2,34,185,3.1836976222991798e-34,2.5768052630483986e-33,0.28779534251232364
DDIT4,461,88,3.3908998131137096e-115,6.678980251272161e-112,0.664592894781574
DDX17,152,45,2.465860942762581e-16,1.680678905725022e-15,0.18896821349651538
DDX50,459,89,3.889215416279328e-113,9.752094221281399e-111,0.6591024987251403
DDX58,191,79,9.316024795761445e-14,5.855452907193658e-13,0.19508754037055923
DEDD2,47,230,7.026356151411604e-42,7.370804616376055e-41,0.3492775794662587
DENND2C,12,177,1.817363593179497e-47,2.926091735985252e-46,0.31234064252932175
DENND4C,286,132,1.4123241305491474e-19,1.02690866839832e-18,0.26625871154173036
DEPDC5,157,41,3.948239220204953e-19,2.828347618784874e-18,0.20552439231684516
DESI1,160,52,1.0851828092020346e-15,7.222692139934852e-15,0.19017508074111847
DFFB,71,196,1.1910183991706094e-20,8.813536153862509e-20,0.24188339282678903
DGKH,181,91,4.905058268215095e-09,2.519965297712967e-08,0.15442801291857897
DHCR24,7,175,3.2203795423770618e-52,6.250199158344731e-51,0.3175760666326704
DHDDS,27,183,9.672516854828772e-38,8.695424787147684e-37,0.29663437021927586
DHDH,65,239,1.0716445822774263e-35,8.973380666093365e-35,0.33382627910929796
DHRS1,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
DHRS12,201,98,5.39941708476351e-11,3.026494158481994e-10,0.1772565017848037
DHRS2,143,57,1.4149326574592874e-10,7.71230710462751e-10,0.15011048784633688
DHRS3,47,187,7.141198720683895e-28,5.393418158980064e-27,0.2681455039945606
DHRS4,143,57,1.4149326574592874e-10,7.71230710462751e-10,0.15011048784633688
DHRS4L1,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
DHTKD1,421,76,1.2312009016984882e-98,3.8692677709863364e-97,0.6151623321434643
DHX34,66,240,1.522610953753424e-35,1.2699978760290913e-34,0.33391126976032637
DIAPH3,191,97,1.8049601973203658e-09,9.490413750138794e-09,0.16112527621961584
DIO1,10,176,3.449587032012365e-49,5.935818601934679e-48,0.3140574536800952
DIP2C,426,83,7.829792201356699e-97,2.166098313973855e-95,0.610963793982662
DIRAS3,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
DIS3,184,91,1.5279769339316566e-09,8.056605651639644e-09,0.15983341832398437
DKFZP667F0711,423,78,1.8949362660468105e-98,5.762294046266233e-97,0.6149923508414075
DKK1,445,84,2.3309887294158682e-107,2.174913831881067e-105,0.643311235764066
DKKL1,61,239,1.2241215400962563e-37,1.0906734149066407e-36,0.3410334863165052
DLEU1,202,98,3.564216070739801e-11,2.0296305464235515e-10,0.1790583035866055
DLEU2L,7,176,1.3246190085019777e-52,2.6045061185493077e-51,0.3194628590855006
DLG5,454,92,9.265771613268604e-108,9.942172941037213e-106,0.6444331123576407
DLGAP3,13,175,4.787304893412071e-46,7.064331444875848e-45,0.3067652558218596
DLGAP5,129,70,2.0944069036300458e-05,7.176592268779778e-05,0.10035696073431924
DLL3,32,210,5.39410558854648e-44,6.809265054718085e-43,0.33856875743668197
DMAP1,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
DMBT1,471,132,1.0115847475138725e-93,2.545398002873265e-92,0.5995920448750638
DMC1,152,46,5.739227794302826e-16,3.871337221644233e-15,0.1870814210436852
DMKN,25,196,6.21840595036943e-44,7.752107401365111e-43,0.3247662757096719
DMPK,59,241,2.58513262829221e-39,2.482983525716469e-38,0.34841067482576915
DMRT1,206,124,9.753068862456887e-07,4.196808950209893e-06,0.13720890702022775
DMRT2,203,122,1.2185443502343488e-06,5.1782102487186386e-06,0.13557708652048273
DMRTA1,358,149,7.980882649903732e-34,6.428354915112808e-33,0.3639129695733469
DMRTA2,13,180,6.539932655688562e-48,1.0760445602820764e-46,0.31619921808601054
DMRTC2,47,224,7.921727941466111e-40,7.722271066625822e-39,0.3379568247492776
DMWD,59,242,1.1892368160900942e-39,1.1540513857432425e-38,0.35029746727859934
DNA2,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
DNAAF3,55,255,2.3068029223782576e-46,3.451473456171931e-45,0.38203297637259903
DNAI1,156,58,6.829982447424054e-13,4.206641915752527e-12,0.17164711881693015
DNAJA1,173,72,3.2361594092752678e-12,1.946879721511136e-11,0.1758626551079381
DNAJB12,460,88,1.628940032584891e-114,1.681095672556297e-111,0.6627910929797722
DNAJB5,147,53,1.57921363391982e-12,9.635640620935635e-12,0.16486486486486487
DNAJC1,429,77,1.0780438931180533e-102,4.2729222592135616e-101,0.6276899541050485
DNAJC11,100,201,2.5494786447809936e-13,1.5924435842785898e-12,0.19906510283868778
DNAJC12,460,90,4.089881080686514e-113,9.752094221281399e-111,0.6590175080741119
DNAJC16,35,185,1.234082503575812e-33,9.924190240211909e-33,0.28599354071052185
DNAJC3,146,73,2.4041933685007057e-07,1.1244020168623163e-06,0.12532721400645927
DNAJC6,6,175,1.9115745126271304e-53,3.859633377511391e-52,0.3193778684344722
DNAJC8,30,178,4.093270686892357e-34,3.3040898580600215e-33,0.2817950025497195
DNAL4,154,45,8.24004610253875e-17,5.696363209955688e-16,0.192571817100119
DNALI1,9,174,1.5665196295191444e-49,2.7079698359765923e-48,0.3120856705762366
DNASE2B,18,178,9.07437527637184e-43,1.0089953027509829e-41,0.30341662417134113
DNMBP,467,106,5.331769634944128e-107,4.683850494510567e-105,0.6414414414414413
DNTT,467,105,1.2089754924157703e-107,1.2439198525390207e-105,0.6433282338942716
DOCK1,469,135,1.0017575804337028e-90,2.2904722029338026e-89,0.5903280639129695
DOCK7,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
DOCK9,139,68,2.9054714431091576e-07,1.3508508826488941e-06,0.12214856365799762
DPCD,465,107,5.289097585188952e-105,2.5964975138793605e-103,0.6359510453850077
DPF1,28,205,5.3228686035055604e-45,7.420127034574301e-44,0.33634200237973827
DPH6,110,48,4.7332487677936286e-07,2.1455299634820727e-06,0.10763216046234915
DPRX,59,252,4.336899143067544e-43,4.980802670272221e-42,0.3691653918069012
DPY19L3,25,190,1.4866115860542398e-41,1.5264442409915783e-40,0.3134455209926908
DPYD,16,179,8.063966811005472e-45,1.1002444090365504e-43,0.30890702022777494
DPYSL4,465,134,1.0327008592977264e-88,2.318868805436539e-87,0.5850076491585925
DR1,28,179,9.73442934012357e-36,8.187603446099455e-35,0.2872853986061533
DRAXIN,45,188,3.72814818533466e-29,2.8442987323563868e-28,0.27363590005099436
DRG1,155,40,4.883650629726939e-19,3.488454577259062e-18,0.20380758116607173
DRGX,441,83,8.215595517488074e-106,4.63964946856037e-104,0.637990821009689
DTD2,143,55,3.96454785898368e-11,2.243142671851331e-10,0.15388407275199725
DUSP5,464,119,6.171362497998521e-97,1.7104466318253465e-95,0.6115077341492436
DYDC1,455,97,4.576911538179053e-105,2.2766346068386e-103,0.6368009518952915
DYRK1B,33,212,5.039461337091922e-44,6.372288569511352e-43,0.34054054054054056
DZIP1,146,73,2.4041933685007057e-07,1.1244020168623163e-06,0.12532721400645927
E2F2,41,185,2.624683476908847e-30,2.016777247576711e-29,0.27518272989971104
EAPP,141,54,5.1538897572300805e-11,2.894270352639636e-10,0.15216726160122387
EBF3,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
EBLN1,430,76,5.3676212472517015e-104,2.290693362960655e-102,0.6313785483596804
EBNA1BP2,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
EBPL,199,97,7.365903219406403e-11,4.09665302339589e-10,0.17553969063403027
ECE1,37,185,1.7302012628160214e-32,1.3759175950250012e-31,0.28238993710691823
ECHDC3,420,77,2.2460241101934384e-97,6.4022341903844085e-96,0.6114737378888323
ECHS1,465,134,1.0327008592977264e-88,2.318868805436539e-87,0.5850076491585925
EDDM3B,143,52,5.324953986211923e-12,3.1692337076416607e-11,0.15954445011048782
EDN2,9,173,3.726586195316265e-49,6.390499751831156e-48,0.3101988781234064
EDNRB,169,87,4.81100148271298e-08,2.3664330148433001e-07,0.1403535611082781
EEF1DP3,153,84,3.32453340784914e-06,1.3104471491133503e-05,0.11718510963793985
EFCAB6,165,57,3.918888886277804e-15,2.557321844034108e-14,0.18975012748597656
EFHD2,35,185,1.234082503575812e-33,9.924190240211909e-33,0.28599354071052185
EFNB2,130,64,1.1451406751838878e-06,4.898150120333816e-06,0.11347951725310215
EFS,141,55,9.806038725576594e-11,5.397812888809512e-10,0.15028046914839369
EGLN2,44,217,3.683616054695234e-39,3.524540151186739e-38,0.3301546829848717
EGLN3,143,53,1.0539874923044792e-11,6.184765667733549e-11,0.15765765765765763
EGR2,451,85,1.3676892891368444e-110,2.0752958082236036e-108,0.6522352541220466
EHD2,60,238,8.314942896043827e-38,7.529057997852344e-37,0.3409484956654768
EID2,31,209,2.5190246041918347e-44,3.3106550834794174e-43,0.3384837667856536
EID2B,32,209,1.2196739229382132e-43,1.4871705901280712e-42,0.3366819649838518
EIF2AK4,107,49,2.484618582005292e-06,9.974329326264965e-06,0.10033996260411356
EIF2B3,4,173,2.7111463591898794e-55,5.656505639965329e-54,0.31920788713241544
EIF3A,471,132,1.0115847475138725e-93,2.545398002873265e-92,0.5995920448750638
EIF4EBP2,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
EIF4ENIF1,155,39,1.8522696384951918e-19,1.334522518440037e-18,0.20569437361890192
EIF4G3,37,183,7.396441893834969e-32,5.832511817805192e-31,0.27861635220125786
ELAVL2,326,138,5.374415524410877e-28,4.061090040628782e-27,0.32701002889682135
ELAVL4,13,180,6.539932655688562e-48,1.0760445602820764e-46,0.31619921808601054
ELF1,181,89,1.868659481709582e-09,9.797906713522283e-09,0.15820159782423934
ELFN2,154,45,8.24004610253875e-17,5.696363209955688e-16,0.192571817100119
ELOVL3,466,108,4.8305204567363075e-105,2.394854069342997e-103,0.6358660547339792
ELSPBP1,61,240,5.719444570788081e-38,5.188254610047014e-37,0.3429202787693354
ELTD1,16,177,4.3177227202978824e-44,5.5060127932355506e-43,0.30513343532211457
EMC1,32,182,1.9028237221066649e-34,1.5467650407730692e-33,0.28573856875743664
EMC4,107,46,5.155535593050556e-07,2.3077430487951757e-06,0.10600033996260412
EMC7,106,45,4.408592366738123e-07,2.010500137618096e-06,0.1060853306136325
EMID1,149,38,1.3764225339354186e-18,9.743929926851018e-18,0.1967703552609213
EML2,57,240,5.202782760540906e-40,5.1082485378330383e-39,0.3501274859765426
EMP3,63,240,5.542155841748052e-37,4.823537952186514e-36,0.3393166751657318
EMX2OS,470,131,1.2533811618783753e-93,3.1380486356228256e-92,0.5996770355260921
ENHO,153,57,1.433896038037141e-12,8.752534044451009e-12,0.16812850586435493
ENKUR,428,76,8.630983274176748e-103,3.430016686367278e-101,0.6277749447560769
ENO1,98,198,3.2050376514570483e-13,1.9944521789638684e-12,0.19700832908380075
ENO4,471,130,7.327050371252907e-95,1.9412160613220666e-93,0.6033656297807242
ENOX1,183,91,2.261322358650145e-09,1.1782720940562774e-08,0.1580316165221826
ENTHD1,152,48,2.9628828866408816e-15,1.9444485243826705e-14,0.18330783613802482
ENTPD1,466,105,5.836754106841795e-107,4.844183436076102e-105,0.6415264320924698
ENTPD7,467,106,5.331769634944128e-107,4.683850494510567e-105,0.6414414414414413
EP300,157,52,5.165058105016503e-15,3.353046795745804e-14,0.18476967533571306
EPB41,21,177,4.8577325118649455e-40,4.7725871676412826e-39,0.29612442631310554
EPC1,432,75,6.378709672792363e-106,3.7576853609681134e-104,0.6368689444161143
EPHA10,11,174,2.1746975244085062e-47,3.486478784596006e-46,0.308482066972633
EPHA2,29,184,5.421622312362036e-37,4.740605959039726e-36,0.2949175590685024
EPHA8,40,184,1.5677358325001957e-30,1.2089593262740214e-29,0.27509773924868264
EPHB2,41,184,5.3018767630288105e-30,4.0676605073656177e-29,0.27329593744688085
EPHX4,23,178,6.86456524925621e-39,6.505962093017462e-38,0.2944076151623321
EPN1,54,256,2.677891917709477e-47,4.256856337336695e-46,0.385721570627231
EPS15,17,179,5.802509379189458e-44,7.288068218577261e-43,0.3071052184259731
EPS8L1,56,255,8.453236575639026e-46,1.2210049984543215e-44,0.38023117457079725
EQTN,265,114,7.383655986111352e-20,5.418528589319235e-19,0.26238313785483597
ERCC1,54,241,5.957583198570101e-42,6.271535725922918e-41,0.3574196838347782
ERCC2,50,240,1.3073017360819191e-43,1.5888581455843518e-42,0.36274009858915524
ERCC5,131,68,4.792258196827355e-06,1.83599343618313e-05,0.10773414924358321
ERCC6,442,83,1.9694417284592732e-106,1.4292248137640195e-104,0.6397926228114907
ERI3,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
ERLIN1,466,106,2.560584109387389e-106,1.7484133859644255e-104,0.6396396396396395
ERMP1,212,123,9.359646828770511e-08,4.512214847939365e-07,0.14990651028386875
ERO1L,128,65,3.617441248873065e-06,1.4129277805660735e-05,0.10798912119666837
ERRFI1,111,203,2.7506798599625847e-11,1.5771264448991583e-10,0.18301886792452832
ESD,192,94,2.7857189152625446e-10,1.4956064883872032e-09,0.16858745537990824
ESPN,102,201,7.939921108704572e-13,4.884254500203115e-12,0.19546149923508416
ESRRAP2,144,78,5.673130342942526e-06,2.1434045274568066e-05,0.11228964813870476
ETFB,66,249,1.7872782275169444e-38,1.6634754357967495e-37,0.35089240183579806
ETFDH,33,86,5.668856309222464e-08,2.7630616313153746e-07,0.10280469148393676
ETHE1,48,235,4.944430835372904e-43,5.644015198250134e-42,0.35690973992860786
ETV2,23,196,3.4003275902303787e-45,4.773805706583248e-44,0.3283698793132755
EVI5,34,179,2.6997881516706047e-32,2.1424309357842486e-31,0.2764745877953425
EWSR1,149,39,3.6399096441573356e-18,2.555080498809883e-17,0.1948835628080911
EXOC3L2,52,241,8.31411266357556e-43,9.348398235945514e-42,0.3610232874383818
EXOC6,467,105,1.2089754924157703e-107,1.2439198525390207e-105,0.6433282338942716
EXOSC10,52,191,6.4466482427149706e-27,4.8420774951032145e-26,0.26668366479687233
EXOSC3,145,50,4.886945046142053e-13,3.0210571392241118e-12,0.16692163861975182
EXOSC5,47,220,1.7584939273594804e-38,1.6417710240394106e-37,0.3304096549379568
EXOSC8,169,86,3.037968715004159e-08,1.5136439813198168e-07,0.14224035356110828
EXTL2,14,177,7.285112637380047e-46,1.0594091194455281e-44,0.30873703892571813
EYA3,28,178,2.0710221150851905e-35,1.7216875601997637e-34,0.28539860615332313
F10,123,61,3.4387483429017276e-06,1.3522742829075852e-05,0.10652728199898012
F3,21,177,4.8577325118649455e-40,4.7725871676412826e-39,0.29612442631310554
F7,123,61,3.4387483429017276e-06,1.3522742829075852e-05,0.10652728199898012
FAAH,3,175,1.5783076922714498e-57,3.4511409247891877e-56,0.3247832738398776
FABP3,16,174,5.268598984308307e-43,5.97319954281354e-42,0.299473057963624
FAF1,45,187,7.404805307739028e-29,5.637860381797043e-28,0.2717491075981642
FAM107B,422,77,1.528468361956869e-98,4.705051584695918e-97,0.6150773414924359
FAM110D,29,182,2.545846120802207e-36,2.155789201053594e-35,0.29114397416284205
FAM118A,165,59,1.722606542365137e-14,1.0932401976936665e-13,0.18597654258031618
FAM124A,200,98,8.154504366319306e-11,4.5101975180724817e-10,0.17545469998300187
FAM149B1,460,90,4.089881080686514e-113,9.752094221281399e-111,0.6590175080741119
FAM151A,6,175,1.9115745126271304e-53,3.859633377511391e-52,0.3193778684344722
FAM154A,280,130,1.0151706207969057e-18,7.203539473599961e-18,0.25922148563657993
FAM155A,131,67,3.111143651041799e-06,1.2331292856451164e-05,0.1096209416964134
FAM160B1,467,127,6.356150192492389e-94,1.6349672635551483e-92,0.6018187999320075
FAM166B,146,50,2.979224260357176e-13,1.856238359149129e-12,0.1687234404215536
FAM170B,441,83,8.215595517488074e-106,4.63964946856037e-104,0.637990821009689
FAM171A1,424,77,1.0203473077059256e-99,3.4290060976193323e-98,0.6186809450960394
FAM175B,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
FAM177A1,138,54,1.994649183726912e-10,1.0789924392490339e-09,0.14676185619581847
FAM178A,464,106,5.76870251224961e-105,2.8227182129971867e-103,0.636036036036036
FAM183A,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
FAM187B,25,197,2.713658188764396e-44,3.55092102017585e-43,0.3266530681625021
FAM188A,422,77,1.528468361956869e-98,4.705051584695918e-97,0.6150773414924359
FAM194B,186,93,1.8457812586041216e-09,9.694869254108782e-09,0.15966343702192762
FAM196A,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
FAM198B,32,87,1.763700993918225e-08,8.911643569000867e-08,0.10649328573856875
FAM19A5,172,58,2.280031202423922e-16,1.558972631898596e-15,0.20047594764575896
FAM201A,133,53,9.730711892755448e-10,5.152441101620456e-09,0.13963963963963963
FAM204A,470,132,4.620835993927015e-93,1.1305244022926973e-91,0.597790243073262
FAM205A,149,57,9.336669256248724e-12,5.511019472195219e-11,0.1609212986571477
FAM205B,149,56,4.79586134981176e-12,2.8725450237987347e-11,0.16280809110997788
FAM205CP,148,56,7.64912497008112e-12,4.5345365154127294e-11,0.1610062893081761
FAM208B,422,78,7.274418303382569e-98,2.1177579797173055e-96,0.6131905490396057
FAM211B,142,39,1.8414950833792091e-16,1.2637249494071484e-15,0.1822709501954785
FAM212B,11,178,7.206033707273123e-49,1.2259234241297494e-47,0.3160292367839537
FAM213A,455,97,4.576911538179053e-105,2.2766346068386e-103,0.6368009518952915
FAM214B,147,51,3.780921045119613e-13,2.3469833032969764e-12,0.16863844977052525
FAM216B,182,91,3.335853085813676e-09,1.7238109754073973e-08,0.15622981472038075
FAM219A,154,59,3.448465330528349e-12,2.0737728661007548e-11,0.16615672276049634
FAM221B,145,50,4.886945046142053e-13,3.0210571392241118e-12,0.16692163861975182
FAM227A,153,47,7.705385604723764e-16,5.165118364755037e-15,0.18699643039265684
FAM24A,469,132,2.0933100023000484e-92,5.047464342624611e-91,0.5959884412714602
FAM43B,36,184,9.733956738962499e-33,7.76545396349945e-32,0.2823049464558898
FAM46C,12,175,9.804858944771988e-47,1.5153147229255637e-45,0.3085670576236614
FAM53B,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
FAM71E1,62,245,3.9243223479631145e-39,3.741315197616784e-38,0.35055243923168455
FAM73A,15,178,2.4790736696249383e-45,3.49349387102306e-44,0.30882202957674654
FAM76A,29,179,4.422383306691519e-35,3.650167144676923e-34,0.2854835968043515
FAM83E,65,240,5.107915953867077e-36,4.2986618184308813e-35,0.33571307156212815
FAM83F,151,48,5.008295797480238e-15,3.256909933755331e-14,0.18150603433622303
FAM90A27P,63,251,1.1949505063090274e-40,1.1919353589491508e-39,0.36007139214686384
FAM98B,110,49,8.053570114661953e-07,3.52816361220332e-06,0.10574536800951896
FAM98C,28,206,2.317275005560553e-45,3.28397218240855e-44,0.33822879483256846
FANK1,468,135,4.4310686909148925e-90,1.0085380890139926e-88,0.5885262621111678
FARP1,143,70,1.7423666124526992e-07,8.22042438827401e-07,0.12558218595954443
FAS,469,104,1.1285222237232264e-109,1.48707551269915e-107,0.6488186299507055
FBL,33,212,5.039461337091922e-44,6.372288569511352e-43,0.34054054054054056
FBLIM1,33,184,1.7012085374675207e-34,1.3851249132703034e-33,0.28771035186129523
FBLN1,168,58,1.8044692565952823e-15,1.191504930662608e-14,0.19326874043855177
FBXO10,146,51,6.181507361608451e-13,3.8103653502700924e-12,0.1668366479687234
FBXO17,32,206,1.3913618395492217e-42,1.5391043853982626e-41,0.3310215876253612
FBXO18,423,80,4.235566630082153e-97,1.1782718873535944e-95,0.6112187659357471
FBXO2,48,188,1.107171823342714e-27,8.340990536737337e-27,0.26823049464558896
FBXO27,33,207,2.887346734328848e-42,3.1025552677459194e-41,0.3311065782763896
FBXO33,144,56,4.7999736412681653e-11,2.707668195235838e-10,0.1537990821009689
FBXO34,130,70,1.5232331938149882e-05,5.3400254463217625e-05,0.10215876253612102
FBXO42,30,184,2.376208605069744e-36,2.026996346698336e-35,0.29311575726670064
FBXO46,58,240,1.7192746512038627e-39,1.660896708063307e-38,0.3483256841747408
FBXO7,157,41,3.948239220204953e-19,2.828347618784874e-18,0.20552439231684516
FBXW4,464,107,2.487492698008067e-104,1.1055359559016917e-102,0.6341492435832059
FBXW7,31,85,2.177690925340004e-08,1.0948217229068787e-07,0.10452150263471018
FCAR,56,255,8.453236575639026e-46,1.2210049984543215e-44,0.38023117457079725
FCGBP,35,215,9.641473745445995e-44,1.1852227381676737e-42,0.3425973142954275
FERMT2,128,67,8.534017310065231e-06,3.107830497740604e-05,0.10421553629100799
FFAR1,27,196,1.709773340111869e-42,1.8720273407551383e-41,0.3211626721060683
FFAR2,25,196,6.21840595036943e-44,7.752107401365111e-43,0.3247662757096719
FFAR4,465,103,1.440054473018222e-107,1.3778661333553968e-105,0.6434982151963284
FGF14,139,69,4.644679892566713e-07,2.1060181511058606e-06,0.12026177120516743
FGF8,464,107,2.487492698008067e-104,1.1055359559016917e-102,0.6341492435832059
FGF9,146,80,6.5665665729640965e-06,2.4398457348272734e-05,0.11211966683664795
FGFBP3,464,104,3.043174729375305e-106,1.97045563727051e-104,0.6398096209416964
FGFR2,467,133,1.513601246270604e-90,3.455519440953953e-89,0.5904980452150264
FGGY,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
FGR,31,180,2.1059162728764916e-34,1.7081573569735774e-33,0.2837667856535781
FHAD1,35,185,1.234082503575812e-33,9.924190240211909e-33,0.28599354071052185
FHDC1,32,85,4.456518134947548e-08,2.1935064031186785e-07,0.10271970083290838
FIZ1,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
FKRP,65,241,2.4279421872342138e-36,2.064094371060122e-35,0.33759986401495834
FKSG48,18,175,1.067977692028586e-41,1.1125631684919152e-40,0.29775624681285057
FLJ27365,168,61,2.5349983251048827e-14,1.6040751828022558e-13,0.1876083630800612
FLT1,151,82,2.868081264078727e-06,1.1397967393912868e-05,0.1173550909399966
FLT3,151,84,6.325338364803698e-06,2.3630746808276836e-05,0.11358150603433623
FLT3LG,60,239,3.8764022214696325e-38,3.542050740323408e-37,0.342835288118307
FMN1,105,44,3.754142454613139e-07,1.724082175273573e-06,0.1061703212646609
FNBP1L,27,179,2.0782718262179855e-36,1.7768810115792018e-35,0.2890872004079551
FNDC3A,199,97,7.365903219406403e-11,4.09665302339589e-10,0.17553969063403027
FNDC7,9,177,1.1529205625237893e-50,2.1250518638321917e-49,0.31774604793472716
FOCAD,336,147,9.151452027730599e-28,6.901260660671137e-27,0.3280469148393677
FOSB,53,240,6.724512549870567e-42,7.064029896794102e-41,0.3573346931837498
FOXA1,142,53,1.6810926679566325e-11,9.7428140656036e-11,0.15585585585585585
FOXA3,59,243,5.455695420246063e-40,5.3530670544047266e-39,0.3521842597314295
FOXD2,5,177,1.619406743714617e-55,3.416675295516991e-54,0.32495325514193435
FOXD3,6,176,7.792949885877687e-54,1.5841095153674506e-52,0.3212646608873024
FOXE3,5,176,4.01306338436073e-55,8.269442820283523e-54,0.32306646268910416
FOXI2,471,133,3.7299304088958647e-93,9.18541222990716e-92,0.5977052524222335
FOXJ3,4,173,2.7111463591898794e-55,5.656505639965329e-54,0.31920788713241544
FOXO1,180,88,1.695406070148508e-09,8.917503496418377e-09,0.15828658847526775
FOXO6,7,173,1.89401967236599e-51,3.615243140823621e-50,0.31380248172701003
FOXRED2,154,44,3.438171309520909e-17,2.3944464261299536e-16,0.1944586095529492
FPGT,16,176,9.960604738743427e-44,1.2204584370750714e-42,0.3032466428692844
FPR1,67,250,2.5793983446135673e-38,2.3903591568652072e-37,0.35097739248682647
FPR3,66,249,1.7872782275169444e-38,1.6634754357967495e-37,0.35089240183579806
FRA10AC1,465,103,1.440054473018222e-107,1.3778661333553968e-105,0.6434982151963284
FRAT1,459,105,2.8930223454230083e-102,1.1143328634088316e-100,0.6289138194798571
FREM1,242,122,6.970008803371004e-13,4.291125911649148e-12,0.205847356790753
FREM2,178,86,9.646497151205207e-10,5.1096502188083435e-09,0.1584565697773245
FRMD4A,422,78,7.274418303382569e-98,2.1177579797173055e-96,0.6131905490396057
FRMD6,128,63,1.4707817544641542e-06,6.138819637906217e-06,0.11176270610232875
FRMPD1,146,51,6.181507361608451e-13,3.8103653502700924e-12,0.1668366479687234
FRRS1,14,177,7.285112637380047e-46,1.0594091194455281e-44,0.30873703892571813
FRY,155,84,1.7229172756918207e-06,7.139769190466905e-06,0.12078871324154342
FSCB,136,58,5.178799801298517e-09,2.6596899355591903e-08,0.1356110827808941
FTL,65,239,1.0716445822774263e-35,8.973380666093365e-35,0.33382627910929796
FUBP1,15,178,2.4790736696249383e-45,3.49349387102306e-44,0.30882202957674654
FUCA1,42,184,1.7579502562606026e-29,1.3452841950864377e-28,0.271494135645079
FUZ,62,242,3.918048329709426e-38,3.5692493637898725e-37,0.344892061873194
FXR2,66,9,4.620328923793099e-12,2.7685114117758253e-11,0.10193778684344723
