Gene,GBM_loss,LGG_loss,pval,FDR
COX4I1,52,18,6.0240234188398673e-05,0.0001931544926314034
COX4I2,8,0,0.00772688706038884,0.017079649414532248
COX5BP2,116,74,0.0030555543203249743,0.007404506694615545
COX6A1P2,39,16,0.003317131975662171,0.007965146505498262
COX6B1,23,196,3.4003275902303787e-45,4.773805706583248e-44
COX6B2,57,257,5.8484901203264315e-46,8.579689315189811e-45
COX6C,17,7,0.06267964363089813,0.10871419081207156
COX7A2,88,51,0.0026190317154419452,0.006440185698046964
COX7A2L,9,9,1.0,1.0
COX7B2,27,42,0.046080058428418835,0.08309899612385448
COX7C,16,22,0.32176885938325295,0.4456584736912434
COX8C,123,94,0.06908832604827643,0.11884173066497292
CP,27,23,0.7724539395473864,0.8695243971435622
CPA2,2,2,1.0,1.0
CPA3,27,23,0.7724539395473864,0.8695243971435622
CPA6,21,12,0.16004329865862954,0.247520892870373
CPAMD8,12,2,0.01270460490418217,0.026673455607354936
CPB1,28,23,0.6673931219068117,0.786443322661133
CPB2,190,93,3.7754336006380897e-10,2.023352249332336e-09
CPD,35,12,0.0014681100465925546,0.0038576087318372147
CPE,39,88,1.0885378056136352e-06,4.66002134965176e-06
CPEB1,65,41,0.0314948125229598,0.05982991889578424
CPEB2,30,38,0.2600186634631556,0.3739946727827962
CPEB3,463,104,1.444029786621943e-105,7.802955199508932e-104
CPEB4,27,42,0.046080058428418835,0.08309899612385448
CPED1,2,2,1.0,1.0
CPHL1P,27,23,0.7724539395473864,0.8695243971435622
CPLX2,30,38,0.2600186634631556,0.3739946727827962
CPLX4,45,47,0.6643959222271955,0.7842649334981086
CPM,28,37,0.20126497816309186,0.3004175776993209
CPN2,41,36,0.7241244958370656,0.8315088041938846
CPNE1,8,1,0.038732392164372104,0.07165492550408839
CPNE2,47,12,5.782613988921974e-06,2.1667854163528534e-05
CPNE4,32,25,0.4969019813334453,0.634402162558343
CPNE6,142,56,1.1800809667708732e-10,6.465053348954069e-10
CPNE8,45,24,0.017788284856181166,0.03611021825804776
CPNE9,25,20,0.6482096886114262,0.7709133039601651
CPO,8,9,0.8095986768506749,0.9014075988475273
CPPED1,23,7,0.004966241738960657,0.011489740243749729
CPQ,17,8,0.10603769801089757,0.17310348831989822
CPS1,10,13,0.5298636452330138,0.6682572142297316
CPSF2,122,93,0.06805524167885861,0.11721231833292985
CPSF4,1,3,0.36316015387059114,0.49254169659118996
CPSF6,40,38,1.0,1.0
CPT1A,58,16,8.494998958045604e-07,3.694611301324872e-06
CPT1C,64,241,8.006898418699641e-37,6.940544030335027e-36
CPT2,11,176,3.9703071596801074e-48,6.604867569514349e-47
CPVL,3,2,1.0,1.0
CPXCR1,3,7,0.2148886324328037,0.31669351872908635
CPXM2,469,134,2.7731277482960744e-91,6.399066825638039e-90
CPZ,30,40,0.1740248826167945,0.26360812611369233
CR1,13,10,0.6762547896585908,0.7924982929488241
CR1L,13,10,0.6762547896585908,0.7924982929488241
CR2,12,10,0.8310894554740471,0.9086336099076517
CRABP1,68,41,0.015149813427294375,0.03123102748796708
CRABP2,2,1,1.0,1.0
CRADD,33,39,0.39361631565429733,0.523961390674245
CRAMP1L,24,5,0.0005085725209138174,0.0014546413574195289
CRB2,48,24,0.007077736754200652,0.0158831433405441
CRBN,25,22,0.8816257140972298,0.9512160796644822
CREB1,8,9,0.8095986768506749,0.9014075988475273
CREB3L1,62,49,0.3171096273724984,0.44089972876775374
CREB3L2,2,3,0.680022832919075,0.7924982929488241
CREB3L3,11,10,1.0,1.0
CREB5,3,2,1.0,1.0
CREBBP,23,6,0.002187889141606591,0.005514508504230573
CREBL2,49,21,0.0012015587620852908,0.003207715607614224
CREBRF,26,39,0.07310071056345416,0.12487137526543192
CREBZF,48,12,3.5141391329764626e-06,1.3775938949784034e-05
CREG1,4,1,0.374511179720651,0.5037524124072009
CREG2,11,5,0.20868039692590767,0.3091210849641047
CRELD1,23,21,1.0,1.0
CREM,433,76,8.007103208526646e-106,4.63964946856037e-104
CRHR2,2,2,1.0,1.0
CRIM1,11,8,0.6463669807125458,0.7709133039601651
CRISP2,49,19,0.0003907853543206899,0.001142763790657077
CRISP3,49,20,0.0006968541034917067,0.0019493747379241003
CRK,48,7,1.5267069396911062e-08,7.755898426797361e-08
CRLF3,39,12,0.0002562061629881113,0.0007642432447195012
CRMP1,31,38,0.32008652547442157,0.4441474030737817
CRNDE,46,11,3.839525487489219e-06,1.4919128782478802e-05
CRNN,4,1,0.374511179720651,0.5037524124072009
CROCCP3,32,184,4.2051015546198574e-35,3.474644419884461e-34
CRP,2,1,1.0,1.0
CRTAC1,464,105,1.3292126869129758e-105,7.260884721020626e-104
CRTAM,45,8,2.9251610311885913e-07,1.3583236170174658e-06
CRTC1,12,2,0.01270460490418217,0.026673455607354936
CRTC3,63,39,0.028572194751263727,0.05464877890927982
CRX,61,240,5.719444570788081e-38,5.188254610047014e-37
CRY1,30,42,0.11249638089043962,0.1820838954569749
CRY2,60,48,0.3619805876598059,0.49254169659118996
CRYAA,27,22,0.6613618122444469,0.7819109454677557
CRYBA1,32,9,0.00038673325836441,0.001131795637473245
CRYBA4,146,36,1.070172901228484e-18,7.590244250356132e-18
CRYBB1,145,36,1.9124635735726287e-18,1.3513183350050813e-17
CRYBB2,142,39,1.8414950833792091e-16,1.2637249494071484e-15
CRYBB2P1,142,39,1.8414950833792091e-16,1.2637249494071484e-15
CRYBB3,142,39,1.8414950833792091e-16,1.2637249494071484e-15
CRYBG3,28,25,0.888187281738456,0.9555503363371113
CRYGA,8,9,0.8095986768506749,0.9014075988475273
CRYGB,10,9,1.0,1.0
CRYGN,4,2,0.6871334366319842,0.7976291233355742
CRYGS,26,21,0.6549790781248199,0.7761375492301842
CRYL1,140,80,4.230701454958839e-05,0.0001383705579281334
CRYZ,16,175,2.293153084785292e-43,2.6891292458738997e-42
CRYZL1,23,20,0.8765266912546001,0.9479862067654609
CS,41,39,1.0,1.0
CSAD,38,42,0.561533273965662,0.6993908333896173
CSDC2,159,52,1.830506634616611e-15,1.2076359536763605e-14
CSF1,10,178,6.145671717848907e-50,1.091256271223715e-48
CSF1R,26,36,0.15072318123959294,0.2343369518299695
CSF2RB,154,45,8.24004610253875e-17,5.696363209955688e-16
CSF3,35,12,0.0014681100465925546,0.0038576087318372147
CSGALNACT1,44,17,0.0008555989511695811,0.002343983315034725
CSGALNACT2,426,79,1.5705450218937492e-99,5.16252238925337e-98
CSH1,13,1,0.001783177570548905,0.0045828731334107186
CSK,68,42,0.020502081839213503,0.041047883964902734
CSMD1,61,28,0.000582316918797622,0.0016498613267027305
CSMD2,22,175,1.3461900819952487e-38,1.2639042132332892e-37
CSMD3,23,8,0.010210002752726606,0.02207782659442336
CSN1S1,25,62,1.6174349391967775e-05,5.634765226487475e-05
CSN1S2AP,25,63,1.0589130776856793e-05,3.801862393163067e-05
CSN2,25,62,1.6174349391967775e-05,5.634765226487475e-05
CSNK1A1,24,36,0.08442110040009085,0.1419173869975565
CSNK1A1L,170,86,2.0973405156978084e-08,1.0558394513006862e-07
CSNK1A1P1,107,49,2.484618582005292e-06,9.974329326264965e-06
CSNK1D,19,6,0.014161791349667606,0.029497841050292118
CSNK1E,151,45,4.2481089632299767e-16,2.8732594707627514e-15
CSNK1G1,66,44,0.055884486432805275,0.09878756827413519
CSNK1G2,11,9,0.8231147798009446,0.9047189446795246
CSNK1G3,19,29,0.10639611874513707,0.17357542308747276
CSNK2A2,48,14,1.9181713021581483e-05,6.6153017613492e-05
CSNK2A3,69,80,0.21722520683835106,0.3198859971694647
CSPG4P12,65,39,0.01740811958703459,0.03546308278226656
CSPG4P5,67,40,0.014297253084942474,0.029714075241008
CSPG4P8,65,41,0.0314948125229598,0.05982991889578424
CSPG5,33,37,0.5372405974120151,0.6758020645053837
CSPP1,21,12,0.16004329865862954,0.247520892870373
CSRNP2,43,42,1.0,1.0
CSRNP3,9,10,0.8190406480497187,0.9040222959307942
CSRP1,8,6,0.7899543642007077,0.8845180723779839
CSRP2,38,37,1.0,1.0
CSRP2BP,13,9,0.5216605164082674,0.6588518814095337
CSRP3,62,62,0.8486979680747615,0.9238507881463093
CST1,14,12,0.8442325120620617,0.9195896451451158
CST11,13,12,1.0,1.0
CST2,13,11,0.8380645904850325,0.9143961561785414
CST4,13,12,1.0,1.0
CST5,13,11,0.8380645904850325,0.9143961561785414
CST7,13,10,0.6762547896585908,0.7924982929488241
CSTA,40,25,0.0962325627886376,0.1583704599266996
CSTB,25,21,0.763469239313981,0.8629023333815832
CSTF2,6,6,1.0,1.0
CSTF2T,445,84,2.3309887294158682e-107,2.174913831881067e-105
CSTF3,55,55,0.8407821547080615,0.9167619603705088
CT47A10,7,12,0.2502886792281222,0.3616618448792662
CT49,20,30,0.11297434711625293,0.18234668984424104
CT64,27,22,0.6613618122444469,0.7819109454677557
CTAGE15,5,4,1.0,1.0
CTAGE5,144,55,2.5089552542759e-11,1.441833428834452e-10
CTBP1,39,42,0.6442396093995562,0.7709133039601651
CTBP2,472,136,4.015362174642708e-92,9.66646964542993e-91
CTC1,53,8,2.9386171081127482e-09,1.5243061532482633e-08
CTCFL,12,1,0.0033433814753536578,0.008002593454869766
CTDNEP1,55,8,8.984776915630122e-10,4.760822533565985e-09
CTDSP2,26,32,0.3465851701612351,0.47417144136266604
CTDSPL,27,29,0.6821943314146705,0.7941048621860659
CTGF,114,72,0.0028081505001440786,0.006848057924214992
CTH,13,175,4.787304893412071e-46,7.064331444875848e-45
CTHRC1,17,7,0.06267964363089813,0.10871419081207156
CTIF,41,46,0.436688424089661,0.5728699246070115
CTNNA1,20,32,0.06541040026369116,0.1128511580063361
CTNNA2,15,10,0.4220733463098171,0.556265053508617
CTNNA3,459,88,7.764157956385008e-114,3.3096618561234632e-111
CTNNAL1,41,24,0.05467673463241214,0.0968463515679867
CTNNB1,28,32,0.5081456742789437,0.6459646542285091
CTNNBIP1,80,196,7.796965439975851e-18,5.4655163247464874e-17
CTNNBL1,11,1,0.006234091590507687,0.014154855482558416
CTNND2,22,28,0.31416403313329333,0.4373028266983258
CTPS1,7,173,1.89401967236599e-51,3.615243140823621e-50
CTPS2,10,30,0.0010136500617062875,0.002739663768793064
CTR9,68,79,0.2147108312274119,0.31649358323012283
CTRB1,55,15,1.5554096139424326e-06,6.465236087615722e-06
CTRC,34,185,3.1836976222991798e-34,2.5768052630483986e-33
CTRL,49,15,2.63055934039684e-05,8.864123466002989e-05
CTSB,41,18,0.0045807899219342495,0.010666970424321236
CTSC,48,11,1.376102377743606e-06,5.782442359557894e-06
CTSD,75,90,0.1278317670155545,0.2021143883915019
CTSE,10,7,0.6278994251432753,0.7569460849452117
CTSF,52,14,2.8437706840176307e-06,1.1310331801777297e-05
CTSG,141,56,1.8415335339457704e-10,9.96883486375977e-10
CTSH,67,40,0.014297253084942474,0.029714075241008
CTSK,3,1,0.6247067078323906,0.7557658182377525
CTSL,43,23,0.021843137916567962,0.04310096122194718
CTSL3P,43,23,0.021843137916567962,0.04310096122194718
CTSO,32,86,2.8091099354688762e-08,1.403340520472679e-07
CTSS,3,1,0.6247067078323906,0.7557658182377525
CTSV,42,25,0.05831065864757937,0.10194863992131487
CTTN,55,15,1.5554096139424326e-06,6.465236087615722e-06
CTTNBP2,2,1,1.0,1.0
CTTNBP2NL,12,178,4.041665616872934e-48,6.664533578119123e-47
CTU1,66,248,3.8240920050237555e-38,3.5070518986243504e-37
CTXN3,18,31,0.041303063063026495,0.07583165648164067
CUBN,426,77,6.680121969295998e-101,2.3336928423898717e-99
CUEDC1,12,2,0.01270460490418217,0.026673455607354936
CUEDC2,464,108,1.0656909450228097e-103,4.496856566329395e-102
CUL1,5,4,1.0,1.0
CUL2,433,76,8.007103208526646e-106,4.63964946856037e-104
CUL3,10,18,0.124910953127144,0.19776689901728048
CUL4A,121,62,1.057537744020812e-05,3.801862393163067e-05
CUL7,44,17,0.0008555989511695811,0.002343983315034725
CUL9,44,16,0.0004629836869794918,0.0013364605968112847
CUX1,3,3,1.0,1.0
CUX2,30,41,0.1405154336652795,0.2201755340064492
CUZD1,470,133,1.694960210162771e-92,4.100111477788269e-91
CWC15,47,11,2.3040384876511416e-06,9.309108704006307e-06
CWC25,34,10,0.00034472901550832563,0.001014997897092526
CWC27,17,17,1.0,1.0
CWF19L1,466,105,5.836754106841795e-107,4.844183436076102e-105
CWF19L2,50,11,4.842443744363792e-07,2.1904001784954192e-06
CWH43,22,37,0.03201238139788162,0.06059601730833893
CX3CL1,47,12,5.782613988921974e-06,2.1667854163528534e-05
CX3CR1,27,31,0.5016090834483101,0.6388139494544931
CXADR,33,24,0.3412524317630057,0.4675569162663144
CXADRP3,41,46,0.436688424089661,0.5728699246070115
CXCL1,24,60,1.9794359288318644e-05,6.798145066966683e-05
CXCL10,25,59,5.590248526438317e-05,0.00018043986541503308
CXCL12,430,79,6.626019165412624e-102,2.4749355944554633e-100
CXCL13,25,64,6.89847720274786e-06,2.546790969272017e-05
CXCL17,46,233,1.646644148758005e-43,1.961608913770242e-42
CXCL3,24,60,1.9794359288318644e-05,6.798145066966683e-05
CXCL6,23,60,1.0224298388463798e-05,3.692940860579543e-05
CXCR1,9,14,0.29396202526586646,0.4133961377592067
CXCR2,11,14,0.5459238308085007,0.6852329366983035
CXCR4,9,8,1.0,1.0
CXCR5,43,10,6.917484119725021e-06,2.551299937306881e-05
CXXC4,26,62,3.02206921855982e-05,0.00010063738373133587
CXXC5,20,32,0.06541040026369116,0.1128511580063361
CXorf21,10,31,0.0006384525315870835,0.0017994059905255474
CXorf22,12,31,0.0026871049241378904,0.006591392908295132
CXorf23,9,30,0.00045456488837536494,0.0013154447607734026
CXorf24,7,25,0.0009352276852232408,0.0025492633437531344
CXorf27,11,30,0.002099438821055874,0.0053219321582688725
CXorf30,11,30,0.002099438821055874,0.0053219321582688725
CXorf31,7,25,0.0009352276852232408,0.0025492633437531344
CXorf36,6,27,0.0001234048723993778,0.0003815948936153671
CXorf38,10,29,0.0015969494907509911,0.004155443486932512
CXorf49,2,5,0.277102022175692,0.393517354615546
CXorf51A,10,17,0.17244644543844792,0.26200023333109235
CXorf56,7,12,0.2502886792281222,0.3616618448792662
CXorf57,8,7,1.0,1.0
CXorf58,9,33,0.00010344275980020623,0.0003218552480776094
CXorf61,10,8,0.8138773582697607,0.9021595097349724
CXorf64,11,12,0.834320419166767,0.9115689385935831
CXorf67,6,26,0.00021187042424731123,0.0006378191408904027
CYB561,13,1,0.001783177570548905,0.0045828731334107186
CYB5A,57,46,0.4077009860530461,0.5403638796972701
CYB5B,49,15,2.63055934039684e-05,8.864123466002989e-05
CYB5D1,56,8,4.944714832035768e-10,2.6377665556406714e-09
CYB5D2,54,5,1.929877652654463e-11,1.1163119791365169e-10
CYB5R2,70,82,0.1896714854227663,0.28463986553654297
CYB5R3,162,55,3.977736229067391e-15,2.5923450600021844e-14
CYB5R4,90,51,0.0015070596754015054,0.003951658307537339
CYBB,11,30,0.002099438821055874,0.0053219321582688725
CYBRD1,10,10,1.0,1.0
CYCS,3,3,1.0,1.0
CYFIP2,28,41,0.08122118142277707,0.13675236352084252
CYGB,12,3,0.03463458748966235,0.06481634150613028
CYLC1,5,5,1.0,1.0
CYLC2,43,24,0.03168325689176508,0.05998057782332641
CYLD,49,9,9.829735875751649e-08,4.7221711648718026e-07
CYMP,10,178,6.145671717848907e-50,1.091256271223715e-48
CYP11A1,67,41,0.019450781764666896,0.039120316463894245
CYP17A1,463,109,2.0949442828959003e-102,8.131848324977317e-101
CYP19A1,89,48,0.0006751521772722334,0.0018978547917259524
CYP1A1,68,41,0.015149813427294375,0.03123102748796708
CYP1B1,9,9,1.0,1.0
CYP24A1,11,2,0.022132997223854867,0.04339928002829236
CYP26A1,467,105,1.2089754924157703e-107,1.2439198525390207e-105
CYP26B1,11,8,0.6463669807125458,0.7709133039601651
CYP26C1,467,105,1.2089754924157703e-107,1.2439198525390207e-105
CYP27B1,22,31,0.16078316472480964,0.24858838004282527
CYP27C1,10,5,0.30032490974127724,0.4204940622736011
CYP2A13,43,216,2.1456297868674718e-39,2.0621657490929724e-38
CYP2B6,45,217,1.3583887038265946e-38,1.2713841189335267e-37
CYP2B7P1,46,217,4.920220915018249e-38,4.4794883991154024e-37
CYP2C18,467,104,2.7229557397748745e-108,3.0755068513457268e-106
CYP2C8,466,104,1.3216827688006667e-107,1.306205167955501e-105
CYP2C9,466,104,1.3216827688006667e-107,1.306205167955501e-105
CYP2D6,159,54,8.600577333083876e-15,5.50480923296063e-14
CYP2F1,44,216,8.015328811965118e-39,7.59182026565826e-38
CYP2G1P,45,217,1.3583887038265946e-38,1.2713841189335267e-37
CYP2J2,7,176,1.3246190085019777e-52,2.6045061185493077e-51
CYP2R1,61,66,0.5086049624317306,0.6462750588436353
CYP2S1,45,217,1.3583887038265946e-38,1.2713841189335267e-37
CYP2U1,23,64,1.7208058281715403e-06,7.134955879324559e-06
CYP39A1,48,18,0.00031761965610104426,0.0009377520585593332
CYP3A43,1,3,0.36316015387059114,0.49254169659118996
CYP3A7,1,3,0.36316015387059114,0.49254169659118996
CYP46A1,122,88,0.025959883538441204,0.05013748656652916
CYP4B1,7,176,1.3246190085019777e-52,2.6045061185493077e-51
CYP4F11,10,2,0.03813288169940386,0.07071128859257435
CYP4F12,10,2,0.03813288169940386,0.07071128859257435
CYP4F2,10,2,0.03813288169940386,0.07071128859257435
CYP4F22,10,2,0.03813288169940386,0.07071128859257435
CYP4F23P,10,2,0.03813288169940386,0.07071128859257435
CYP4F24P,10,2,0.03813288169940386,0.07071128859257435
CYP4F3,10,2,0.03813288169940386,0.07071128859257435
CYP4F31P,9,6,0.6061644328763274,0.7423611699550131
CYP4F8,10,2,0.03813288169940386,0.07071128859257435
CYP4V2,49,92,2.9981292629207754e-05,0.00010002469341048474
CYP4X1,5,176,4.01306338436073e-55,8.269442820283523e-54
CYP4Z1,5,176,4.01306338436073e-55,8.269442820283523e-54
CYP4Z2P,5,176,4.01306338436073e-55,8.269442820283523e-54
CYP51A1,2,3,0.680022832919075,0.7924982929488241
CYP7A1,20,10,0.09676713716624902,0.15904113069052436
CYP8B1,32,34,0.7038484569067603,0.8132614044806826
CYR61,16,177,4.3177227202978824e-44,5.5060127932355506e-43
CYSLTR1,3,6,0.33157160747609066,0.45504007742607655
CYSLTR2,199,95,2.591911386732528e-11,1.488367463742203e-10
CYSTM1,20,30,0.11297434711625293,0.18234668984424104
CYTH1,15,2,0.0022766524091180577,0.00566223054466415
CYTH3,6,7,0.7851441588007239,0.8811681399704501
CYTH4,152,45,2.465860942762581e-16,1.680678905725022e-15
CYTL1,29,38,0.20752966577915066,0.3086276379976993
CYYR1,28,22,0.5628881395287524,0.7000335815879558
DAAM1,130,84,0.0017561942627275723,0.00455168223165866
DAAM2,41,16,0.0015409954806354128,0.004016105848387435
DAB1,13,177,8.648118830176746e-47,1.3434544060694425e-45
DAB2,13,17,0.46004261835952304,0.595806553409497
DAB2IP,43,25,0.04483048696771447,0.08098167090295896
DACH1,183,92,3.656781010627292e-09,1.886406742501483e-08
DACH2,5,8,0.41187085125875433,0.5442579105919253
DACT1,130,83,0.0013204391147523548,0.0034958823372946554
DACT2,117,71,0.0009713181144897977,0.0026366354744968815
DACT3,63,241,2.608196374782768e-37,2.308799407306231e-36
DAG1,33,35,0.7076513085861553,0.8167131190520303
DAGLB,5,8,0.41187085125875433,0.5442579105919253
DANCR,20,33,0.049026684841509106,0.08778055538607268
DAND5,11,5,0.20868039692590767,0.3091210849641047
DAO,31,43,0.11706292566039642,0.18797640505296367
DAOA,132,63,3.449029138860009e-07,1.588329727895618e-06
DAP,20,28,0.1870384033926744,0.2810252946354026
DAP3,1,1,1.0,1.0
DAPK1,45,23,0.01192146354925792,0.025287238836056547
DAPK3,13,10,0.6762547896585908,0.7924982929488241
DAPL1,9,9,1.0,1.0
DAPP1,25,61,2.4581498310210675e-05,8.33739597236362e-05
DARS,9,8,1.0,1.0
DAW1,10,26,0.005938645718070901,0.013588779280557664
DAZAP1,11,9,0.8231147798009446,0.9047189446795246
DAZAP2,43,43,0.8233532613975357,0.9047189446795246
DAZL,27,22,0.6613618122444469,0.7819109454677557
DBC1,46,26,0.0279722353951467,0.053740749469995366
DBF4,2,3,0.680022832919075,0.7924982929488241
DBF4B,19,7,0.02815702138835105,0.053964630683313274
DBH,49,26,0.011802391821365544,0.025084257207209
DBIL5P2,12,8,0.5017551450947653,0.6388139494544931
DBN1,29,38,0.20752966577915066,0.3086276379976993
DBNL,4,1,0.374511179720651,0.5037524124072009
DBP,65,240,5.107915953867077e-36,4.2986618184308813e-35
DBR1,29,21,0.3851766147105913,0.5154216200055677
DBX1,60,62,0.7007789333341934,0.8109622630418499
DBX2,53,50,1.0,1.0
DCAF10,145,51,1.0076051063138472e-12,6.173019537947232e-12
DCAF11,144,56,4.7999736412681653e-11,2.707668195235838e-10
DCAF12,159,62,2.449836392412788e-12,1.4833310071271623e-11
DCAF12L1,8,12,0.37027889753256593,0.5014721960633074
DCAF12L2,10,12,0.6691085743132619,0.7876615471619638
DCAF15,10,3,0.09146582995123384,0.15173933710960075
DCAF16,31,38,0.32008652547442157,0.4441474030737817
DCAF17,9,10,0.8190406480497187,0.9040222959307942
DCAF4,135,102,0.04719691441475946,0.08489701524258197
DCAF4L1,28,41,0.08122118142277707,0.13675236352084252
DCAF4L2,17,10,0.24528349080208264,0.35531809053316155
DCAF5,135,101,0.03926118806833545,0.07247254450264624
DCAF7,13,1,0.001783177570548905,0.0045828731334107186
DCAF8,3,1,0.6247067078323906,0.7557658182377525
DCAF8L1,12,31,0.0026871049241378904,0.006591392908295132
DCAF8L2,12,31,0.0026871049241378904,0.006591392908295132
DCAKD,19,7,0.02815702138835105,0.053964630683313274
DCBLD1,112,71,0.0034313548852022337,0.008190976177579527
DCBLD2,29,25,0.7804607425495926,0.8768946353462963
DCC,52,46,0.7508802223168352,0.8523290539250036
DCD,41,42,0.8194093716811139,0.9040222959307942
DCDC1,55,58,0.6195389243306083,0.7555377270088
DCDC2,43,25,0.04483048696771447,0.08098167090295896
DCDC2C,19,19,1.0,1.0
DCHS1,73,82,0.2980079681883456,0.418380906366853
DCHS2,34,87,7.153378837159903e-08,3.46303760527928e-07
DCK,25,61,2.4581498310210675e-05,8.33739597236362e-05
DCLK1,170,86,2.0973405156978084e-08,1.0558394513006862e-07
DCLK2,34,83,4.1703209568799626e-07,1.9146259600932397e-06
DCLK3,28,28,0.8914536122258563,0.9581037535134016
DCLRE1C,424,77,1.0203473077059256e-99,3.4290060976193323e-98
DCP1B,29,10,0.003140685059375372,0.007589068185873089
DCP2,17,25,0.20742954595292223,0.3086276379976993
DCST2,2,1,1.0,1.0
DCSTAMP,18,7,0.042275853334427835,0.07662498416865045
DCT,151,73,5.3425782342922236e-08,2.6193280102982304e-07
DCTD,52,89,0.00029161888486398335,0.0008637024622292505
DCTN1,10,8,0.8138773582697607,0.9021595097349724
DCTN2,33,35,0.7076513085861553,0.8167131190520303
DCTN5,48,13,8.442569680001136e-06,3.076019445379022e-05
DCTN6,37,12,0.0006219767304888679,0.0017575873674574442
DCTPP1,27,10,0.007202344121864641,0.016084584917843408
DCUN1D1,9,17,0.11163809797601969,0.18090911626707312
DCUN1D2,123,62,5.369216386939798e-06,2.0372914514930446e-05
DCUN1D3,41,11,4.571119131766079e-05,0.0001488239089670352
DCUN1D4,19,32,0.04513480599542503,0.08149219419029745
DCUN1D5,50,13,3.1776875574393744e-06,1.2538802859956471e-05
DCX,8,6,0.7899543642007077,0.8845180723779839
DDA1,11,2,0.022132997223854867,0.04339928002829236
DDAH1,18,177,2.068290169232062e-42,2.2336344300649916e-41
DDB2,58,42,0.17230658193502732,0.26200023333109235
DDC,6,3,0.5070428290082912,0.6448504693005563
DDHD1,128,66,5.5847002304945676e-06,2.1115873864205736e-05
DDHD2,35,10,0.00021711505582627013,0.0006519093281275695
DDI1,51,12,7.666288351259546e-07,3.3634048952284142e-06
DDI2,34,185,3.1836976222991798e-34,2.5768052630483986e-33
DDIT3,33,35,0.7076513085861553,0.8167131190520303
DDIT4,461,88,3.3908998131137096e-115,6.678980251272161e-112
DDIT4L,25,61,2.4581498310210675e-05,8.33739597236362e-05
DDO,98,63,0.00805815328562495,0.017749205081621408
DDR2,2,1,1.0,1.0
DDX1,12,12,1.0,1.0
DDX10,49,11,8.181307621178705e-07,3.57106572885065e-06
DDX11,30,11,0.004019185529665655,0.009497593995066457
DDX11L9,68,41,0.015149813427294375,0.03123102748796708
DDX17,152,45,2.465860942762581e-16,1.680678905725022e-15
DDX18,9,6,0.6061644328763274,0.7423611699550131
DDX19B,49,13,5.192274458826104e-06,1.9711485195978198e-05
DDX27,10,1,0.011550556608657052,0.024622174169894456
DDX28,49,15,2.63055934039684e-05,8.864123466002989e-05
DDX31,51,25,0.004171308697109449,0.009787784949699802
DDX3X,10,28,0.0024956100611465528,0.006150788242583021
DDX42,13,1,0.001783177570548905,0.0045828731334107186
DDX43,90,51,0.0015070596754015054,0.003951658307537339
DDX46,19,30,0.08077591842169667,0.1362929177278139
DDX47,48,21,0.0017272756403335031,0.004487570852488738
DDX49,13,3,0.020879379998804265,0.04168660903004222
DDX50,459,89,3.889215416279328e-113,9.752094221281399e-111
DDX52,35,10,0.00021711505582627013,0.0006519093281275695
DDX53,9,32,0.00017057368817659498,0.0005185909621106678
DDX58,191,79,9.316024795761445e-14,5.855452907193658e-13
DDX6,43,10,6.917484119725021e-06,2.551299937306881e-05
DDX60,42,89,3.952383057395415e-06,1.53338580289757e-05
DDX60L,41,89,2.2831771164980325e-06,9.264691151818867e-06
DEAF1,76,90,0.15144118758938843,0.23525848189946152
DEC1,42,25,0.05831065864757937,0.10194863992131487
DEDD2,47,230,7.026356151411604e-42,7.370804616376055e-41
DEFB110,50,19,0.000262459736273372,0.0007819655212809587
DEFB112,51,19,0.00017523897076983356,0.0005310550370999475
DEFB114,51,20,0.0003216454438650367,0.0009492648050570886
DEFB115,8,1,0.038732392164372104,0.07165492550408839
DEFB116,8,0,0.00772688706038884,0.017079649414532248
DEFB121,8,0,0.00772688706038884,0.017079649414532248
DEFB124,8,0,0.00772688706038884,0.017079649414532248
DEFB131,30,39,0.2136625499579028,0.315133905298735
DEFB133,49,19,0.0003907853543206899,0.001142763790657077
DEGS1,29,14,0.030121465657664697,0.057421910800690236
DEK,43,26,0.06196728923011001,0.10778978911703481
DENND1A,48,24,0.007077736754200652,0.0158831433405441
DENND1B,9,6,0.6061644328763274,0.7423611699550131
DENND2A,4,3,1.0,1.0
DENND2C,12,177,1.817363593179497e-47,2.926091735985252e-46
DENND3,20,17,0.741024169752616,0.8450247560791999
DENND4B,2,1,1.0,1.0
DENND4C,286,132,1.4123241305491474e-19,1.02690866839832e-18
DENND5A,71,81,0.2557516905687735,0.36856311355757054
DENND5B,30,11,0.004019185529665655,0.009497593995066457
DENND6A,32,34,0.7038484569067603,0.8132614044806826
DENR,25,29,0.4876829680568626,0.6255634485654675
DEPDC1B,15,16,0.8558951661029802,0.9301350781450459
DEPDC4,30,39,0.2136625499579028,0.315133905298735
DEPDC5,157,41,3.948239220204953e-19,2.828347618784874e-18
DEPDC7,56,56,0.841996696083748,0.9172872846885244
DEPTOR,19,8,0.05100892455609041,0.09105351015226458
DERA,46,14,4.8295059265735004e-05,0.0001566929547062357
DERL1,18,8,0.07404322521310056,0.1262087063600586
DERL2,54,7,4.162704984141208e-10,2.229310312719045e-09
DES,10,15,0.3132296172509153,0.43632560370393636
DESI1,160,52,1.0851828092020346e-15,7.222692139934852e-15
DESI2,12,16,0.4451615829338742,0.5817500912425105
DFFB,71,196,1.1910183991706094e-20,8.813536153862509e-20
DFNA5,3,3,1.0,1.0
