Gene,GBM_loss,LGG_loss,pval,FDR
TMEM235,14,2,0.00407043139450625,0.009573511884808655
TMEM237,8,11,0.49178571611551897,0.6290535616048473
TMEM242,114,75,0.006398874485181096,0.014474309970846323
TMEM243,2,3,0.680022832919075,0.7924982929488241
TMEM244,112,73,0.005949753003570759,0.013607976495073072
TMEM245,42,24,0.041790481976904895,0.07600201213765925
TMEM246,43,24,0.03168325689176508,0.05998057782332641
TMEM248,1,5,0.11599285180899042,0.1865372679450438
TMEM25,44,10,4.135802657855368e-06,1.5930263468282908e-05
TMEM252,54,24,0.0009335170823791829,0.002549226251863313
TMEM253,143,52,5.324953986211923e-12,3.1692337076416607e-11
TMEM255A,7,12,0.2502886792281222,0.3616618448792662
TMEM26,452,83,1.1906057929870912e-112,2.751581572654167e-110
TMEM260,130,73,4.867837510499125e-05,0.00015786842634438224
TMEM27,9,30,0.00045456488837536494,0.0013154447607734026
TMEM30A,88,52,0.0036359812953025723,0.00865331289892827
TMEM30B,134,91,0.005510489474017174,0.012670836197564057
TMEM30C,28,26,1.0,1.0
TMEM38B,41,24,0.05467673463241214,0.0968463515679867
TMEM39A,38,25,0.15343067616184292,0.23815987531658675
TMEM39B,17,174,3.660359859809848e-42,3.894187380599401e-41
TMEM41A,19,19,1.0,1.0
TMEM41B,71,81,0.2557516905687735,0.36856311355757054
TMEM44,43,36,0.5610826419731859,0.6993908333896173
TMEM45A,26,25,1.0,1.0
TMEM45B,46,12,9.468273046722346e-06,3.4223387321429995e-05
TMEM47,13,31,0.0050251614261364735,0.011615321579230975
TMEM5,51,39,0.32175759131215065,0.4456584736912434
TMEM51,36,185,4.673388729480332e-33,3.744194426360189e-32
TMEM53,3,173,9.903639137441096e-57,2.0983422725337114e-55
TMEM55A,19,10,0.1338287259801158,0.210554579144669
TMEM56,19,177,1.332636163597674e-41,1.3739780679179313e-40
TMEM57,28,182,9.988276876774235e-37,8.613312011647677e-36
TMEM59L,11,2,0.022132997223854867,0.04339928002829236
TMEM60,2,7,0.10072466603015205,0.16512997196387036
TMEM63B,43,17,0.0012649866907383958,0.0033532080586328185
TMEM63C,133,102,0.06530947216189477,0.11276768859953831
TMEM64,18,10,0.1825258056454066,0.2744647299705003
TMEM65,17,9,0.16647170218451413,0.2558299652394651
TMEM66,38,12,0.0004005431085245439,0.001167661280080671
TMEM68,22,9,0.0284785623542344,0.05448356643979995
TMEM69,3,173,9.903639137441096e-57,2.0983422725337114e-55
TMEM71,20,12,0.2124514425095564,0.3138715154778281
TMEM72,430,79,6.626019165412624e-102,2.4749355944554633e-100
TMEM74,21,7,0.012068953457068876,0.02556759537894354
TMEM75,17,9,0.16647170218451413,0.2558299652394651
TMEM78,20,13,0.29307935612636654,0.41265705199458974
TMEM81,4,7,0.3755203329696677,0.5047934176170334
TMEM86A,61,60,0.9232013386433429,0.9826635378091332
TMEM86B,56,256,3.685545355477615e-46,5.465376340571049e-45
TMEM87A,103,50,1.6842038694661166e-05,5.848384310476192e-05
TMEM87B,10,6,0.4530657644335597,0.5885975882833983
TMEM8B,146,51,6.181507361608451e-13,3.8103653502700924e-12
TMEM9,7,6,1.0,1.0
TMEM91,48,220,6.254700268174187e-38,5.6669546096811e-37
TMEM92,15,6,0.07713921224233394,0.1307384210480015
TMEM98,33,12,0.002246748213654565,0.005642034715065009
TMEM9B,72,81,0.2954657332090491,0.41539412674462667
TMF1,30,30,0.8947619081584367,0.961315504531257
TMIE,32,37,0.456041136327251,0.5913821190867073
TMIGD1,35,12,0.0014681100465925546,0.0038576087318372147
TMLHE,10,17,0.17244644543844792,0.26200023333109235
TMOD2,87,47,0.0008405283951450375,0.002322278867478501
TMOD3,89,48,0.0006751521772722334,0.0018978547917259524
TMPO,32,38,0.3875303145978979,0.5168217672132122
TMPPE,28,26,1.0,1.0
TMPRSS11A,29,62,0.0001162463214382686,0.00036072138827632124
TMPRSS11B,28,62,9.711953429002496e-05,0.00030381708540290606
TMPRSS11D,29,62,0.0001162463214382686,0.00036072138827632124
TMPRSS11F,29,62,0.0001162463214382686,0.00036072138827632124
TMPRSS12,43,42,1.0,1.0
TMPRSS13,45,11,6.3672028850102025e-06,2.3716370379028826e-05
TMPRSS15,31,23,0.40264883586052014,0.5347346641984835
TMPRSS2,25,21,0.763469239313981,0.8629023333815832
TMPRSS3,25,20,0.6482096886114262,0.7709133039601651
TMPRSS4,46,10,1.4569473305167101e-06,6.086279977481095e-06
TMPRSS5,46,10,1.4569473305167101e-06,6.086279977481095e-06
TMPRSS6,154,45,8.24004610253875e-17,5.696363209955688e-16
TMPRSS7,35,28,0.5172534384093497,0.6554902270782226
TMPRSS9,11,9,0.8231147798009446,0.9047189446795246
TMSB15A,6,5,1.0,1.0
TMTC1,33,10,0.0005438448725379064,0.0015469868728014448
TMTC2,40,41,0.8174255489769555,0.9040222959307942
TMTC3,35,40,0.47300882299325864,0.6110188785798204
TMTC4,136,67,5.38030707049696e-07,2.4061617389998612e-06
TMX2,52,17,2.9996754347905323e-05,0.00010002469341048474
TMX3,52,48,0.9164956763630687,0.9774652502893871
TNC,43,25,0.04483048696771447,0.08098167090295896
TNFAIP2,120,85,0.01999529655316922,0.0401080711472437
TNFAIP3,115,73,0.00293042895527366,0.007127737008763103
TNFAIP6,8,11,0.49178571611551897,0.6290535616048473
TNFAIP8,17,28,0.06950316953373761,0.11929577385006929
TNFRSF10B,41,15,0.0008411342909033766,0.002322278867478501
TNFRSF10C,41,15,0.0008411342909033766,0.002322278867478501
TNFRSF10D,40,15,0.001260523694523039,0.0033532080586328185
TNFRSF11B,20,8,0.03470070233778274,0.06483506847240948
TNFRSF17,23,7,0.004966241738960657,0.011489740243749729
TNFRSF1A,29,8,0.0006888389931205767,0.001931269009827791
TNFRSF1B,46,188,1.175059343813465e-28,8.924035117677386e-28
TNFRSF21,48,18,0.00031761965610104426,0.0009377520585593332
TNFRSF25,98,201,7.941444869057966e-14,4.99356989631598e-13
TNFRSF8,45,188,3.72814818533466e-29,2.8442987323563868e-28
TNFRSF9,110,202,2.536404082275454e-11,1.457050176823781e-10
TNFSF11,181,90,3.039346062798197e-09,1.574924337887358e-08
TNFSF12,62,9,5.217178150414699e-11,2.9276223449955026e-10
TNFSF13,62,9,5.217178150414699e-11,2.9276223449955026e-10
TNFSF13B,128,60,3.514465685396686e-07,1.6164820430504904e-06
TNFSF14,10,7,0.6278994251432753,0.7569460849452117
TNFSF15,41,24,0.05467673463241214,0.0968463515679867
TNFSF18,8,1,0.038732392164372104,0.07165492550408839
TNFSF4,7,1,0.06988466164918797,0.11963616949220532
TNFSF8,43,24,0.03168325689176508,0.05998057782332641
TNFSF9,10,6,0.4530657644335597,0.5885975882833983
TNIK,18,18,1.0,1.0
TNIP1,27,35,0.24007346093495668,0.34824097433033213
TNIP2,33,38,0.4618859897340436,0.5977301290303931
TNIP3,25,63,1.0589130776856793e-05,3.801862393163067e-05
TNK1,57,8,2.713036119919313e-10,1.4586695989057951e-09
TNKS,38,17,0.008029219853288385,0.01770364606430326
TNKS1BP1,53,15,4.070762415134778e-06,1.5744333934128383e-05
TNKS2,464,104,3.043174729375305e-106,1.97045563727051e-104
TNMD,7,6,1.0,1.0
TNN,7,1,0.06988466164918797,0.11963616949220532
TNNC1,35,37,0.7148184011211316,0.823529566810464
TNNI1,8,6,0.7899543642007077,0.8845180723779839
TNNI3K,18,176,4.704652040718502e-42,4.97348930018813e-41
TNNT1,56,255,8.453236575639026e-46,1.2210049984543215e-44
TNNT2,8,6,0.7899543642007077,0.8845180723779839
TNNT3,75,87,0.20122064190993366,0.3004175776993209
TNP1,11,14,0.5459238308085007,0.6852329366983035
TNPO1,18,20,0.7416326976533199,0.8450247560791999
TNPO2,9,5,0.4226607189952972,0.556265053508617
TNPO3,2,2,1.0,1.0
TNR,9,1,0.02124361667577746,0.04203393173123407
TNRC18,5,9,0.28915257733996946,0.4079693826243093
TNRC6A,44,14,0.00011889995781033701,0.00036789189829595934
TNRC6B,153,50,8.587587261105248e-15,5.4988378446855507e-14
TNRC6C,14,2,0.00407043139450625,0.009573511884808655
TNS1,9,14,0.29396202526586646,0.4133961377592067
TNS3,8,1,0.038732392164372104,0.07165492550408839
TNS4,31,10,0.0013262029808564068,0.003503116085532784
TOB2,155,52,1.441086543093537e-14,9.157361273414177e-14
TOM1,153,45,1.4273946297658973e-16,9.831417757149613e-16
TOM1L1,11,5,0.20868039692590767,0.3091210849641047
TOMM20,14,17,0.5856429304906156,0.721996561496104
TOMM34,10,1,0.011550556608657052,0.024622174169894456
TOMM40,49,235,1.8782771837901e-42,2.0401648485101144e-41
TOMM5,144,51,1.6374817629279955e-12,9.983056429668973e-12
TOMM7,4,3,1.0,1.0
TOP1,10,1,0.011550556608657052,0.024622174169894456
TOP1MT,21,21,1.0,1.0
TOP2B,27,23,0.7724539395473864,0.8695243971435622
TOPAZ1,34,35,0.8038745870051021,0.8969623446476004
TOPORS,186,78,3.4078706896533235e-13,2.1197943478249365e-12
TOR1AIP1,7,1,0.06988466164918797,0.11963616949220532
TOR1AIP2,7,1,0.06988466164918797,0.11963616949220532
TOR1B,45,24,0.017788284856181166,0.03611021825804776
TOR2A,41,23,0.03879432397539926,0.07171650686173366
TOR3A,6,1,0.12448666612858911,0.19763672570108493
TOX,20,11,0.14714662553723037,0.22901332457731813
TOX2,12,1,0.0033433814753536578,0.008002593454869766
TOX3,49,10,2.943807390367492e-07,1.3640306791517726e-06
TOX4,143,54,2.0578919365831797e-11,1.1853394429199587e-10
TP53,68,9,1.353325064944384e-12,8.264085010404283e-12
TP53AIP1,47,10,8.587198469643044e-07,3.710005620102899e-06
TP53BP1,100,51,7.190966688160174e-05,0.0002282330479390284
TP53I11,61,48,0.3130902390737169,0.43632560370393636
TP53INP1,19,10,0.1338287259801158,0.210554579144669
TP53INP2,9,1,0.02124361667577746,0.04203393173123407
TP53RK,10,2,0.03813288169940386,0.07071128859257435
TP53TG1,2,3,0.680022832919075,0.7924982929488241
TP53TG5,10,1,0.011550556608657052,0.024622174169894456
TP63,33,35,0.7076513085861553,0.8167131190520303
TP73,69,192,2.3230266839229003e-20,1.715659136966067e-19
TPBG,92,52,0.0012175142220813128,0.0032471150273409854
TPBGL,51,13,1.935514506933046e-06,7.95316757875544e-06
TPCN1,27,37,0.15669346624253505,0.24284751899375498
TPCN2,57,16,1.3761304377193097e-06,5.782442359557894e-06
TPD52,18,11,0.2622119360067914,0.3761409188974427
TPD52L1,114,71,0.002097795284809369,0.0053219321582688725
TPGS2,41,42,0.8194093716811139,0.9040222959307942
TPH1,62,60,1.0,1.0
TPH2,37,37,0.9042653290259968,0.9695841379463613
TPK1,3,5,0.49706520125893344,0.634402162558343
TPM1,71,46,0.03128054505199217,0.05954084487722077
TPM3,2,1,1.0,1.0
TPM4,11,2,0.022132997223854867,0.04339928002829236
TPMT,43,26,0.06196728923011001,0.10778978911703481
TPP1,72,82,0.2582723749760377,0.3720885793507278
TPP2,132,68,3.418646727426165e-06,1.3468374282558575e-05
TPPP2,143,53,1.0539874923044792e-11,6.184765667733549e-11
TPRA1,36,25,0.23591933769834117,0.34302093578243215
TPRG1,34,34,0.9005330348167697,0.9664790490117535
TPRG1L,64,192,3.294452016815395e-22,2.4487510240772317e-21
TPRX1,61,240,5.719444570788081e-38,5.188254610047014e-37
TPRXL,25,20,0.6482096886114262,0.7709133039601651
TPST1,1,5,0.11599285180899042,0.1865372679450438
TPST2,144,37,9.097139096502996e-18,6.356149930589209e-17
TPTE2,139,81,8.092538923846378e-05,0.0002558748047022107
TPTE2P1,149,83,8.107391801032562e-06,2.9711939408419405e-05
TPTE2P5,181,89,1.868659481709582e-09,9.797906713522283e-09
TPTE2P6,150,81,2.659256153760742e-06,1.064127489126102e-05
TRA2A,4,3,1.0,1.0
TRA2B,24,20,0.7585454357146829,0.8597306122910795
TRABD2A,9,6,0.6061644328763274,0.7423611699550131
TRABD2B,8,178,3.446170345728193e-52,6.679789797874698e-51
TRAF1,47,25,0.014488587251988969,0.030086751133450138
TRAF2,42,25,0.05831065864757937,0.10194863992131487
TRAF3,120,86,0.024818048243566863,0.04802025322266312
TRAF3IP1,19,48,0.00012559966186579804,0.0003879823402319593
TRAF3IP2,100,65,0.008755244371484148,0.019144291258869704
TRAF3IP3,16,8,0.1496700762761138,0.23279601219919047
TRAF4,32,10,0.0008522401096625325,0.002343983315034725
TRAF5,18,9,0.12011182652712088,0.19172456254281264
TRAF6,56,56,0.841996696083748,0.9172872846885244
TRAFD1,28,39,0.13013197362361711,0.20549169639167206
TRAIP,33,36,0.6193547657731289,0.7555377270088
TRAK1,30,34,0.520456019277471,0.658604188491801
TRAK2,8,11,0.49178571611551897,0.6290535616048473
TRAM1,20,13,0.29307935612636654,0.41265705199458974
TRAM1L1,25,65,4.472481142986119e-06,1.718302090279731e-05
TRAM2,45,19,0.001804679542503409,0.004629422146087126
TRANK1,27,28,0.7831826835569217,0.8796897167931865
TRAPPC10,24,22,1.0,1.0
TRAPPC12,16,18,0.7280976627513759,0.8332050803573678
TRAPPC2,10,31,0.0006384525315870835,0.0017994059905255474
TRAPPC3,14,174,9.267170816662758e-45,1.255288007285013e-43
TRAPPC3L,108,70,0.00669451140625339,0.015088514680380858
TRAPPC6A,53,240,6.724512549870567e-42,7.064029896794102e-41
TRAPPC8,37,41,0.5569963091751772,0.6949500462150757
TRAPPC9,23,17,0.4259697994709346,0.5603802034966923
TRAT1,32,26,0.5899753223544262,0.7268604356932822
TRAX,17,13,0.5824445323192672,0.7192340127003725
TRBV30,5,5,1.0,1.0
TRDMT1,425,76,5.3600155194190124e-101,1.881265260110103e-99
TRDN,111,69,0.0024585001204616244,0.006068286035092758
TREH,44,10,4.135802657855368e-06,1.5930263468282908e-05
TREM2,42,16,0.0010391121277294637,0.0027934041486671448
TREML1,42,16,0.0010391121277294637,0.0027934041486671448
TREML2,43,16,0.0006959087686901522,0.0019489078156717872
TREML3P,43,17,0.0012649866907383958,0.0033532080586328185
TREML4,44,17,0.0008555989511695811,0.002343983315034725
TRERF1,43,16,0.0006959087686901522,0.0019489078156717872
TRGC1,4,2,0.6871334366319842,0.7976291233355742
TRH,35,23,0.17703735009049498,0.2680632066383848
TRHDE,36,37,0.8087384511393629,0.9014075988475273
TRHR,20,7,0.01853516742298712,0.03747951070508985
TRIB1,17,9,0.16647170218451413,0.2558299652394651
TRIB2,14,14,1.0,1.0
TRIL,3,2,1.0,1.0
TRIM14,44,25,0.03419223862764333,0.06426874482788515
TRIM15,44,21,0.006896717513145844,0.015516323271301013
TRIM16,46,6,7.199757527751185e-09,3.6850002583263476e-08
TRIM16L,37,6,1.3344054439594353e-06,5.635490182501725e-06
TRIM2,32,86,2.8091099354688762e-08,1.403340520472679e-07
TRIM21,73,87,0.1453744658402869,0.22686632306802304
TRIM22,74,87,0.17167839860474599,0.2615305652408979
TRIM24,2,3,0.680022832919075,0.7924982929488241
TRIM25,12,4,0.07590020996223656,0.1287022185407741
TRIM26,43,21,0.00957733685520801,0.02084479197898214
TRIM29,45,10,2.4605670296634736e-06,9.885701502969965e-06
TRIM3,74,84,0.26322891717707253,0.37738354588986295
TRIM31,45,21,0.004930207983063803,0.011441616610780851
TRIM32,43,27,0.08378550170291674,0.1409909047363297
TRIM33,12,177,1.817363593179497e-47,2.926091735985252e-46
TRIM35,39,13,0.0005234457598051231,0.0014920687293724021
TRIM36,17,26,0.16053620083276154,0.24825764967158165
TRIM38,42,24,0.041790481976904895,0.07600201213765925
TRIM42,28,21,0.46511571064710694,0.6012881415955973
TRIM44,58,56,1.0,1.0
TRIM47,13,2,0.007222109257812128,0.016084584917843408
TRIM49B,57,39,0.10841968068196597,0.17658901043093278
TRIM49C,45,11,6.3672028850102025e-06,2.3716370379028826e-05
TRIM5,75,87,0.20122064190993366,0.3004175776993209
TRIM55,20,12,0.2124514425095564,0.3138715154778281
TRIM56,2,3,0.680022832919075,0.7924982929488241
TRIM60,39,89,7.221210141711028e-07,3.1923784210942634e-06
TRIM62,17,175,1.6043821417062692e-42,1.7591991629716478e-41
TRIM66,70,81,0.21971382475013815,0.3218470088148781
TRIM67,18,13,0.4704302688108405,0.6078447873797046
TRIM71,29,26,0.8901368730410111,0.9569624351837164
TRIM73,2,6,0.16898554219925477,0.25789909731963884
TRIM8,463,108,4.947587474737905e-103,1.987236872874674e-101
TRIM9,127,63,2.0943025209370758e-06,8.574710403247956e-06
TRIO,17,29,0.05135066269672453,0.09162485509326475
TRIP11,123,93,0.057793150640761334,0.10144528031380191
TRIP4,66,43,0.04322075118062083,0.078186671993652
TRIQK,18,10,0.1825258056454066,0.2744647299705003
TRIT1,7,173,1.89401967236599e-51,3.615243140823621e-50
TRMT1,10,4,0.17837098217268166,0.26940366923366416
TRMT10B,145,50,4.886945046142053e-13,3.0210571392241118e-12
TRMT11,113,71,0.0026887300686404773,0.006593226100410913
TRMT12,16,9,0.22723874874760935,0.3316731911860268
TRMT1L,6,4,0.7534252777061385,0.8545722230218675
TRMT44,29,39,0.1683444809021016,0.25789909731963884
TRMT5,136,89,0.0020912644817262676,0.005308376992986143
TRMU,169,60,7.505232523777768e-15,4.8367054042123387e-14
TRNAI2,43,23,0.021843137916567962,0.04310096122194718
TRNAI6,43,22,0.01466769136654186,0.03036214134052526
TRNAU1AP,25,177,4.055513026502849e-37,3.5668569487193086e-36
TRNP1,27,183,9.672516854828772e-38,8.695424787147684e-37
TRNT1,25,22,0.8816257140972298,0.9512160796644822
TRO,2,6,0.16898554219925477,0.25789909731963884
TROVE2,8,4,0.38656153385757197,0.5164926942638483
TRPA1,20,13,0.29307935612636654,0.41265705199458974
TRPC2,74,86,0.19895281517827212,0.29738001886646803
TRPC4,175,86,3.1345401424364903e-09,1.6225727780730862e-08
TRPC4AP,9,1,0.02124361667577746,0.04203393173123407
TRPC5,10,6,0.4530657644335597,0.5885975882833983
TRPC5OS,9,6,0.6061644328763274,0.7423611699550131
TRPC6,50,12,1.2793496152471302e-06,5.422796252890065e-06
TRPC7,20,30,0.11297434711625293,0.18234668984424104
TRPM1,98,46,1.4940542178961624e-05,5.240178020368002e-05
TRPM2,25,23,1.0,1.0
TRPM3,52,25,0.003004768974688946,0.0072991008308178115
TRPM4,65,238,2.2421120142326045e-35,1.8608290982211152e-34
TRPM6,49,24,0.005132844054450176,0.011835085707743753
TRPM8,22,48,0.0007534446747386738,0.002094807681644338
TRPS1,22,8,0.01551377812090629,0.03192875392961424
TRPV2,41,5,3.3180127957464445e-08,1.645532790284024e-07
TRPV3,53,5,3.6754819127395255e-11,2.0882408961109362e-10
TRPV4,29,42,0.08527379627454405,0.1428902836690573
TRPV5,5,5,1.0,1.0
TRPV6,5,5,1.0,1.0
TRUB1,468,127,1.3872745071262006e-94,3.643293294763949e-93
TSACC,1,1,1.0,1.0
TSC1,52,26,0.004677019942381189,0.010889366642041261
TSC2,25,5,0.0003001397590175636,0.0008877140106245009
TSC22D1,182,91,3.335853085813676e-09,1.7238109754073973e-08
TSC22D2,28,22,0.5628881395287524,0.7000335815879558
TSC22D3,9,8,1.0,1.0
TSC22D4,2,3,0.680022832919075,0.7924982929488241
TSEN15,5,3,0.7261349050046062,0.8326716445022286
TSEN2,25,20,0.6482096886114262,0.7709133039601651
TSEN54,13,2,0.007222109257812128,0.016084584917843408
TSFM,24,32,0.21852435124297898,0.3207301225571109
TSGA10,9,5,0.4226607189952972,0.556265053508617
TSGA10IP,54,13,4.256077817324115e-07,1.943897870837423e-06
TSHB,11,177,1.692690468599319e-48,2.8474351869315757e-47
TSHR,129,99,0.07353621734289857,0.12554393191556112
TSHZ1,59,48,0.4158373096595216,0.5493880742289724
TSHZ2,12,2,0.01270460490418217,0.026673455607354936
TSHZ3,21,191,5.3685103513642266e-45,7.446515466130509e-44
TSIX,2,6,0.16898554219925477,0.25789909731963884
TSKS,64,241,8.006898418699641e-37,6.940544030335027e-36
TSKU,50,14,7.459525766848367e-06,2.743804996806958e-05
TSLP,16,26,0.11445688644757593,0.18454130602291355
TSN,9,4,0.2656173167521872,0.3801875523194753
TSPAN1,3,174,3.9571420464622685e-57,8.640143578772703e-56
TSPAN10,16,5,0.025995852861648277,0.05015536882708456
TSPAN11,32,11,0.0017493898903887155,0.004536394775318364
TSPAN12,2,2,1.0,1.0
TSPAN13,4,5,0.747799998870537,0.8492818918147129
TSPAN14,456,97,1.031889964615823e-105,5.78397427181302e-104
TSPAN15,458,89,1.8307713421301665e-112,3.767376315271146e-110
TSPAN16,10,3,0.09146582995123384,0.15173933710960075
TSPAN18,61,49,0.3660000710637126,0.49612462258789836
TSPAN19,38,42,0.561533273965662,0.6993908333896173
TSPAN3,68,40,0.011032577170914855,0.02365901131498686
TSPAN7,12,29,0.006118189008051434,0.013961329983130585
TSPAN8,34,37,0.6238858499056186,0.7557658182377525
TSPAN9,30,9,0.0009740817847902242,0.002639368068383613
TSPEAR,31,22,0.3243526224939539,0.4489059420586121
TSPO,164,57,6.510205292825788e-15,4.209914072700344e-14
TSPY26P,8,0,0.00772688706038884,0.017079649414532248
TSPYL2,4,23,0.00011588840309542078,0.00035990812307203036
TSPYL4,105,70,0.013092168150928486,0.0274372977069263
TSPYL5,17,7,0.06267964363089813,0.10871419081207156
TSR1,50,5,1.3325408879603872e-10,7.273775152231446e-10
TSRM,3,2,1.0,1.0
TSSC2,75,86,0.23178073632216348,0.3378430255221754
TSSK1B,18,25,0.21813358333854022,0.32031673703729074
TSSK3,15,175,3.107791871053389e-44,4.010760265203093e-43
TST,154,45,8.24004610253875e-17,5.696363209955688e-16
TSTA3,22,23,0.7633827221269018,0.8629023333815832
TTBK1,44,16,0.0004629836869794918,0.0013364605968112847
TTBK2,101,52,7.921717494004997e-05,0.00025057915391649415
TTC1,27,43,0.03517122150009633,0.0656651863502917
TTC12,46,10,1.4569473305167101e-06,6.086279977481095e-06
TTC13,20,12,0.2124514425095564,0.3138715154778281
TTC14,10,17,0.17244644543844792,0.26200023333109235
TTC17,61,52,0.5517506825691435,0.6906423426009227
TTC18,460,90,4.089881080686514e-113,9.752094221281399e-111
TTC21B,9,10,0.8190406480497187,0.9040222959307942
TTC23,65,38,0.012652957022516776,0.026673455607354936
TTC23L,16,19,0.6069062426926441,0.7426641884757983
TTC24,2,1,1.0,1.0
TTC25,29,10,0.003140685059375372,0.007589068185873089
TTC26,2,3,0.680022832919075,0.7924982929488241
TTC28,154,40,8.760131658392913e-19,6.21903108565115e-18
TTC29,30,81,6.824275963601827e-08,3.3090469181803303e-07
TTC3,26,22,0.7680958787389202,0.8665667510639173
TTC30B,10,13,0.5298636452330138,0.6682572142297316
TTC33,13,16,0.5736013072901622,0.7104162616961676
TTC37,18,26,0.17003003979053605,0.2592034968270177
TTC38,169,60,7.505232523777768e-15,4.8367054042123387e-14
TTC39A,15,179,1.0628488094740023e-45,1.5322567001841136e-44
TTC39B,239,122,2.5744174981610955e-12,1.5556275002967007e-11
TTC39C,33,42,0.2312985626104102,0.3373038547261025
TTC4,6,175,1.9115745126271304e-53,3.859633377511391e-52
TTC40,464,133,1.258011047290062e-88,2.8205734257300465e-87
TTC6,145,54,8.115008923425979e-12,4.801247107038403e-11
TTC7A,11,8,0.6463669807125458,0.7709133039601651
TTC7B,123,95,0.09530799939266438,0.1570553715310009
TTC9,134,101,0.04649769851066984,0.08369140031479538
TTF1,47,24,0.009692196866217626,0.02100954997464952
TTF2,11,175,9.298918352838945e-48,1.5183516466994199e-46
TTI2,40,12,0.00016281785834953142,0.0004964176716311469
TTK,92,51,0.0008507131515084729,0.002343983315034725
TTL,10,6,0.4530657644335597,0.5885975882833983
TTLL1,163,57,1.0784684008313871e-14,6.870548056526335e-14
TTLL11,44,26,0.04790829988083656,0.08602420282212847
TTLL12,164,57,6.510205292825788e-15,4.209914072700344e-14
TTLL3,23,20,0.8765266912546001,0.9479862067654609
TTLL5,137,103,0.040512208631063966,0.07451627256714129
TTLL6,18,8,0.07404322521310056,0.1262087063600586
TTLL7,18,178,9.07437527637184e-43,1.0089953027509829e-41
TTN,11,13,0.6816734346528801,0.7938676126331936
TTYH1,58,254,2.4637790774248556e-44,3.2437238651249938e-43
TUB,72,83,0.22461494900183224,0.32860983286964585
TUBA1A,44,45,0.7413928869178359,0.8450247560791999
TUBA1B,44,45,0.7413928869178359,0.8450247560791999
TUBA1C,44,45,0.7413928869178359,0.8450247560791999
TUBA3C,139,80,4.30921225642812e-05,0.00014072388373057222
TUBA4A,10,14,0.4112613220538969,0.5439788306677503
TUBA8,141,39,3.192056853150622e-16,2.1667906935394778e-15
TUBAL3,423,79,8.996070855556332e-98,2.598826469080139e-96
TUBB2A,50,31,0.0500715984334061,0.08960871475656736
TUBB4A,11,6,0.3306822019367589,0.45456282113701346
TUBB6,47,46,0.9140354814531899,0.9756184424799144
TUBBP1,38,12,0.0004005431085245439,0.001167661280080671
TUBGCP2,465,134,1.0327008592977264e-88,2.318868805436539e-87
TUBGCP3,125,60,1.061800088119095e-06,4.557229053718294e-06
TUBGCP4,100,50,4.6730436599145165e-05,0.00015181328256755162
TULP2,64,240,1.6929167549304305e-36,1.4498857179341463e-35
TULP3,30,9,0.0009740817847902242,0.002639368068383613
TULP4,115,73,0.00293042895527366,0.007127737008763103
TUSC1,305,123,3.6676599952078935e-27,2.758917799099298e-26
TUSC2,33,37,0.5372405974120151,0.6758020645053837
TUSC3,44,18,0.0015198694545267627,0.003983161016381896
TUT1,55,17,7.795760371440581e-06,2.8576845363538413e-05
TVP23A,23,7,0.004966241738960657,0.011489740243749729
TWSG1,48,49,0.7504219956942231,0.8519376677235958
TXK,25,38,0.06904261988400355,0.11881749669470947
TXLNB,117,75,0.0031835140296758418,0.00768113519977361
TXN2,154,45,8.24004610253875e-17,5.696363209955688e-16
TXNDC12,14,177,7.285112637380047e-46,1.0594091194455281e-44
TXNDC15,19,30,0.08077591842169667,0.1362929177278139
TXNDC16,128,66,5.5847002304945676e-06,2.1115873864205736e-05
TXNDC2,46,48,0.6672837272138417,0.786443322661133
TXNDC5,53,28,0.007833171566254609,0.01729930950724445
TXNDC9,8,5,0.5800722812261874,0.7170119154595398
TXNL1,47,47,0.8298301850596774,0.9086336099076517
TXNRD1,30,38,0.2600186634631556,0.3739946727827962
TXNRD3NB,38,25,0.15343067616184292,0.23815987531658675
TYR,45,11,6.3672028850102025e-06,2.3716370379028826e-05
TYRO3,105,50,8.355413220485843e-06,3.0598492783553954e-05
TYRP1,239,125,1.1416802535140083e-11,6.688892655338313e-11
U1,2,2,1.0,1.0
U2AF1,25,21,0.763469239313981,0.8629023333815832
U3,0,1,0.48847926267281105,0.626317470456723
U6,2,2,1.0,1.0
U7,27,29,0.6821943314146705,0.7941048621860659
U8,9,1,0.02124361667577746,0.04203393173123407
UACA,66,43,0.04322075118062083,0.078186671993652
UAP1,2,1,1.0,1.0
UAP1L1,40,25,0.0962325627886376,0.1583704599266996
UBA3,30,31,0.7928529335148853,0.8871684742838442
UBAC1,44,28,0.08805383770323698,0.14667828232180372
UBAC2,138,68,4.1761945166866827e-07,1.9161513142842805e-06
UBALD2,12,3,0.03463458748966235,0.06481634150613028
UBAP1,159,61,1.2635395926713838e-12,7.72691863685142e-12
UBAP2,162,64,2.2596681645072874e-12,1.369844034190011e-11
UBAP2L,2,1,1.0,1.0
UBASH3A,25,20,0.6482096886114262,0.7709133039601651
UBASH3B,47,8,9.472293375068627e-08,4.554826859163922e-07
UBB,41,5,3.3180127957464445e-08,1.645532790284024e-07
UBC,24,31,0.2703424442748018,0.3855215680554464
UBE2B,19,31,0.06068696756582881,0.10566059651992123
UBE2D1,449,83,1.1658685480558955e-110,1.7871099315199657e-108
UBE2D2,20,32,0.06541040026369116,0.1128511580063361
UBE2D3,25,62,1.6174349391967775e-05,5.634765226487475e-05
