Gene,GBM_mut,LGG_mut,pval,FDR
PAPOLA,2,2,0.6129467360897645,1.0
PAPPA,2,3,1.0,1.0
PAPPA2,4,5,0.506868682875917,1.0
PARD3,1,2,1.0,1.0
PARD6B,2,2,0.6129467360897645,1.0
PARP1,1,2,1.0,1.0
PARP12,2,4,1.0,1.0
PARP16,0,3,0.555300505294623,1.0
PARP2,0,3,0.555300505294623,1.0
PARP4,3,1,0.12322231267327528,1.0
PARP9,2,1,0.2776318594459757,1.0
PARVB,1,2,1.0,1.0
PASD1,4,4,0.45877715501005295,1.0
PAX2,1,2,1.0,1.0
PAX3,3,1,0.12322231267327528,1.0
PAX4,1,5,0.6704048423590807,1.0
PAX5,3,1,0.12322231267327528,1.0
PAX6,1,2,1.0,1.0
PAX8,1,2,1.0,1.0
PBRM1,2,6,0.7207249349769386,1.0
PC,2,2,0.6129467360897645,1.0
PCBP2,0,3,0.555300505294623,1.0
PCBP4,0,3,0.555300505294623,1.0
PCCA,2,1,0.2776318594459757,1.0
PCCB,1,2,1.0,1.0
PCDH10,1,4,0.6635915057670203,1.0
PCDH11X,9,5,0.024454830268644236,0.9984238280609337
PCDH11Y,7,2,0.01026016998973047,0.9381215427276893
PCDH12,1,4,0.6635915057670203,1.0
PCDH15,3,4,0.6988110156411875,1.0
PCDH17,3,1,0.12322231267327528,1.0
PCDH18,2,4,1.0,1.0
PCDH19,7,10,0.6104708293333782,1.0
PCDH20,1,3,1.0,1.0
PCDH7,4,7,1.0,1.0
PCDH9,4,1,0.05190631466953338,0.9984238280609337
PCDHA1,7,7,0.26088713121357004,1.0
PCDHA10,2,4,1.0,1.0
PCDHA11,2,3,1.0,1.0
PCDHA12,0,3,0.555300505294623,1.0
PCDHA13,4,1,0.05190631466953338,0.9984238280609337
PCDHA2,3,7,1.0,1.0
PCDHA3,7,4,0.0557041760943801,1.0
PCDHA4,2,1,0.2776318594459757,1.0
PCDHA5,2,4,1.0,1.0
PCDHA6,1,3,1.0,1.0
PCDHA7,4,5,0.506868682875917,1.0
PCDHA8,5,1,0.021100511734372707,0.9984238280609337
PCDHAC1,1,5,0.6704048423590807,1.0
PCDHAC2,0,3,0.555300505294623,1.0
PCDHB1,0,4,0.3041276425443637,1.0
PCDHB12,2,2,0.6129467360897645,1.0
PCDHB13,4,3,0.2440874242159363,1.0
PCDHB16,2,2,0.6129467360897645,1.0
PCDHB2,1,2,1.0,1.0
PCDHB3,1,7,0.27372353182729653,1.0
PCDHB4,3,2,0.3479791729957157,1.0
PCDHB5,5,3,0.1341087670241668,1.0
PCDHB6,2,4,1.0,1.0
PCDHB7,6,2,0.023696211745832373,0.9984238280609337
PCDHB8,1,2,1.0,1.0
PCDHGA1,5,4,0.2888957366365076,1.0
PCDHGA11,2,1,0.2776318594459757,1.0
PCDHGA12,2,4,1.0,1.0
PCDHGA2,4,4,0.45877715501005295,1.0
PCDHGA3,2,5,1.0,1.0
PCDHGA5,1,3,1.0,1.0
PCDHGA6,2,1,0.2776318594459757,1.0
PCDHGA7,1,3,1.0,1.0
PCDHGA8,3,1,0.12322231267327528,1.0
PCDHGA9,2,2,0.6129467360897645,1.0
PCDHGB1,2,1,0.2776318594459757,1.0
PCDHGB2,4,1,0.05190631466953338,0.9984238280609337
PCDHGB3,3,2,0.3479791729957157,1.0
PCDHGB4,3,5,1.0,1.0
PCDHGC3,2,2,0.6129467360897645,1.0
PCDHGC5,0,3,0.555300505294623,1.0
PCDP1,3,1,0.12322231267327528,1.0
PCF11,2,3,1.0,1.0
PCK1,3,2,0.3479791729957157,1.0
PCLO,24,15,0.00048518704518203735,0.1400913752562451
PCM1,1,6,0.43173728841039627,1.0
PCMTD1,3,3,0.4235081060898829,1.0
PCNT,2,2,0.6129467360897645,1.0
PCNX,3,6,1.0,1.0
PCNXL2,2,4,1.0,1.0
PCNXL3,0,4,0.3041276425443637,1.0
PCSK2,2,6,0.7207249349769386,1.0
PCSK4,1,4,0.6635915057670203,1.0
PCSK6,3,3,0.4235081060898829,1.0
PCSK9,1,3,1.0,1.0
PCYOX1L,0,3,0.555300505294623,1.0
PDC,1,2,1.0,1.0
PDCD11,2,4,1.0,1.0
PDE11A,2,3,1.0,1.0
PDE1A,2,1,0.2776318594459757,1.0
PDE1C,4,2,0.19015132781181593,1.0
PDE2A,1,4,0.6635915057670203,1.0
PDE3A,3,2,0.3479791729957157,1.0
PDE3B,3,0,0.041546220364935736,0.9984238280609337
PDE4A,2,1,0.2776318594459757,1.0
PDE4C,0,3,0.555300505294623,1.0
PDE4D,0,5,0.16968917798636085,1.0
PDE4DIP,4,2,0.19015132781181593,1.0
PDE6A,2,2,0.6129467360897645,1.0
PDE6B,1,4,0.6635915057670203,1.0
PDE6C,0,4,0.3041276425443637,1.0
PDE8A,0,7,0.1027867894601106,1.0
PDGFD,2,2,0.6129467360897645,1.0
PDGFRA,11,10,0.10378289911611051,1.0
PDGFRB,3,1,0.12322231267327528,1.0
PDGFRL,1,3,1.0,1.0
PDHA1,1,5,0.6704048423590807,1.0
PDHA2,3,3,0.4235081060898829,1.0
PDIA4,0,3,0.555300505294623,1.0
PDILT,2,5,1.0,1.0
PDP2,1,2,1.0,1.0
PDPR,2,1,0.2776318594459757,1.0
PDS5A,2,2,0.6129467360897645,1.0
PDZD2,1,6,0.43173728841039627,1.0
PDZD3,3,2,0.3479791729957157,1.0
PDZD4,2,3,1.0,1.0
PDZRN3,1,3,1.0,1.0
PDZRN4,1,4,0.6635915057670203,1.0
PEAR1,1,5,0.6704048423590807,1.0
PEG10,1,4,0.6635915057670203,1.0
PEG3,4,3,0.2440874242159363,1.0
PER1,1,4,0.6635915057670203,1.0
PER2,3,2,0.3479791729957157,1.0
PET112L,2,1,0.2776318594459757,1.0
PEX1,2,2,0.6129467360897645,1.0
PEX12,2,1,0.2776318594459757,1.0
PEX14,3,1,0.12322231267327528,1.0
PEX5L,1,2,1.0,1.0
PFAS,1,3,1.0,1.0
PFKFB1,2,1,0.2776318594459757,1.0
PFKFB2,0,3,0.555300505294623,1.0
PFKL,1,5,0.6704048423590807,1.0
PGBD1,1,2,1.0,1.0
PGBD2,2,1,0.2776318594459757,1.0
PGK1,1,2,1.0,1.0
PGLYRP2,1,2,1.0,1.0
PGLYRP4,1,5,0.6704048423590807,1.0
PGM5,3,2,0.3479791729957157,1.0
PGR,5,3,0.1341087670241668,1.0
PHB2,0,4,0.3041276425443637,1.0
PHC1,1,2,1.0,1.0
PHEX,1,4,0.6635915057670203,1.0
PHF12,3,1,0.12322231267327528,1.0
PHF16,2,2,0.6129467360897645,1.0
PHF20,1,3,1.0,1.0
PHF20L1,2,2,0.6129467360897645,1.0
PHF3,1,8,0.17377216114695537,1.0
PHF5A,1,2,1.0,1.0
PHF8,1,3,1.0,1.0
PHGDH,1,3,1.0,1.0
PHIP,0,4,0.3041276425443637,1.0
PHKA1,2,1,0.2776318594459757,1.0
PHKA2,0,4,0.3041276425443637,1.0
PHLDB1,0,4,0.3041276425443637,1.0
PHLDB2,4,2,0.19015132781181593,1.0
PHLPP1,1,3,1.0,1.0
PHLPP2,2,3,1.0,1.0
PHRF1,4,2,0.19015132781181593,1.0
PHYHIP,2,1,0.2776318594459757,1.0
PI15,0,3,0.555300505294623,1.0
PI4KA,1,5,0.6704048423590807,1.0
PI4KB,2,2,0.6129467360897645,1.0
PIAS3,1,2,1.0,1.0
PIAS4,1,2,1.0,1.0
PIGO,2,1,0.2776318594459757,1.0
PIGR,3,0,0.041546220364935736,0.9984238280609337
PIH1D2,1,3,1.0,1.0
PIK3C2A,1,2,1.0,1.0
PIK3C2B,1,2,1.0,1.0
PIK3C2G,9,1,0.00046656042591533553,0.1400913752562451
PIK3CA,27,44,0.6015148418178965,1.0
PIK3CB,3,2,0.3479791729957157,1.0
PIK3CD,0,3,0.555300505294623,1.0
PIK3CG,6,4,0.10390045357003576,1.0
PIK3R1,32,22,0.0001643812104812222,0.06441395147857036
PIK3R2,3,1,0.12322231267327528,1.0
PIK3R5,3,1,0.12322231267327528,1.0
PIKFYVE,3,4,0.6988110156411875,1.0
PIM1,1,2,1.0,1.0
PIM2,2,2,0.6129467360897645,1.0
PIP4K2C,2,2,0.6129467360897645,1.0
PIP5K1B,2,1,0.2776318594459757,1.0
PITPNM2,1,3,1.0,1.0
PITPNM3,1,3,1.0,1.0
PITX2,3,2,0.3479791729957157,1.0
PIWIL2,2,3,1.0,1.0
PIWIL3,2,3,1.0,1.0
PJA2,1,2,1.0,1.0
PKD1,1,3,1.0,1.0
PKD1L1,4,7,1.0,1.0
PKD1L2,9,8,0.1257031248168311,1.0
PKD2,3,1,0.12322231267327528,1.0
PKDREJ,3,3,0.4235081060898829,1.0
PKHD1,15,13,0.042337226096727444,0.9984238280609337
PKHD1L1,5,7,0.7610101658739366,1.0
PKLR,1,2,1.0,1.0
PKN1,1,5,0.6704048423590807,1.0
PKN3,1,2,1.0,1.0
PKP2,2,3,1.0,1.0
PKP4,1,2,1.0,1.0
PLA1A,1,2,1.0,1.0
PLA2G3,1,3,1.0,1.0
PLA2G4A,3,4,0.6988110156411875,1.0
PLA2G4E,1,2,1.0,1.0
PLAC1L,1,3,1.0,1.0
PLAT,2,1,0.2776318594459757,1.0
PLB1,3,2,0.3479791729957157,1.0
PLCB1,1,3,1.0,1.0
PLCB2,3,4,0.6988110156411875,1.0
PLCB4,0,4,0.3041276425443637,1.0
PLCD1,3,1,0.12322231267327528,1.0
PLCE1,2,5,1.0,1.0
PLCG1,5,6,0.5272546176448649,1.0
PLCG2,3,8,0.7560312109963104,1.0
PLCH1,2,4,1.0,1.0
PLCH2,2,4,1.0,1.0
PLCL1,4,2,0.19015132781181593,1.0
PLCL2,2,2,0.6129467360897645,1.0
PLCXD3,4,3,0.2440874242159363,1.0
PLCZ1,1,4,0.6635915057670203,1.0
PLD1,1,5,0.6704048423590807,1.0
PLEC,4,9,1.0,1.0
PLEKHA5,3,2,0.3479791729957157,1.0
PLEKHA7,2,1,0.2776318594459757,1.0
PLEKHG1,2,2,0.6129467360897645,1.0
PLEKHG2,2,2,0.6129467360897645,1.0
PLEKHG3,1,2,1.0,1.0
PLEKHG4,1,3,1.0,1.0
PLEKHG4B,6,5,0.2039365389802441,1.0
PLEKHG5,1,3,1.0,1.0
PLEKHG6,2,2,0.6129467360897645,1.0
PLEKHM3,2,3,1.0,1.0
PLEKHN1,1,2,1.0,1.0
PLEKHO1,1,2,1.0,1.0
PLG,2,3,1.0,1.0
PLIN2,2,1,0.2776318594459757,1.0
PLIN4,1,2,1.0,1.0
PLK1S1,2,1,0.2776318594459757,1.0
PLK2,1,2,1.0,1.0
PLP1,0,3,0.555300505294623,1.0
PLS1,2,1,0.2776318594459757,1.0
PLS3,0,3,0.555300505294623,1.0
PLSCR2,1,2,1.0,1.0
PLVAP,0,3,0.555300505294623,1.0
PLXDC2,2,1,0.2776318594459757,1.0
PLXNA1,1,7,0.27372353182729653,1.0
PLXNA2,3,3,0.4235081060898829,1.0
PLXNA3,1,9,0.17771380843845347,1.0
PLXNA4,4,4,0.45877715501005295,1.0
PLXNB1,0,4,0.3041276425443637,1.0
PLXNB3,1,5,0.6704048423590807,1.0
PLXNC1,1,2,1.0,1.0
PLXND1,1,3,1.0,1.0
PM20D1,0,4,0.3041276425443637,1.0
PMFBP1,2,1,0.2776318594459757,1.0
PML,0,3,0.555300505294623,1.0
PMPCB,2,3,1.0,1.0
PMS1,2,1,0.2776318594459757,1.0
PMS2,2,5,1.0,1.0
PNCK,2,2,0.6129467360897645,1.0
PNLDC1,2,1,0.2776318594459757,1.0
PNLIPRP1,0,4,0.3041276425443637,1.0
PNMA3,1,5,0.6704048423590807,1.0
PNMA5,1,2,1.0,1.0
PNPLA1,1,2,1.0,1.0
PNPLA6,2,2,0.6129467360897645,1.0
PNPLA7,3,1,0.12322231267327528,1.0
PODN,1,2,1.0,1.0
PODNL1,3,1,0.12322231267327528,1.0
PODXL,0,3,0.555300505294623,1.0
POF1B,3,5,1.0,1.0
POLA1,1,2,1.0,1.0
POLB,0,3,0.555300505294623,1.0
POLD1,1,2,1.0,1.0
POLE,0,3,0.555300505294623,1.0
POLI,2,1,0.2776318594459757,1.0
POLQ,3,5,1.0,1.0
POLR1A,2,2,0.6129467360897645,1.0
POLR2A,2,6,0.7207249349769386,1.0
POLR2B,1,3,1.0,1.0
POLR3A,0,4,0.3041276425443637,1.0
POLR3B,1,2,1.0,1.0
POLRMT,2,1,0.2776318594459757,1.0
POM121,2,4,1.0,1.0
POM121C,2,1,0.2776318594459757,1.0
POM121L12,7,3,0.037745896831976725,0.9984238280609337
PON1,2,2,0.6129467360897645,1.0
PORCN,3,2,0.3479791729957157,1.0
POSTN,0,3,0.555300505294623,1.0
POT1,0,3,0.555300505294623,1.0
POTEA,2,1,0.2776318594459757,1.0
POTEC,3,1,0.12322231267327528,1.0
POTEE,3,6,1.0,1.0
POTEF,5,2,0.05296050564450086,0.9984238280609337
POTEG,4,2,0.19015132781181593,1.0
POTEH,3,2,0.3479791729957157,1.0
POU1F1,0,3,0.555300505294623,1.0
POU2AF1,2,1,0.2776318594459757,1.0
POU2F1,0,3,0.555300505294623,1.0
POU4F2,3,0,0.041546220364935736,0.9984238280609337
POU5F2,1,2,1.0,1.0
PPARA,1,2,1.0,1.0
PPARG,1,2,1.0,1.0
PPARGC1B,2,1,0.2776318594459757,1.0
PPEF2,4,4,0.45877715501005295,1.0
PPFIBP1,2,2,0.6129467360897645,1.0
PPFIBP2,0,3,0.555300505294623,1.0
PPIG,2,3,1.0,1.0
PPIL2,1,2,1.0,1.0
PPIL6,2,1,0.2776318594459757,1.0
PPIP5K2,0,3,0.555300505294623,1.0
PPL,3,6,1.0,1.0
PPM1B,1,2,1.0,1.0
PPM1D,0,3,0.555300505294623,1.0
PPM1H,1,2,1.0,1.0
PPM1J,2,2,0.6129467360897645,1.0
PPP1R10,1,3,1.0,1.0
PPP1R12C,1,2,1.0,1.0
PPP1R16B,1,4,0.6635915057670203,1.0
PPP1R3A,7,4,0.0557041760943801,1.0
PPP1R9A,2,1,0.2776318594459757,1.0
PPP2R2A,0,3,0.555300505294623,1.0
PPP2R2C,0,3,0.555300505294623,1.0
PPP2R3A,2,3,1.0,1.0
PPP2R5B,1,2,1.0,1.0
PPP2R5D,0,3,0.555300505294623,1.0
PPP2R5E,1,2,1.0,1.0
PPP4R4,2,1,0.2776318594459757,1.0
PPRC1,0,4,0.3041276425443637,1.0
PPYR1,1,2,1.0,1.0
PRAME,3,0,0.041546220364935736,0.9984238280609337
PRAMEF1,1,4,0.6635915057670203,1.0
PRAMEF11,1,3,1.0,1.0
PRAMEF12,3,2,0.3479791729957157,1.0
PRAMEF2,2,3,1.0,1.0
PRB1,2,1,0.2776318594459757,1.0
PRB3,1,2,1.0,1.0
PRCP,3,2,0.3479791729957157,1.0
PRDM1,0,3,0.555300505294623,1.0
PRDM10,0,6,0.09773391900633387,1.0
PRDM11,1,3,1.0,1.0
PRDM12,3,1,0.12322231267327528,1.0
PRDM15,5,3,0.1341087670241668,1.0
PRDM2,0,4,0.3041276425443637,1.0
PRDM9,8,8,0.19683206652272855,1.0
PREP,2,1,0.2776318594459757,1.0
PREX1,5,2,0.05296050564450086,0.9984238280609337
PREX2,3,4,0.6988110156411875,1.0
PRF1,0,3,0.555300505294623,1.0
PRG4,2,8,0.5073309250885738,1.0
PRIC285,6,5,0.2039365389802441,1.0
PRKCA,1,4,0.6635915057670203,1.0
PRKCB,4,1,0.05190631466953338,0.9984238280609337
PRKCD,3,0,0.041546220364935736,0.9984238280609337
PRKCG,2,2,0.6129467360897645,1.0
PRKCH,0,3,0.555300505294623,1.0
PRKCQ,2,2,0.6129467360897645,1.0
PRKCSH,2,1,0.2776318594459757,1.0
PRKD2,0,3,0.555300505294623,1.0
PRKDC,3,7,1.0,1.0
PRKG2,5,1,0.021100511734372707,0.9984238280609337
PRMT10,2,3,1.0,1.0
PRMT5,0,4,0.3041276425443637,1.0
PRMT8,1,4,0.6635915057670203,1.0
PROKR1,0,5,0.16968917798636085,1.0
PROKR2,6,3,0.07158905501404213,1.0
PROL1,2,1,0.2776318594459757,1.0
PROM2,1,2,1.0,1.0
PROS1,2,1,0.2776318594459757,1.0
PROX2,2,1,0.2776318594459757,1.0
PRPF31,2,2,0.6129467360897645,1.0
PRPF40B,3,3,0.4235081060898829,1.0
PRPF4B,1,2,1.0,1.0
PRPF8,2,6,0.7207249349769386,1.0
PRPS1L1,2,1,0.2776318594459757,1.0
PRPS2,2,2,0.6129467360897645,1.0
PRR12,2,7,0.7264026999583479,1.0
PRR16,3,1,0.12322231267327528,1.0
PRR23A,1,2,1.0,1.0
PRR23B,1,4,0.6635915057670203,1.0
PRR23C,3,0,0.041546220364935736,0.9984238280609337
PRSS12,1,3,1.0,1.0
PRSS16,2,2,0.6129467360897645,1.0
PRSS2,0,4,0.3041276425443637,1.0
PRSS35,2,3,1.0,1.0
PRSS36,3,0,0.041546220364935736,0.9984238280609337
PRSS55,2,2,0.6129467360897645,1.0
PRUNE2,2,5,1.0,1.0
PRX,2,10,0.23385314602648125,1.0
PSAP,0,3,0.555300505294623,1.0
PSAT1,1,2,1.0,1.0
PSD3,1,6,0.43173728841039627,1.0
PSD4,3,1,0.12322231267327528,1.0
PSG1,4,2,0.19015132781181593,1.0
PSG11,1,2,1.0,1.0
PSG6,1,2,1.0,1.0
PSG7,4,4,0.45877715501005295,1.0
PSG8,5,3,0.1341087670241668,1.0
PSG9,2,4,1.0,1.0
PSMB8,2,1,0.2776318594459757,1.0
PSMD2,0,3,0.555300505294623,1.0
PSME1,0,3,0.555300505294623,1.0
PSME4,0,6,0.09773391900633387,1.0
PSPH,1,2,1.0,1.0
PTBP1,1,2,1.0,1.0
PTCD1,0,4,0.3041276425443637,1.0
PTCD2,3,2,0.3479791729957157,1.0
PTCD3,0,3,0.555300505294623,1.0
PTCHD1,1,5,0.6704048423590807,1.0
PTCHD3,3,0,0.041546220364935736,0.9984238280609337
PTDSS1,3,2,0.3479791729957157,1.0
PTEN,84,26,5.926928173522378e-22,1.0838375986647922e-18
PTER,0,5,0.16968917798636085,1.0
PTGFR,1,2,1.0,1.0
PTGFRN,1,3,1.0,1.0
PTGS1,1,2,1.0,1.0
PTGS2,1,2,1.0,1.0
PTH2R,1,2,1.0,1.0
PTK2B,3,2,0.3479791729957157,1.0
PTK6,1,2,1.0,1.0
PTK7,0,3,0.555300505294623,1.0
PTPDC1,1,3,1.0,1.0
PTPN11,4,7,1.0,1.0
PTPN12,1,2,1.0,1.0
PTPN13,1,3,1.0,1.0
PTPN14,1,4,0.6635915057670203,1.0
PTPN21,0,4,0.3041276425443637,1.0
PTPN22,2,1,0.2776318594459757,1.0
PTPN23,0,4,0.3041276425443637,1.0
PTPN3,3,1,0.12322231267327528,1.0
PTPN4,0,3,0.555300505294623,1.0
PTPRA,3,1,0.12322231267327528,1.0
PTPRB,3,6,1.0,1.0
PTPRC,2,7,0.7264026999583479,1.0
PTPRD,4,4,0.45877715501005295,1.0
PTPRE,1,2,1.0,1.0
PTPRF,5,5,0.328575491331887,1.0
PTPRG,2,4,1.0,1.0
PTPRH,3,8,0.7560312109963104,1.0
PTPRJ,1,4,0.6635915057670203,1.0
PTPRK,1,3,1.0,1.0
PTPRM,3,6,1.0,1.0
PTPRN,0,3,0.555300505294623,1.0
PTPRR,2,3,1.0,1.0
PTPRS,2,3,1.0,1.0
PTPRT,7,1,0.0032432816451511332,0.6135394174241076
PTPRU,1,2,1.0,1.0
PTPRZ1,3,9,0.5578688068667825,1.0
PTX4,4,2,0.19015132781181593,1.0
PUM1,3,1,0.12322231267327528,1.0
PUS7,1,2,1.0,1.0
PVR,1,2,1.0,1.0
PVRL1,2,1,0.2776318594459757,1.0
PVRL4,3,1,0.12322231267327528,1.0
PWP2,1,3,1.0,1.0
PWWP2B,0,4,0.3041276425443637,1.0
PXDN,1,3,1.0,1.0
PXDNL,4,3,0.2440874242159363,1.0
PYGB,2,1,0.2776318594459757,1.0
PYGL,1,3,1.0,1.0
PZP,1,2,1.0,1.0
QARS,2,3,1.0,1.0
QKI,5,1,0.021100511734372707,0.9984238280609337
QPCT,1,2,1.0,1.0
QRFPR,1,2,1.0,1.0
QRICH2,3,3,0.4235081060898829,1.0
QSER1,2,3,1.0,1.0
QTRT1,1,3,1.0,1.0
R3HDM1,0,7,0.1027867894601106,1.0
R3HDML,2,1,0.2776318594459757,1.0
RAB11FIP1,3,3,0.4235081060898829,1.0
RAB11FIP4,2,2,0.6129467360897645,1.0
RAB11FIP5,2,2,0.6129467360897645,1.0
RAB19,1,3,1.0,1.0
RAB28,2,1,0.2776318594459757,1.0
RAB3GAP1,2,4,1.0,1.0
RAB3GAP2,3,5,1.0,1.0
RAB4B,2,1,0.2776318594459757,1.0
RABEP1,1,2,1.0,1.0
RABGEF1,3,1,0.12322231267327528,1.0
RAD21,1,2,1.0,1.0
RAD23B,2,1,0.2776318594459757,1.0
RAD50,1,5,0.6704048423590807,1.0
RAD51AP2,2,3,1.0,1.0
RAD54B,2,2,0.6129467360897645,1.0
RAD54L,1,4,0.6635915057670203,1.0
RAD54L2,2,3,1.0,1.0
RAD9A,0,3,0.555300505294623,1.0
RAG1,5,2,0.05296050564450086,0.9984238280609337
RAG2,3,0,0.041546220364935736,0.9984238280609337
RAI1,2,4,1.0,1.0
RAI14,2,2,0.6129467360897645,1.0
RAI2,2,2,0.6129467360897645,1.0
RALGAPA1,0,3,0.555300505294623,1.0
RALGAPA2,4,2,0.19015132781181593,1.0
RALGAPB,1,3,1.0,1.0
RALGDS,2,2,0.6129467360897645,1.0
RALYL,3,2,0.3479791729957157,1.0
RANBP10,2,1,0.2776318594459757,1.0
RANBP17,2,3,1.0,1.0
RANBP2,1,11,0.06646409824683651,1.0
RANBP6,2,2,0.6129467360897645,1.0
RAP1GDS1,0,4,0.3041276425443637,1.0
RAP2B,2,2,0.6129467360897645,1.0
RAP2C,1,5,0.6704048423590807,1.0
RAPGEF1,0,3,0.555300505294623,1.0
RAPGEF2,1,2,1.0,1.0
RAPGEF6,1,4,0.6635915057670203,1.0
RARS,1,2,1.0,1.0
RARS2,0,3,0.555300505294623,1.0
RASA1,0,4,0.3041276425443637,1.0
RASAL1,1,3,1.0,1.0
RASAL2,1,3,1.0,1.0
RASAL3,2,1,0.2776318594459757,1.0
RASEF,1,3,1.0,1.0
RASGRF1,3,3,0.4235081060898829,1.0
RASGRF2,2,4,1.0,1.0
RASGRP4,1,2,1.0,1.0
RASSF9,2,2,0.6129467360897645,1.0
RAVER2,0,5,0.16968917798636085,1.0
RB1,24,6,2.945676467201441e-07,0.00016159981099067103
RB1CC1,3,4,0.6988110156411875,1.0
RBBP5,1,1,1.0,1.0
RBBP6,3,6,1.0,1.0
RBBP8,1,2,1.0,1.0
RBL1,2,2,0.6129467360897645,1.0
RBL2,0,3,0.555300505294623,1.0
RBM10,1,2,1.0,1.0
RBM12B,0,7,0.1027867894601106,1.0
RBM19,4,3,0.2440874242159363,1.0
RBM25,1,2,1.0,1.0
RBM27,1,3,1.0,1.0
RBM28,3,3,0.4235081060898829,1.0
RBM33,1,3,1.0,1.0
RBM41,0,3,0.555300505294623,1.0
RBM44,2,1,0.2776318594459757,1.0
RBM46,2,2,0.6129467360897645,1.0
RBM47,7,3,0.037745896831976725,0.9984238280609337
RBMS3,4,1,0.05190631466953338,0.9984238280609337
RBMX,2,1,0.2776318594459757,1.0
RBMXL1,2,3,1.0,1.0
RBMXL2,2,1,0.2776318594459757,1.0
RBP3,2,2,0.6129467360897645,1.0
RBPJ,0,7,0.1027867894601106,1.0
RBPJL,3,2,0.3479791729957157,1.0
RC3H2,1,2,1.0,1.0
RCBTB2,2,2,0.6129467360897645,1.0
RCOR1,1,2,1.0,1.0
RDH8,1,2,1.0,1.0
REC8,0,3,0.555300505294623,1.0
RECK,1,3,1.0,1.0
RECQL4,1,4,0.6635915057670203,1.0
RECQL5,3,2,0.3479791729957157,1.0
RELN,12,9,0.03623332761463123,0.9984238280609337
RELT,1,3,1.0,1.0
REM1,3,1,0.12322231267327528,1.0
REN,4,3,0.2440874242159363,1.0
RENBP,1,3,1.0,1.0
REPIN1,3,1,0.12322231267327528,1.0
REPS1,1,5,0.6704048423590807,1.0
RERE,3,6,1.0,1.0
RERGL,2,1,0.2776318594459757,1.0
RET,3,7,1.0,1.0
REV1,2,3,1.0,1.0
REV3L,1,5,0.6704048423590807,1.0
REXO1,4,4,0.45877715501005295,1.0
RFC4,1,2,1.0,1.0
RFPL2,2,1,0.2776318594459757,1.0
RFPL3,2,2,0.6129467360897645,1.0
RFWD2,0,4,0.3041276425443637,1.0
RFX1,2,2,0.6129467360897645,1.0
RFX3,1,2,1.0,1.0
RFX4,2,4,1.0,1.0
RFX6,4,4,0.45877715501005295,1.0
RFX7,2,5,1.0,1.0
RGAG1,2,9,0.3461565380101572,1.0
RGAG4,0,6,0.09773391900633387,1.0
RGL2,0,3,0.555300505294623,1.0
RGN,1,3,1.0,1.0
RGNEF,5,2,0.05296050564450086,0.9984238280609337
RGPD3,2,3,1.0,1.0
RGPD4,4,2,0.19015132781181593,1.0
RGS12,3,4,0.6988110156411875,1.0
RGS22,3,2,0.3479791729957157,1.0
RGS3,2,7,0.7264026999583479,1.0
RGS4,2,2,0.6129467360897645,1.0
RGS6,1,2,1.0,1.0
RGS9,3,2,0.3479791729957157,1.0
RHAG,2,4,1.0,1.0
RHBDL3,2,1,0.2776318594459757,1.0
RHOBTB3,0,3,0.555300505294623,1.0
RHOT1,0,3,0.555300505294623,1.0
RHPN1,1,2,1.0,1.0
RIBC2,1,3,1.0,1.0
RICH2,1,3,1.0,1.0
RIF1,0,4,0.3041276425443637,1.0
RIMBP2,2,8,0.5073309250885738,1.0
RIMS1,1,4,0.6635915057670203,1.0
RIMS2,10,4,0.007678059330291366,0.8816122449689124
RIN3,2,2,0.6129467360897645,1.0
RINT1,0,4,0.3041276425443637,1.0
RIOK3,1,3,1.0,1.0
RIPK1,1,3,1.0,1.0
RIPK4,2,8,0.5073309250885738,1.0
RLIM,2,2,0.6129467360897645,1.0
RLTPR,5,1,0.021100511734372707,0.9984238280609337
RMI1,1,3,1.0,1.0
RNASEN,2,2,0.6129467360897645,1.0
RNF103,0,3,0.555300505294623,1.0
RNF112,0,4,0.3041276425443637,1.0
RNF126,0,3,0.555300505294623,1.0
RNF128,2,3,1.0,1.0
RNF130,3,3,0.4235081060898829,1.0
RNF133,2,2,0.6129467360897645,1.0
RNF144A,1,2,1.0,1.0
RNF145,0,3,0.555300505294623,1.0
RNF160,2,5,1.0,1.0
RNF168,2,2,0.6129467360897645,1.0
RNF17,6,5,0.2039365389802441,1.0
RNF19A,1,3,1.0,1.0
RNF19B,1,2,1.0,1.0
RNF213,3,4,0.6988110156411875,1.0
RNF216,0,3,0.555300505294623,1.0
RNF31,2,3,1.0,1.0
RNF32,1,2,1.0,1.0
RNF43,2,4,1.0,1.0
RNF8,1,2,1.0,1.0
RNGTT,0,4,0.3041276425443637,1.0
RNPEP,1,2,1.0,1.0
ROBO1,3,3,0.4235081060898829,1.0
ROBO2,2,5,1.0,1.0
ROBO3,0,5,0.16968917798636085,1.0
ROBO4,2,1,0.2776318594459757,1.0
ROCK1,2,1,0.2776318594459757,1.0
ROCK2,1,3,1.0,1.0
ROR2,1,7,0.27372353182729653,1.0
RORB,1,3,1.0,1.0
RORC,3,1,0.12322231267327528,1.0
ROS1,4,11,0.5947487351372678,1.0
RP1,6,11,1.0,1.0
RP1L1,2,4,1.0,1.0
RPE65,2,1,0.2776318594459757,1.0
RPF1,2,1,0.2776318594459757,1.0
RPGRIP1,1,3,1.0,1.0
RPGRIP1L,1,2,1.0,1.0
