Gene,GBM_mut,LGG_mut,pval,FDR
MGAT5B,1,2,1.0,1.0
MIA3,1,6,0.43173728841039627,1.0
MIB1,4,1,0.05190631466953338,0.9984238280609337
MIB2,2,3,1.0,1.0
MICA,0,3,0.555300505294623,1.0
MICAL1,0,4,0.3041276425443637,1.0
MICAL2,3,2,0.3479791729957157,1.0
MICAL3,1,2,1.0,1.0
MICALL1,0,3,0.555300505294623,1.0
MID1,1,3,1.0,1.0
MID2,1,3,1.0,1.0
MIER2,2,4,1.0,1.0
MIOS,1,2,1.0,1.0
MIPEP,2,2,0.6129467360897645,1.0
MKI67,5,8,0.774711300113603,1.0
MKL1,2,2,0.6129467360897645,1.0
MKL2,1,2,1.0,1.0
MKRN1,1,3,1.0,1.0
MKRN2,1,2,1.0,1.0
MKRN3,3,3,0.4235081060898829,1.0
MLH1,0,3,0.555300505294623,1.0
MLH3,1,2,1.0,1.0
MLKL,0,3,0.555300505294623,1.0
MLL,3,7,1.0,1.0
MLL2,4,11,0.5947487351372678,1.0
MLL3,10,15,0.6699976043566471,1.0
MLL4,5,5,0.328575491331887,1.0
MLL5,1,4,0.6635915057670203,1.0
MLLT3,1,2,1.0,1.0
MLLT4,3,5,1.0,1.0
MLLT6,1,3,1.0,1.0
MLST8,2,2,0.6129467360897645,1.0
MLXIPL,2,3,1.0,1.0
MMAB,1,2,1.0,1.0
MMEL1,1,5,0.6704048423590807,1.0
MMP1,2,1,0.2776318594459757,1.0
MMP10,2,4,1.0,1.0
MMP12,1,3,1.0,1.0
MMP13,5,0,0.004924491660311503,0.6282735174062537
MMP15,0,3,0.555300505294623,1.0
MMP19,2,2,0.6129467360897645,1.0
MMP20,1,3,1.0,1.0
MMP27,2,1,0.2776318594459757,1.0
MMP3,3,2,0.3479791729957157,1.0
MMP9,2,2,0.6129467360897645,1.0
MMRN1,3,3,0.4235081060898829,1.0
MN1,1,5,0.6704048423590807,1.0
MNDA,1,3,1.0,1.0
MOAP1,1,1,1.0,1.0
MOCS1,1,2,1.0,1.0
MOCS3,3,1,0.12322231267327528,1.0
MOGS,0,3,0.555300505294623,1.0
MON2,1,3,1.0,1.0
MORC1,4,4,0.45877715501005295,1.0
MORC2,1,2,1.0,1.0
MORC4,0,4,0.3041276425443637,1.0
MORN5,1,2,1.0,1.0
MOV10L1,4,3,0.2440874242159363,1.0
MPDZ,2,5,1.0,1.0
MPEG1,1,2,1.0,1.0
MPHOSPH9,1,2,1.0,1.0
MPL,3,1,0.12322231267327528,1.0
MPO,2,2,0.6129467360897645,1.0
MPP3,2,1,0.2776318594459757,1.0
MPP4,3,1,0.12322231267327528,1.0
MPP7,3,3,0.4235081060898829,1.0
MPPED1,0,5,0.16968917798636085,1.0
MPRIP,0,4,0.3041276425443637,1.0
MRC2,1,2,1.0,1.0
MRGPRD,0,3,0.555300505294623,1.0
MRGPRE,3,2,0.3479791729957157,1.0
MRGPRX1,1,3,1.0,1.0
MRGPRX3,0,3,0.555300505294623,1.0
MRGPRX4,2,1,0.2776318594459757,1.0
MRPL32,3,0,0.041546220364935736,0.9984238280609337
MRPL43,0,3,0.555300505294623,1.0
MRPS26,1,2,1.0,1.0
MRVI1,2,3,1.0,1.0
MS4A1,0,3,0.555300505294623,1.0
MS4A12,1,2,1.0,1.0
MS4A14,3,1,0.12322231267327528,1.0
MS4A3,2,2,0.6129467360897645,1.0
MS4A8B,2,2,0.6129467360897645,1.0
MSH4,3,1,0.12322231267327528,1.0
MSH5,2,2,0.6129467360897645,1.0
MSH6,3,1,0.12322231267327528,1.0
MSL3,4,2,0.19015132781181593,1.0
MSL3L2,1,3,1.0,1.0
MSLN,1,3,1.0,1.0
MSLNL,2,4,1.0,1.0
MSR1,4,1,0.05190631466953338,0.9984238280609337
MST1,3,5,1.0,1.0
MST1R,2,1,0.2776318594459757,1.0
MST4,2,2,0.6129467360897645,1.0
MTA2,1,4,0.6635915057670203,1.0
MTDH,2,1,0.2776318594459757,1.0
MTERFD3,3,1,0.12322231267327528,1.0
MTF1,3,1,0.12322231267327528,1.0
MTHFR,1,2,1.0,1.0
MTM1,2,2,0.6129467360897645,1.0
MTMR1,2,4,1.0,1.0
MTMR11,2,1,0.2776318594459757,1.0
MTMR12,2,2,0.6129467360897645,1.0
MTMR15,1,4,0.6635915057670203,1.0
MTMR3,1,3,1.0,1.0
MTMR4,1,2,1.0,1.0
MTMR8,1,3,1.0,1.0
MTOR,4,5,0.506868682875917,1.0
MTRR,1,2,1.0,1.0
MTTP,1,2,1.0,1.0
MTUS1,2,1,0.2776318594459757,1.0
MTUS2,4,6,0.7449010997430616,1.0
MTX3,3,1,0.12322231267327528,1.0
MUC16,42,43,0.003629209648064925,0.6209917713901175
MUC17,22,28,0.16832874069375459,1.0
MUC2,6,8,0.5748900184752334,1.0
MUC21,1,4,0.6635915057670203,1.0
MUC4,2,2,0.6129467360897645,1.0
MUC5B,6,11,1.0,1.0
MUC6,1,4,0.6635915057670203,1.0
MUC7,1,6,0.43173728841039627,1.0
MUM1L1,2,4,1.0,1.0
MUSK,1,3,1.0,1.0
MVD,1,2,1.0,1.0
MVP,3,0,0.041546220364935736,0.9984238280609337
MX2,4,5,0.506868682875917,1.0
MXRA5,9,11,0.346966233569579,1.0
MYBBP1A,1,2,1.0,1.0
MYBPC1,0,3,0.555300505294623,1.0
MYBPC2,0,3,0.555300505294623,1.0
MYCBP2,1,7,0.27372353182729653,1.0
MYEOV,1,3,1.0,1.0
MYF5,2,2,0.6129467360897645,1.0
MYH1,7,10,0.6104708293333782,1.0
MYH10,1,5,0.6704048423590807,1.0
MYH11,4,11,0.5947487351372678,1.0
MYH13,8,10,0.4535801442149797,1.0
MYH14,3,4,0.6988110156411875,1.0
MYH15,2,7,0.7264026999583479,1.0
MYH2,8,15,1.0,1.0
MYH3,2,6,0.7207249349769386,1.0
MYH4,6,16,0.5062818460426411,1.0
MYH6,2,5,1.0,1.0
MYH7,1,6,0.43173728841039627,1.0
MYH7B,3,6,1.0,1.0
MYH8,7,14,1.0,1.0
MYH9,3,0,0.041546220364935736,0.9984238280609337
MYL10,1,2,1.0,1.0
MYLIP,3,0,0.041546220364935736,0.9984238280609337
MYLK,2,4,1.0,1.0
MYLK3,1,4,0.6635915057670203,1.0
MYO10,2,5,1.0,1.0
MYO15A,4,11,0.5947487351372678,1.0
MYO18A,3,6,1.0,1.0
MYO18B,3,5,1.0,1.0
MYO19,2,2,0.6129467360897645,1.0
MYO1A,5,3,0.1341087670241668,1.0
MYO1B,6,4,0.10390045357003576,1.0
MYO1D,3,2,0.3479791729957157,1.0
MYO1E,1,3,1.0,1.0
MYO1F,0,6,0.09773391900633387,1.0
MYO1G,2,1,0.2776318594459757,1.0
MYO3A,5,7,0.7610101658739366,1.0
MYO3B,1,5,0.6704048423590807,1.0
MYO5A,1,4,0.6635915057670203,1.0
MYO5B,3,4,0.6988110156411875,1.0
MYO5C,0,3,0.555300505294623,1.0
MYO6,2,3,1.0,1.0
MYO7A,0,6,0.09773391900633387,1.0
MYO7B,3,6,1.0,1.0
MYO9A,1,4,0.6635915057670203,1.0
MYO9B,5,2,0.05296050564450086,0.9984238280609337
MYOCD,2,9,0.3461565380101572,1.0
MYOF,2,4,1.0,1.0
MYOM1,2,3,1.0,1.0
MYOM2,3,3,0.4235081060898829,1.0
MYOM3,0,4,0.3041276425443637,1.0
MYOZ2,2,1,0.2776318594459757,1.0
MYSM1,2,2,0.6129467360897645,1.0
MYST4,1,11,0.06646409824683651,1.0
MYT1,0,6,0.09773391900633387,1.0
MYT1L,2,2,0.6129467360897645,1.0
N4BP2,3,2,0.3479791729957157,1.0
N4BP2L2,1,2,1.0,1.0
NAA35,2,1,0.2776318594459757,1.0
NAAA,2,1,0.2776318594459757,1.0
NAALAD2,2,2,0.6129467360897645,1.0
NAALADL1,3,0,0.041546220364935736,0.9984238280609337
NAALADL2,3,2,0.3479791729957157,1.0
NACA,1,3,1.0,1.0
NADSYN1,1,3,1.0,1.0
NAE1,0,3,0.555300505294623,1.0
NAF1,1,3,1.0,1.0
NAGLU,0,3,0.555300505294623,1.0
NALCN,4,3,0.2440874242159363,1.0
NAP1L2,2,4,1.0,1.0
NAPSA,0,4,0.3041276425443637,1.0
NAT10,1,2,1.0,1.0
NAT2,0,3,0.555300505294623,1.0
NAV1,1,3,1.0,1.0
NAV2,5,1,0.021100511734372707,0.9984238280609337
NAV3,3,6,1.0,1.0
NBAS,4,4,0.45877715501005295,1.0
NBEA,5,6,0.5272546176448649,1.0
NBEAL1,3,5,1.0,1.0
NBEAL2,3,4,0.6988110156411875,1.0
NBPF1,1,4,0.6635915057670203,1.0
NBPF10,0,4,0.3041276425443637,1.0
NBPF9,5,3,0.1341087670241668,1.0
NCAM1,2,2,0.6129467360897645,1.0
NCAN,1,2,1.0,1.0
NCAPD2,0,3,0.555300505294623,1.0
NCAPG,3,1,0.12322231267327528,1.0
NCAPG2,1,2,1.0,1.0
NCAPH2,2,2,0.6129467360897645,1.0
NCCRP1,1,3,1.0,1.0
NCDN,2,1,0.2776318594459757,1.0
NCF1,1,2,1.0,1.0
NCF2,3,2,0.3479791729957157,1.0
NCKAP1,1,3,1.0,1.0
NCKAP1L,1,3,1.0,1.0
NCKAP5,2,6,0.7207249349769386,1.0
NCL,1,2,1.0,1.0
NCOA1,1,2,1.0,1.0
NCOA2,3,2,0.3479791729957157,1.0
NCOA3,0,5,0.16968917798636085,1.0
NCOA5,2,2,0.6129467360897645,1.0
NCOA6,1,2,1.0,1.0
NCOA7,1,2,1.0,1.0
NCOR1,1,5,0.6704048423590807,1.0
NCOR2,2,5,1.0,1.0
NCR1,2,1,0.2776318594459757,1.0
NCSTN,1,2,1.0,1.0
NDN,1,2,1.0,1.0
NDRG3,0,3,0.555300505294623,1.0
NDST3,1,3,1.0,1.0
NDST4,5,2,0.05296050564450086,0.9984238280609337
NDUFAF4,1,2,1.0,1.0
NEB,6,11,1.0,1.0
NEBL,3,8,0.7560312109963104,1.0
NECAP2,1,2,1.0,1.0
NEDD4,2,6,0.7207249349769386,1.0
NEDD4L,3,2,0.3479791729957157,1.0
NEDD9,0,3,0.555300505294623,1.0
NEFL,1,2,1.0,1.0
NEFM,2,7,0.7264026999583479,1.0
NEGR1,2,3,1.0,1.0
NEK1,2,2,0.6129467360897645,1.0
NEK3,2,2,0.6129467360897645,1.0
NEK4,2,1,0.2776318594459757,1.0
NEK8,0,3,0.555300505294623,1.0
NELL1,3,4,0.6988110156411875,1.0
NEO1,1,7,0.27372353182729653,1.0
NES,1,2,1.0,1.0
NETO1,2,4,1.0,1.0
NEU2,3,6,1.0,1.0
NEURL,1,2,1.0,1.0
NEURL4,0,4,0.3041276425443637,1.0
NEUROD2,1,2,1.0,1.0
NEUROG2,1,2,1.0,1.0
NEXN,2,1,0.2776318594459757,1.0
NF1,29,33,0.05088752500562769,0.9984238280609337
NFAT5,0,4,0.3041276425443637,1.0
NFATC2,2,4,1.0,1.0
NFATC4,2,2,0.6129467360897645,1.0
NFIB,3,2,0.3479791729957157,1.0
NFIX,2,3,1.0,1.0
NFKB2,1,2,1.0,1.0
NFKBIA,1,2,1.0,1.0
NFKBIE,1,2,1.0,1.0
NFKBIL2,2,1,0.2776318594459757,1.0
NFKBIZ,0,3,0.555300505294623,1.0
NFRKB,2,4,1.0,1.0
NFX1,1,2,1.0,1.0
NFXL1,2,1,0.2776318594459757,1.0
NGEF,1,6,0.43173728841039627,1.0
NHLRC2,1,2,1.0,1.0
NHP2L1,2,1,0.2776318594459757,1.0
NHS,3,6,1.0,1.0
NID1,1,2,1.0,1.0
NIN,4,1,0.05190631466953338,0.9984238280609337
NIPA1,1,2,1.0,1.0
NIPBL,2,18,0.017125414999879147,0.9984238280609337
NISCH,2,2,0.6129467360897645,1.0
NIT2,1,3,1.0,1.0
NKAPL,2,2,0.6129467360897645,1.0
NKD2,0,4,0.3041276425443637,1.0
NKPD1,0,3,0.555300505294623,1.0
NKRF,0,3,0.555300505294623,1.0
NKX2-1,0,4,0.3041276425443637,1.0
NKX2-2,0,6,0.09773391900633387,1.0
NLE1,1,2,1.0,1.0
NLGN1,2,3,1.0,1.0
NLGN2,0,4,0.3041276425443637,1.0
NLGN3,1,4,0.6635915057670203,1.0
NLGN4X,2,1,0.2776318594459757,1.0
NLRC3,0,3,0.555300505294623,1.0
NLRC4,1,4,0.6635915057670203,1.0
NLRC5,1,2,1.0,1.0
NLRP1,3,5,1.0,1.0
NLRP11,3,4,0.6988110156411875,1.0
NLRP12,6,4,0.10390045357003576,1.0
NLRP13,1,6,0.43173728841039627,1.0
NLRP14,1,5,0.6704048423590807,1.0
NLRP2,3,7,1.0,1.0
NLRP3,5,2,0.05296050564450086,0.9984238280609337
NLRP4,6,4,0.10390045357003576,1.0
NLRP5,12,6,0.005662910652196711,0.7060619963170718
NLRP6,1,2,1.0,1.0
NLRP7,3,3,0.4235081060898829,1.0
NLRP8,2,5,1.0,1.0
NLRP9,1,3,1.0,1.0
NLRX1,2,3,1.0,1.0
NMBR,1,4,0.6635915057670203,1.0
NMUR2,4,2,0.19015132781181593,1.0
NNT,1,3,1.0,1.0
NOBOX,3,3,0.4235081060898829,1.0
NOD1,2,1,0.2776318594459757,1.0
NOD2,3,1,0.12322231267327528,1.0
NOL4,1,2,1.0,1.0
NOL6,1,3,1.0,1.0
NOL8,2,3,1.0,1.0
NOM1,1,2,1.0,1.0
NONO,2,2,0.6129467360897645,1.0
NOS1,4,6,0.7449010997430616,1.0
NOS1AP,1,3,1.0,1.0
NOS2,1,3,1.0,1.0
NOS3,3,5,1.0,1.0
NOTCH1,0,42,1.2004834363788581e-08,9.40836018853488e-06
NOTCH2,5,8,0.774711300113603,1.0
NOTCH3,1,6,0.43173728841039627,1.0
NOTCH4,2,6,0.7207249349769386,1.0
NOX3,4,1,0.05190631466953338,0.9984238280609337
NOX4,3,1,0.12322231267327528,1.0
NPAS3,0,5,0.16968917798636085,1.0
NPAS4,2,1,0.2776318594459757,1.0
NPBWR2,2,2,0.6129467360897645,1.0
NPC1,2,2,0.6129467360897645,1.0
NPC1L1,2,3,1.0,1.0
NPHP4,2,1,0.2776318594459757,1.0
NPHS1,3,1,0.12322231267327528,1.0
NPNT,2,1,0.2776318594459757,1.0
NPR3,2,3,1.0,1.0
NPRL2,2,1,0.2776318594459757,1.0
NPSR1,1,3,1.0,1.0
NPTX1,2,3,1.0,1.0
NPTX2,4,1,0.05190631466953338,0.9984238280609337
NPY,0,3,0.555300505294623,1.0
NPY1R,0,3,0.555300505294623,1.0
NPY5R,3,0,0.041546220364935736,0.9984238280609337
NR1H2,2,2,0.6129467360897645,1.0
NR1H3,0,4,0.3041276425443637,1.0
NR2C1,2,1,0.2776318594459757,1.0
NR2C2,1,2,1.0,1.0
NR2F2,2,3,1.0,1.0
NR3C1,0,3,0.555300505294623,1.0
NR3C2,4,2,0.19015132781181593,1.0
NR4A1,2,1,0.2776318594459757,1.0
NRAP,1,4,0.6635915057670203,1.0
NRAS,1,4,0.6635915057670203,1.0
NRCAM,1,4,0.6635915057670203,1.0
NRD1,1,2,1.0,1.0
NRG1,2,2,0.6129467360897645,1.0
NRIP1,2,2,0.6129467360897645,1.0
NRK,4,3,0.2440874242159363,1.0
NRP1,1,2,1.0,1.0
NRSN2,0,3,0.555300505294623,1.0
NRXN1,4,3,0.2440874242159363,1.0
NRXN3,3,4,0.6988110156411875,1.0
NSD1,1,2,1.0,1.0
NSMAF,2,1,0.2776318594459757,1.0
NSUN5,2,3,1.0,1.0
NT5C,0,3,0.555300505294623,1.0
NT5C1B,2,4,1.0,1.0
NT5DC3,1,3,1.0,1.0
NT5E,2,1,0.2776318594459757,1.0
NTN1,2,1,0.2776318594459757,1.0
NTN4,3,2,0.3479791729957157,1.0
NTRK1,1,2,1.0,1.0
NTRK3,1,2,1.0,1.0
NTSR1,2,2,0.6129467360897645,1.0
NUAK1,0,3,0.555300505294623,1.0
NUCB1,1,2,1.0,1.0
NUDT11,0,11,0.010628098723274932,0.9395958014740382
NUFIP1,1,2,1.0,1.0
NUMA1,3,6,1.0,1.0
NUP107,2,2,0.6129467360897645,1.0
NUP153,2,2,0.6129467360897645,1.0
NUP155,0,5,0.16968917798636085,1.0
NUP188,1,6,0.43173728841039627,1.0
NUP205,3,1,0.12322231267327528,1.0
NUP210,2,2,0.6129467360897645,1.0
NUP210L,7,5,0.12283447331435512,1.0
NUP214,2,1,0.2776318594459757,1.0
NUP98,1,4,0.6635915057670203,1.0
NUPL2,1,2,1.0,1.0
NWD1,3,5,1.0,1.0
NXF3,3,3,0.4235081060898829,1.0
NYNRIN,2,1,0.2776318594459757,1.0
OAS2,3,1,0.12322231267327528,1.0
OASL,2,2,0.6129467360897645,1.0
OBSCN,15,18,0.19471061778386067,1.0
OCA2,2,4,1.0,1.0
OCIAD1,2,2,0.6129467360897645,1.0
OCLN,1,2,1.0,1.0
OCRL,2,4,1.0,1.0
ODF2L,2,2,0.6129467360897645,1.0
ODF4,3,0,0.041546220364935736,0.9984238280609337
ODZ1,5,9,1.0,1.0
ODZ2,4,7,1.0,1.0
ODZ3,6,6,0.3590510531208838,1.0
ODZ4,5,2,0.05296050564450086,0.9984238280609337
OFD1,1,3,1.0,1.0
OGDHL,3,4,0.6988110156411875,1.0
OGT,1,7,0.27372353182729653,1.0
OIT3,1,2,1.0,1.0
OLFM2,1,2,1.0,1.0
OLFM4,1,3,1.0,1.0
OLFML2A,0,3,0.555300505294623,1.0
OLFML2B,1,3,1.0,1.0
OPHN1,1,5,0.6704048423590807,1.0
OPN4,2,3,1.0,1.0
OPRL1,2,1,0.2776318594459757,1.0
OPRM1,2,2,0.6129467360897645,1.0
OR10A3,3,1,0.12322231267327528,1.0
OR10A6,2,1,0.2776318594459757,1.0
OR10AG1,3,0,0.041546220364935736,0.9984238280609337
OR10C1,3,2,0.3479791729957157,1.0
OR10G2,1,3,1.0,1.0
OR10G8,4,2,0.19015132781181593,1.0
OR10H1,3,0,0.041546220364935736,0.9984238280609337
OR10H3,1,2,1.0,1.0
OR10H5,2,3,1.0,1.0
OR10J3,1,4,0.6635915057670203,1.0
OR10J5,0,3,0.555300505294623,1.0
OR10Q1,1,2,1.0,1.0
OR10R2,2,2,0.6129467360897645,1.0
OR10S1,3,1,0.12322231267327528,1.0
OR10W1,1,2,1.0,1.0
OR11H12,2,5,1.0,1.0
OR11H4,0,3,0.555300505294623,1.0
OR11H6,1,3,1.0,1.0
OR11L1,1,3,1.0,1.0
OR12D2,2,4,1.0,1.0
OR13C3,2,1,0.2776318594459757,1.0
OR13C4,2,2,0.6129467360897645,1.0
OR13C5,2,1,0.2776318594459757,1.0
OR13C8,3,0,0.041546220364935736,0.9984238280609337
OR13F1,2,1,0.2776318594459757,1.0
OR13G1,2,2,0.6129467360897645,1.0
OR14A16,2,4,1.0,1.0
OR14I1,1,3,1.0,1.0
OR1C1,1,3,1.0,1.0
OR1D2,1,3,1.0,1.0
OR1G1,2,2,0.6129467360897645,1.0
OR1L4,1,2,1.0,1.0
OR1M1,0,5,0.16968917798636085,1.0
OR1N1,1,3,1.0,1.0
OR1N2,1,2,1.0,1.0
OR1S1,0,4,0.3041276425443637,1.0
OR1S2,0,4,0.3041276425443637,1.0
OR2A12,4,3,0.2440874242159363,1.0
OR2A2,1,3,1.0,1.0
OR2A25,2,4,1.0,1.0
OR2A5,2,3,1.0,1.0
OR2A7,2,1,0.2776318594459757,1.0
OR2B11,2,2,0.6129467360897645,1.0
OR2B3,1,2,1.0,1.0
OR2D2,0,3,0.555300505294623,1.0
OR2F2,3,1,0.12322231267327528,1.0
OR2G2,1,3,1.0,1.0
OR2G6,1,2,1.0,1.0
OR2H1,3,0,0.041546220364935736,0.9984238280609337
OR2K2,3,1,0.12322231267327528,1.0
OR2L2,1,3,1.0,1.0
OR2L3,1,2,1.0,1.0
OR2L8,3,1,0.12322231267327528,1.0
OR2M2,3,1,0.12322231267327528,1.0
OR2M3,3,5,1.0,1.0
OR2M5,1,3,1.0,1.0
OR2M7,0,4,0.3041276425443637,1.0
OR2T10,2,1,0.2776318594459757,1.0
OR2T12,3,2,0.3479791729957157,1.0
OR2T27,2,1,0.2776318594459757,1.0
OR2T3,3,1,0.12322231267327528,1.0
OR2T33,3,2,0.3479791729957157,1.0
OR2T34,3,0,0.041546220364935736,0.9984238280609337
OR2T4,3,3,0.4235081060898829,1.0
OR2T6,3,2,0.3479791729957157,1.0
OR2W3,1,4,0.6635915057670203,1.0
OR2W5,5,1,0.021100511734372707,0.9984238280609337
OR2Y1,2,1,0.2776318594459757,1.0
OR2Z1,2,3,1.0,1.0
OR3A2,2,2,0.6129467360897645,1.0
OR4A15,1,2,1.0,1.0
OR4A16,1,6,0.43173728841039627,1.0
OR4A47,3,2,0.3479791729957157,1.0
OR4A5,2,4,1.0,1.0
OR4B1,2,1,0.2776318594459757,1.0
OR4C11,3,1,0.12322231267327528,1.0
OR4C13,1,3,1.0,1.0
OR4C15,3,4,0.6988110156411875,1.0
OR4C16,1,4,0.6635915057670203,1.0
OR4C46,2,2,0.6129467360897645,1.0
OR4C6,2,3,1.0,1.0
OR4D10,1,2,1.0,1.0
OR4D11,2,2,0.6129467360897645,1.0
OR4D2,2,1,0.2776318594459757,1.0
OR4D5,4,0,0.014320856262155878,0.9820527181773393
OR4D6,2,2,0.6129467360897645,1.0
OR4D9,1,2,1.0,1.0
OR4F6,2,3,1.0,1.0
OR4K13,3,2,0.3479791729957157,1.0
OR4K2,2,1,0.2776318594459757,1.0
OR4K5,3,1,0.12322231267327528,1.0
OR4M1,3,2,0.3479791729957157,1.0
OR4N2,3,1,0.12322231267327528,1.0
OR4N5,2,2,0.6129467360897645,1.0
OR4P4,4,5,0.506868682875917,1.0
OR4Q3,0,3,0.555300505294623,1.0
OR4S1,1,2,1.0,1.0
OR4S2,2,5,1.0,1.0
OR4X2,1,2,1.0,1.0
OR51A2,3,1,0.12322231267327528,1.0
OR51A4,1,2,1.0,1.0
OR51B6,2,2,0.6129467360897645,1.0
OR51D1,1,2,1.0,1.0
OR51E1,2,3,1.0,1.0
OR51E2,2,3,1.0,1.0
OR51F1,2,1,0.2776318594459757,1.0
OR51F2,0,3,0.555300505294623,1.0
OR51G1,4,1,0.05190631466953338,0.9984238280609337
OR51M1,2,1,0.2776318594459757,1.0
OR51T1,3,4,0.6988110156411875,1.0
OR52A5,0,3,0.555300505294623,1.0
OR52B6,1,3,1.0,1.0
OR52D1,1,2,1.0,1.0
OR52E2,2,1,0.2776318594459757,1.0
OR52E4,1,2,1.0,1.0
OR52E6,1,2,1.0,1.0
OR52I2,2,2,0.6129467360897645,1.0
OR52M1,4,4,0.45877715501005295,1.0
OR52N1,2,1,0.2776318594459757,1.0
OR56A3,2,1,0.2776318594459757,1.0
OR56A4,1,2,1.0,1.0
OR5A1,4,5,0.506868682875917,1.0
OR5AC2,2,1,0.2776318594459757,1.0
OR5AN1,2,2,0.6129467360897645,1.0
OR5AR1,6,0,0.0016892876454992626,0.3432382230818131
OR5AS1,1,2,1.0,1.0
OR5B17,2,1,0.2776318594459757,1.0
OR5B3,2,1,0.2776318594459757,1.0
OR5C1,2,2,0.6129467360897645,1.0
OR5D13,4,2,0.19015132781181593,1.0
OR5D14,3,3,0.4235081060898829,1.0
OR5D16,4,2,0.19015132781181593,1.0
OR5D18,6,4,0.10390045357003576,1.0
OR5F1,2,2,0.6129467360897645,1.0
OR5H1,2,2,0.6129467360897645,1.0
OR5H14,0,6,0.09773391900633387,1.0
OR5H2,1,4,0.6635915057670203,1.0
OR5H6,2,1,0.2776318594459757,1.0
OR5I1,4,2,0.19015132781181593,1.0
OR5J2,1,3,1.0,1.0
OR5K1,3,2,0.3479791729957157,1.0
OR5K2,1,2,1.0,1.0
OR5K4,3,2,0.3479791729957157,1.0
OR5L1,2,4,1.0,1.0
OR5L2,3,2,0.3479791729957157,1.0
OR5M1,3,2,0.3479791729957157,1.0
OR5M11,2,2,0.6129467360897645,1.0
OR5M3,3,3,0.4235081060898829,1.0
OR5M8,2,3,1.0,1.0
OR5M9,3,3,0.4235081060898829,1.0
OR5P2,4,1,0.05190631466953338,0.9984238280609337
OR5R1,1,2,1.0,1.0
OR5T3,1,5,0.6704048423590807,1.0
OR5V1,0,3,0.555300505294623,1.0
OR5W2,5,2,0.05296050564450086,0.9984238280609337
OR6B1,2,2,0.6129467360897645,1.0
OR6C6,3,0,0.041546220364935736,0.9984238280609337
OR6C74,1,2,1.0,1.0
OR6C75,3,0,0.041546220364935736,0.9984238280609337
OR6F1,2,3,1.0,1.0
OR6K2,2,2,0.6129467360897645,1.0
OR6M1,2,2,0.6129467360897645,1.0
OR6N2,2,3,1.0,1.0
OR6Q1,2,3,1.0,1.0
OR6V1,3,1,0.12322231267327528,1.0
OR7A10,2,1,0.2776318594459757,1.0
OR7A17,2,3,1.0,1.0
OR7G2,3,0,0.041546220364935736,0.9984238280609337
OR8A1,2,1,0.2776318594459757,1.0
OR8B4,1,2,1.0,1.0
OR8D1,2,1,0.2776318594459757,1.0
OR8H2,3,1,0.12322231267327528,1.0
OR8H3,3,3,0.4235081060898829,1.0
OR8I2,2,2,0.6129467360897645,1.0
OR8J3,4,2,0.19015132781181593,1.0
OR8K1,0,3,0.555300505294623,1.0
OR8K3,7,3,0.037745896831976725,0.9984238280609337
OR9G1,3,5,1.0,1.0
OR9G4,3,1,0.12322231267327528,1.0
ORC3L,1,2,1.0,1.0
OSBP2,2,2,0.6129467360897645,1.0
OSBPL10,1,4,0.6635915057670203,1.0
OSBPL2,1,2,1.0,1.0
OSBPL3,1,2,1.0,1.0
OSBPL6,1,2,1.0,1.0
OSMR,2,2,0.6129467360897645,1.0
OTC,3,0,0.041546220364935736,0.9984238280609337
OTOA,3,4,0.6988110156411875,1.0
OTOF,2,9,0.3461565380101572,1.0
OTOL1,1,2,1.0,1.0
OTOP1,1,3,1.0,1.0
OTOP2,1,2,1.0,1.0
OTOP3,2,1,0.2776318594459757,1.0
OTUD4,1,2,1.0,1.0
OTUD5,1,2,1.0,1.0
OTUD7A,1,2,1.0,1.0
OTX2,2,2,0.6129467360897645,1.0
OVCH1,2,3,1.0,1.0
OVGP1,1,2,1.0,1.0
OXSM,1,2,1.0,1.0
P2RY2,1,2,1.0,1.0
P2RY8,3,2,0.3479791729957157,1.0
P4HTM,2,1,0.2776318594459757,1.0
PA2G4,2,3,1.0,1.0
PAAF1,1,2,1.0,1.0
PABPC1,1,3,1.0,1.0
PABPC1L,2,2,0.6129467360897645,1.0
PABPC3,4,2,0.19015132781181593,1.0
PABPC4,3,3,0.4235081060898829,1.0
PABPC5,1,2,1.0,1.0
PACRG,2,1,0.2776318594459757,1.0
PACRGL,0,3,0.555300505294623,1.0
PACS1,2,3,1.0,1.0
PADI3,2,3,1.0,1.0
PADI6,3,0,0.041546220364935736,0.9984238280609337
PAFAH1B1,0,3,0.555300505294623,1.0
PAGE1,0,3,0.555300505294623,1.0
PAH,2,2,0.6129467360897645,1.0
PAK1,1,2,1.0,1.0
PAK3,1,2,1.0,1.0
PAK4,2,1,0.2776318594459757,1.0
PAK6,0,3,0.555300505294623,1.0
PAK7,1,3,1.0,1.0
PALLD,1,2,1.0,1.0
PALM,1,2,1.0,1.0
PALM2,2,1,0.2776318594459757,1.0
PAM,2,2,0.6129467360897645,1.0
PAMR1,2,1,0.2776318594459757,1.0
PAN2,1,2,1.0,1.0
PAN3,6,1,0.008356514170321445,0.8816122449689124
PANK4,0,4,0.3041276425443637,1.0
PANX2,2,1,0.2776318594459757,1.0
PANX3,2,1,0.2776318594459757,1.0
PAPD7,1,2,1.0,1.0
PAPL,3,1,0.12322231267327528,1.0
PAPLN,1,2,1.0,1.0
